"","Query.seq.ID","Subject.seq.ID","X.ID","Alignment.length","X..mismatches","X..gap.openings","start.in.query","end.in.query","start.in.subject","end.in.subject","evalue","bitscore","match.length.query","match.length.subject"
"53501","Nsylvestris_NODE_16497_length_1400_cov_39","Ntome_NODE_12223_length_1930_cov_99",93.397,1151,67,8,1,1150,80,1222,0,1696,1149,1142
"53516","Nsylvestris_NODE_16504_length_1399_cov_213","Ntome_NODE_17662_length_1387_cov_135",100,51,0,0,1349,1399,1,51,1.78e-18,95.3,50,50
"53527","Nsylvestris_NODE_16508_length_1399_cov_39","Ntome_NODE_9093_length_2324_cov_224",92.623,122,9,0,60,181,1693,1814,6.16e-43,176,121,121
"53530","Nsylvestris_NODE_16510_length_1399_cov_27","Ntome_NODE_17806_length_1374_cov_48",91.089,1313,55,20,79,1372,5,1274,0,1720,1293,1269
"53544","Nsylvestris_NODE_16516_length_1398_cov_201","Ntome_NODE_15913_length_1546_cov_266",94.565,1196,61,4,159,1352,1281,88,0,1845,1193,1193
"53550","Nsylvestris_NODE_16519_length_1398_cov_122","Ntome_NODE_18494_length_1317_cov_222",95.37,1296,46,7,1,1294,15,1298,0,2049,1293,1283
"53559","Nsylvestris_NODE_16523_length_1398_cov_15","Ntome_NODE_36572_length_321_cov_4",91.489,329,16,3,432,757,2,321,5.5e-123,442,325,319
"53627","Nsylvestris_NODE_16544_length_1396_cov_20","Ntome_NODE_6525_length_2744_cov_113",95.545,651,26,3,748,1396,267,916,0,1038,648,649
"53628","Nsylvestris_NODE_16547_length_1395_cov_201","Ntome_NODE_15555_length_1579_cov_236",91.459,1323,71,18,51,1357,205,1501,0,1779,1306,1296
"53629","Nsylvestris_NODE_16548_length_1395_cov_196","Ntome_NODE_14825_length_1653_cov_202",92.533,1299,60,13,15,1300,1570,296,0,1827,1285,1274
"53633","Nsylvestris_NODE_16550_length_1395_cov_186","Ntome_NODE_17002_length_1448_cov_254",95.399,1304,49,6,44,1339,1441,141,0,2065,1295,1300
"53637","Nsylvestris_NODE_16552_length_1395_cov_172","Ntome_NODE_17926_length_1364_cov_228",93.765,1267,66,10,53,1310,102,1364,0,1890,1257,1262
"53638","Nsylvestris_NODE_16553_length_1395_cov_151","Ntome_NODE_16669_length_1479_cov_172",91.753,1358,49,19,54,1395,1311,1,0,1829,1341,1310
"53661","Nsylvestris_NODE_16562_length_1395_cov_17","Ntome_NODE_13412_length_1795_cov_50",75.472,1219,266,17,67,1273,1330,133,1.12e-159,564,1206,1197
"53681","Nsylvestris_NODE_16568_length_1394_cov_113","Ntome_NODE_17290_length_1421_cov_102",95.424,1180,39,5,1,1173,7,1178,0,1866,1172,1171
"53684","Nsylvestris_NODE_16570_length_1394_cov_91","Ntome_NODE_12255_length_1926_cov_156",91.781,146,12,0,482,627,1731,1586,2.82e-51,204,145,145
"53717","Nsylvestris_NODE_16582_length_1393_cov_77","Ntome_NODE_21475_length_1083_cov_276",97.143,525,15,0,827,1351,514,1038,0,887,524,524
"53728","Nsylvestris_NODE_16587_length_1392_cov_166","Ntome_NODE_7730_length_2536_cov_106",95.426,962,41,1,381,1342,1055,97,0,1530,961,958
"53735","Nsylvestris_NODE_16590_length_1392_cov_44","Ntome_NODE_16990_length_1450_cov_74",95.795,1403,36,12,8,1392,1,1398,0,2242,1384,1397
"53748","Nsylvestris_NODE_16595_length_1391_cov_211","Ntome_NODE_17432_length_1409_cov_82",96.04,1212,46,2,182,1391,1237,26,0,1971,1209,1211
"53756","Nsylvestris_NODE_16597_length_1391_cov_206","Ntome_NODE_8689_length_2386_cov_257",95.505,1357,47,4,39,1391,2077,731,0,2156,1352,1346
"53788","Nsylvestris_NODE_16609_length_1390_cov_209","Ntome_NODE_17893_length_1367_cov_88",92.53,1352,56,17,1,1348,8,1318,0,1895,1347,1310
"53794","Nsylvestris_NODE_16612_length_1390_cov_145","Ntome_NODE_18428_length_1323_cov_111",88.93,1355,71,13,6,1330,1306,1,0,1598,1324,1305
"53795","Nsylvestris_NODE_16613_length_1390_cov_133","Ntome_NODE_20978_length_1118_cov_6",91.682,1118,58,15,57,1172,1118,34,0,1517,1115,1084
"53802","Nsylvestris_NODE_16616_length_1390_cov_92","Ntome_NODE_37693_length_295_cov_4",97.966,295,6,0,449,743,295,1,4.11e-144,512,294,294
"53828","Nsylvestris_NODE_16618_length_1390_cov_12","Ntome_NODE_3165_length_3632_cov_195",91.547,1396,69,16,2,1390,1767,414,0,1879,1388,1353
"53838","Nsylvestris_NODE_16624_length_1389_cov_154","Ntome_NODE_18343_length_1330_cov_224",94.414,1110,41,9,3,1109,1301,210,0,1687,1106,1091
"53851","Nsylvestris_NODE_16630_length_1388_cov_190","Ntome_NODE_17488_length_1404_cov_270",94.349,1398,62,9,1,1388,1,1391,0,2128,1387,1390
"53878","Nsylvestris_NODE_16638_length_1387_cov_173","Ntome_NODE_2094_length_4112_cov_264",96.037,1312,29,6,14,1320,1,1294,0,2113,1306,1293
"53890","Nsylvestris_NODE_16643_length_1386_cov_212","Ntome_NODE_14118_length_1725_cov_167",93.197,1323,72,6,48,1364,1707,397,0,1929,1316,1310
"53925","Nsylvestris_NODE_16655_length_1385_cov_163","Ntome_NODE_24890_length_870_cov_10",96.076,739,29,0,535,1273,74,812,0,1205,738,738
"53933","Nsylvestris_NODE_16658_length_1384_cov_25","Ntome_NODE_1988_length_4182_cov_198",90.674,193,17,1,201,392,409,601,7.61e-67,255,191,192
"53947","Nsylvestris_NODE_16664_length_1384_cov_192","Ntome_NODE_15227_length_1611_cov_206",92.018,1303,69,15,56,1333,94,1386,0,1797,1277,1292
"53974","Nsylvestris_NODE_16676_length_1383_cov_93","Ntome_NODE_19039_length_1273_cov_97",95.093,1182,49,1,158,1330,1237,56,0,1853,1172,1181
"53975","Nsylvestris_NODE_16677_length_1383_cov_17","Ntome_NODE_13025_length_1839_cov_72",96.959,1381,42,0,3,1383,1447,67,0,2318,1380,1380
"54006","Nsylvestris_NODE_16688_length_1382_cov_65","Ntome_NODE_2669_length_3828_cov_151",94.886,176,9,0,481,656,933,758,5.84e-73,276,175,175
"54010","Nsylvestris_NODE_16691_length_1382_cov_28","Ntome_NODE_16303_length_1512_cov_62",93.463,1392,66,7,7,1374,1436,46,0,2043,1367,1390
"54014","Nsylvestris_NODE_16693_length_1382_cov_19","Ntome_NODE_2310_length_4001_cov_73",93.22,59,3,1,261,318,3815,3757,1.06e-15,86.1,57,58
"54019","Nsylvestris_NODE_16695_length_1381_cov_209","Ntome_NODE_18215_length_1341_cov_208",96.748,1230,37,3,33,1260,1278,50,0,2047,1227,1228
"54069","Nsylvestris_NODE_16705_length_1381_cov_22","Ntome_NODE_17664_length_1387_cov_25",95.977,1367,51,2,7,1369,1367,1,0,2217,1362,1366
"54070","Nsylvestris_NODE_16706_length_1381_cov_20","Ntome_NODE_6918_length_2670_cov_182",90.361,83,6,1,571,653,729,809,2.25e-22,108,82,80
"54080","Nsylvestris_NODE_16711_length_1380_cov_212","Ntome_NODE_11179_length_2051_cov_261",97.55,1306,31,1,1,1305,621,1926,0,2233,1304,1305
"54081","Nsylvestris_NODE_16712_length_1380_cov_180","Ntome_NODE_15168_length_1616_cov_212",91.47,973,52,5,429,1380,1189,227,0,1308,951,962
"54097","Nsylvestris_NODE_16718_length_1379_cov_159","Ntome_NODE_6236_length_2801_cov_155",94.902,1275,60,3,5,1279,2383,1114,0,1989,1274,1269
"54110","Nsylvestris_NODE_16722_length_1379_cov_81","Ntome_NODE_17298_length_1420_cov_228",93.913,1265,63,12,81,1342,1419,166,0,1897,1261,1253
"54111","Nsylvestris_NODE_16723_length_1379_cov_46","Ntome_NODE_13665_length_1771_cov_117",96.407,1336,37,2,55,1379,221,1556,0,2191,1324,1335
"54122","Nsylvestris_NODE_16727_length_1378_cov_212","Ntome_NODE_5967_length_2855_cov_222",93.398,1333,60,17,1,1323,2727,1413,0,1949,1322,1314
"54129","Nsylvestris_NODE_16730_length_1378_cov_160","Ntome_NODE_2937_length_3722_cov_224",97.968,1329,27,0,1,1329,1412,84,0,2305,1328,1328
"54138","Nsylvestris_NODE_16733_length_1378_cov_48","Ntome_NODE_30487_length_609_cov_35",89.176,619,34,8,52,664,592,1,0,741,612,591
"54139","Nsylvestris_NODE_16734_length_1378_cov_26","Ntome_NODE_20866_length_1127_cov_23",94.844,1125,57,1,201,1324,3,1127,0,1755,1123,1124
"54156","Nsylvestris_NODE_16737_length_1377_cov_236","Ntome_NODE_1856_length_4267_cov_240",96.825,1260,37,1,118,1377,2651,3907,0,2102,1259,1256
"54164","Nsylvestris_NODE_16739_length_1377_cov_208","Ntome_NODE_17674_length_1386_cov_83",93.285,1236,78,5,89,1321,16,1249,0,1818,1232,1233
"54167","Nsylvestris_NODE_16741_length_1377_cov_189","Ntome_NODE_18586_length_1309_cov_255",88.889,468,52,0,431,898,919,452,1.42e-163,577,467,467
"54179","Nsylvestris_NODE_16744_length_1377_cov_150","Ntome_NODE_19239_length_1256_cov_246",93.374,981,52,8,52,1027,1164,192,0,1439,975,972
"54183","Nsylvestris_NODE_16748_length_1377_cov_56","Ntome_NODE_191_length_7484_cov_127",93.458,749,32,10,172,913,7375,6637,0,1096,741,738
"54196","Nsylvestris_NODE_16753_length_1376_cov_211","Ntome_NODE_2732_length_3800_cov_41",94.396,803,45,0,574,1376,2827,2025,0,1234,802,802
"54197","Nsylvestris_NODE_16754_length_1376_cov_211","Ntome_NODE_15552_length_1579_cov_249",95.94,1330,38,6,13,1336,1363,44,0,2143,1323,1319
"54201","Nsylvestris_NODE_16756_length_1373_cov_144","Ntome_NODE_18044_length_1354_cov_129",95.715,1237,43,5,38,1273,119,1346,0,1982,1235,1227
"54208","Nsylvestris_NODE_16760_length_1376_cov_26","Ntome_NODE_15204_length_1613_cov_280",85.083,905,116,7,74,961,1199,297,0,905,887,902
"54209","Nsylvestris_NODE_16761_length_1376_cov_7","Ntome_NODE_468_length_6109_cov_236",98.113,53,1,0,3,55,3901,3953,6.28e-18,93.5,52,52
"54249","Nsylvestris_NODE_16779_length_1374_cov_35","Ntome_NODE_5840_length_2886_cov_188",96.364,55,2,0,1320,1374,2576,2522,2.26e-17,91.6,54,54
"54277","Nsylvestris_NODE_16790_length_1373_cov_182","Ntome_NODE_16902_length_1456_cov_219",90.538,1226,81,19,166,1368,1300,87,0,1589,1202,1213
"54305","Nsylvestris_NODE_16801_length_1372_cov_117","Ntome_NODE_18522_length_1314_cov_280",92.58,1213,63,9,101,1307,1249,58,0,1716,1206,1191
"54314","Nsylvestris_NODE_16805_length_1372_cov_48","Ntome_NODE_16582_length_1488_cov_289",94.992,1278,60,1,1,1274,55,1332,0,2002,1273,1277
"54323","Nsylvestris_NODE_16810_length_1371_cov_224","Ntome_NODE_17574_length_1395_cov_290",95.519,1272,54,1,55,1323,1,1272,0,2030,1268,1271
"54336","Nsylvestris_NODE_16814_length_1371_cov_174","Ntome_NODE_21770_length_1063_cov_244",92.338,1018,65,9,332,1345,55,1063,0,1435,1013,1008
"54349","Nsylvestris_NODE_16819_length_1370_cov_222","Ntome_NODE_17971_length_1360_cov_301",89.879,1324,76,35,1,1290,1354,55,0,1650,1289,1299
"54374","Nsylvestris_NODE_16828_length_1370_cov_21","Ntome_NODE_8360_length_2433_cov_86",94.326,1357,67,6,13,1366,2360,1011,0,2071,1353,1349
"54375","Nsylvestris_NODE_16829_length_1370_cov_20","Ntome_NODE_17553_length_1398_cov_32",79.286,140,21,6,464,599,314,449,2.25e-17,91.6,135,135
"54403","Nsylvestris_NODE_16839_length_1369_cov_19","Ntome_NODE_32598_length_506_cov_8",90.323,93,8,1,1272,1364,223,132,2.87e-26,121,92,91
"54445","Nsylvestris_NODE_16854_length_1367_cov_210","Ntome_NODE_23491_length_955_cov_75",94.35,708,38,2,266,971,198,905,0,1085,705,707
"54446","Nsylvestris_NODE_16855_length_1367_cov_209","Ntome_NODE_2387_length_3967_cov_191",91.443,1344,85,17,36,1367,3911,2586,0,1818,1331,1325
"54451","Nsylvestris_NODE_16857_length_1367_cov_194","Ntome_NODE_18505_length_1316_cov_259",93.286,1266,68,9,1,1249,51,1316,0,1851,1248,1265
"54454","Nsylvestris_NODE_16859_length_1367_cov_177","Ntome_NODE_1136_length_4912_cov_195",95.701,1349,43,6,24,1367,12,1350,0,2156,1343,1338
"54455","Nsylvestris_NODE_16860_length_1367_cov_145","Ntome_NODE_20072_length_1186_cov_172",95.14,1111,51,2,83,1193,1,1108,0,1749,1110,1107
"54474","Nsylvestris_NODE_16867_length_1367_cov_63","Ntome_NODE_19868_length_1204_cov_10",93.383,1209,54,13,141,1331,4,1204,0,1766,1190,1200
"54477","Nsylvestris_NODE_16869_length_1367_cov_48","Ntome_NODE_14819_length_1654_cov_67",91.81,1392,81,17,1,1367,1651,268,0,1908,1366,1383
"54480","Nsylvestris_NODE_16871_length_1367_cov_34","Ntome_NODE_15447_length_1589_cov_42",90.722,873,30,7,1,825,1540,671,0,1116,824,869
"54493","Nsylvestris_NODE_16877_length_1366_cov_170","Ntome_NODE_22068_length_1043_cov_276",88.144,641,73,3,504,1141,294,934,0,760,637,640
"54497","Nsylvestris_NODE_16879_length_1366_cov_134","Ntome_NODE_18920_length_1282_cov_136",89.837,1289,69,23,68,1331,1,1252,0,1598,1263,1251
"54498","Nsylvestris_NODE_16881_length_1366_cov_85","Ntome_NODE_16228_length_1518_cov_243",91.783,1363,68,22,2,1332,57,1407,0,1857,1330,1350
"54506","Nsylvestris_NODE_16886_length_1366_cov_34","Ntome_NODE_13097_length_1832_cov_13",94.849,1262,63,2,51,1311,519,1779,0,1969,1260,1260
"54510","Nsylvestris_NODE_16888_length_1366_cov_6","Ntome_NODE_353_length_6496_cov_280",80.894,1298,236,9,8,1299,4150,5441,0,1013,1291,1291
"54511","Nsylvestris_NODE_16889_length_1366_cov_5","Ntome_NODE_33460_length_448_cov_13",94.152,171,10,0,843,1013,207,37,1.61e-68,261,170,170
"54532","Nsylvestris_NODE_16897_length_1365_cov_87","Ntome_NODE_18687_length_1302_cov_29",90.625,1280,61,15,62,1310,1252,1,0,1644,1248,1251
"54538","Nsylvestris_NODE_16900_length_1365_cov_69","Ntome_NODE_39195_length_264_cov_2",92.893,197,14,0,1121,1317,1,197,2.66e-76,287,196,196
"54539","Nsylvestris_NODE_16901_length_1365_cov_64","Ntome_NODE_27256_length_746_cov_8",95.699,744,32,0,569,1312,746,3,0,1197,743,743
"54551","Nsylvestris_NODE_16906_length_1364_cov_204","Ntome_NODE_16354_length_1508_cov_244",96.806,1127,33,2,1,1125,1488,363,0,1879,1124,1125
"54552","Nsylvestris_NODE_16907_length_1364_cov_204","Ntome_NODE_17077_length_1441_cov_214",96.37,1350,37,5,3,1343,18,1364,0,2211,1340,1346
"54565","Nsylvestris_NODE_16912_length_1364_cov_144","Ntome_NODE_22987_length_984_cov_53",94.538,952,31,6,413,1351,944,1,0,1450,938,943
"54568","Nsylvestris_NODE_16914_length_1364_cov_50","Ntome_NODE_34411_length_400_cov_2",90.647,417,12,4,205,612,1,399,4e-149,529,407,398
"54579","Nsylvestris_NODE_16920_length_1363_cov_187","Ntome_NODE_16194_length_1521_cov_238",94.254,1340,50,13,1,1327,1443,118,0,2023,1326,1325
"54584","Nsylvestris_NODE_16922_length_1364_cov_86","Ntome_NODE_10077_length_2190_cov_69",98.182,55,1,0,1310,1364,448,394,4.81e-19,97.1,54,54
"54585","Nsylvestris_NODE_16924_length_1363_cov_26","Ntome_NODE_606_length_5759_cov_160",94.557,1286,65,2,1,1286,2386,3666,0,1982,1285,1280
"54591","Nsylvestris_NODE_16927_length_1363_cov_15","Ntome_NODE_17570_length_1396_cov_33",95.158,1363,60,3,1,1363,1357,1,0,2146,1362,1356
"54598","Nsylvestris_NODE_16931_length_1362_cov_172","Ntome_NODE_17892_length_1367_cov_141",92.188,1216,79,11,4,1208,1318,108,0,1705,1204,1210
"54607","Nsylvestris_NODE_16936_length_1362_cov_30","Ntome_NODE_21746_length_1065_cov_41",93.041,1049,34,10,252,1300,56,1065,0,1496,1048,1009
"54617","Nsylvestris_NODE_16940_length_1362_cov_7","Ntome_NODE_1745_length_4349_cov_94",97.173,1344,36,2,1,1344,1765,424,0,2270,1343,1341
"54624","Nsylvestris_NODE_16943_length_1355_cov_115","Ntome_NODE_17950_length_1363_cov_23",96.755,1325,43,0,21,1345,1325,1,0,2209,1324,1324
"54625","Nsylvestris_NODE_16944_length_1361_cov_67","Ntome_NODE_16422_length_1503_cov_127",93.5,1277,69,10,7,1281,188,1452,0,1886,1274,1264
"54629","Nsylvestris_NODE_16946_length_1361_cov_35","Ntome_NODE_21474_length_1084_cov_2",86.594,1104,125,12,50,1150,1,1084,0,1197,1100,1083
"54641","Nsylvestris_NODE_16952_length_1360_cov_205","Ntome_NODE_1118_length_4929_cov_196",92.376,1233,77,6,79,1310,4929,3713,0,1740,1231,1216
"54660","Nsylvestris_NODE_16960_length_1360_cov_24","Ntome_NODE_35456_length_356_cov_5",97.183,284,8,0,1077,1360,2,285,1.13e-134,481,283,283
"54661","Nsylvestris_NODE_16961_length_1360_cov_23","Ntome_NODE_17275_length_1422_cov_253",93.684,1045,66,0,51,1095,1342,298,0,1565,1044,1044
"54664","Nsylvestris_NODE_16965_length_1360_cov_8","Ntome_NODE_35420_length_357_cov_6",91.573,356,30,0,613,968,356,1,5.24e-138,492,355,355
"54677","Nsylvestris_NODE_16970_length_1358_cov_193","Ntome_NODE_2368_length_3978_cov_159",93.683,1219,58,8,104,1316,2727,3932,0,1807,1212,1205
"54683","Nsylvestris_NODE_16973_length_1359_cov_134","Ntome_NODE_19754_length_1214_cov_140",92.632,1208,47,17,163,1359,1192,16,0,1700,1196,1176
"54689","Nsylvestris_NODE_16975_length_1359_cov_63","Ntome_NODE_25364_length_840_cov_223",91.328,369,28,3,175,540,780,413,8.69e-141,501,365,367
"54696","Nsylvestris_NODE_16978_length_1359_cov_19","Ntome_NODE_14229_length_1712_cov_85",86.073,1156,161,0,125,1280,1549,394,0,1243,1155,1155
"54697","Nsylvestris_NODE_16979_length_1359_cov_15","Ntome_NODE_34760_length_384_cov_7",97.598,333,8,0,997,1329,383,51,6.53e-162,571,332,332
"54698","Nsylvestris_NODE_16980_length_1359_cov_8","Ntome_NODE_12828_length_1859_cov_11",92.108,1001,54,8,5,1003,978,1,0,1387,998,977
"54736","Nsylvestris_NODE_16992_length_1358_cov_170","Ntome_NODE_20381_length_1163_cov_14",95.193,1165,53,2,54,1217,1,1163,0,1838,1163,1162
"54795","Nsylvestris_NODE_17014_length_1356_cov_162","Ntome_NODE_27296_length_744_cov_2",95.302,745,25,7,534,1274,1,739,0,1173,740,738
"54801","Nsylvestris_NODE_17017_length_1356_cov_17","Ntome_NODE_10934_length_2082_cov_26",96.239,1356,49,1,1,1356,2061,708,0,2220,1355,1353
"54805","Nsylvestris_NODE_17019_length_1356_cov_10","Ntome_NODE_22353_length_1025_cov_291",97.917,48,1,0,1307,1354,677,724,3.72e-15,84.2,47,47
"54814","Nsylvestris_NODE_17023_length_1355_cov_201","Ntome_NODE_15795_length_1558_cov_277",91.753,1358,62,14,2,1328,157,1495,0,1842,1326,1338
"54828","Nsylvestris_NODE_17028_length_1355_cov_75","Ntome_NODE_18723_length_1298_cov_145",92.105,1178,83,6,180,1350,1253,79,0,1652,1170,1174
"54846","Nsylvestris_NODE_17034_length_1354_cov_124","Ntome_NODE_6402_length_2766_cov_252",92.442,1032,47,7,350,1351,19,1049,0,1445,1001,1030
"54847","Nsylvestris_NODE_17035_length_1354_cov_106","Ntome_NODE_20251_length_1173_cov_293",92.589,958,41,14,111,1038,7,964,0,1349,927,957
"54862","Nsylvestris_NODE_17041_length_1354_cov_24","Ntome_NODE_17421_length_1411_cov_111",95.174,1181,48,6,58,1235,1221,47,0,1857,1177,1174
"54870","Nsylvestris_NODE_17047_length_1353_cov_182","Ntome_NODE_19549_length_1229_cov_289",92.07,1198,65,9,25,1211,1,1179,0,1659,1186,1178
"54871","Nsylvestris_NODE_17048_length_1353_cov_56","Ntome_NODE_4396_length_3240_cov_43",81.792,1060,155,22,69,1114,1775,2810,0,854,1045,1035
"54900","Nsylvestris_NODE_17060_length_1352_cov_112","Ntome_NODE_11405_length_2025_cov_147",94.444,126,7,0,1018,1143,128,253,1.64e-48,195,125,125
"54901","Nsylvestris_NODE_17061_length_1352_cov_32","Ntome_NODE_13926_length_1744_cov_101",89.683,126,11,2,136,260,1565,1441,6e-38,159,124,124
"54921","Nsylvestris_NODE_17068_length_1351_cov_69","Ntome_NODE_31844_length_559_cov_5",92.308,559,22,7,291,828,1,559,0,774,537,558
"54922","Nsylvestris_NODE_17069_length_1351_cov_54","Ntome_NODE_32491_length_514_cov_140",95.882,340,8,2,1,334,504,165,3.94e-154,545,333,339
"54935","Nsylvestris_NODE_17074_length_1351_cov_38","Ntome_NODE_9398_length_2281_cov_196",93.395,1302,69,9,52,1348,956,2245,0,1912,1296,1289
"55044","Nsylvestris_NODE_17110_length_1349_cov_220","Ntome_NODE_4555_length_3195_cov_220",96.364,55,2,0,1,55,1003,949,2.21e-17,91.6,54,54
"55065","Nsylvestris_NODE_17118_length_1347_cov_42","Ntome_NODE_16447_length_1501_cov_154",91.205,1319,103,7,42,1347,67,1385,0,1781,1305,1318
"55072","Nsylvestris_NODE_17121_length_1347_cov_18","Ntome_NODE_17515_length_1402_cov_16",95.836,1345,49,3,4,1346,1341,2,0,2167,1342,1339
"55087","Nsylvestris_NODE_17128_length_1346_cov_182","Ntome_NODE_4703_length_3159_cov_160",90.872,734,51,7,344,1073,2392,3113,0,970,729,721
"55097","Nsylvestris_NODE_17131_length_1346_cov_105","Ntome_NODE_25023_length_862_cov_32",94.016,869,27,8,476,1326,1,862,0,1293,850,861
"55125","Nsylvestris_NODE_17141_length_1344_cov_214","Ntome_NODE_7688_length_2542_cov_268",94.098,1203,40,12,125,1313,1186,1,0,1799,1188,1185
"55128","Nsylvestris_NODE_17143_length_1344_cov_201","Ntome_NODE_7320_length_2600_cov_266",96.054,1267,49,1,1,1266,1319,53,0,2061,1265,1266
"55134","Nsylvestris_NODE_17146_length_1344_cov_160","Ntome_NODE_20208_length_1176_cov_224",96.237,1116,35,4,119,1227,44,1159,0,1821,1108,1115
"55139","Nsylvestris_NODE_17150_length_1344_cov_56","Ntome_NODE_5479_length_2967_cov_272",84.541,207,32,0,681,887,563,357,7.55e-52,206,206,206
"55152","Nsylvestris_NODE_17156_length_1343_cov_190","Ntome_NODE_1553_length_4494_cov_152",96.398,1055,35,1,231,1285,1008,2059,0,1735,1054,1051
"55158","Nsylvestris_NODE_17159_length_1343_cov_171","Ntome_NODE_10570_length_2124_cov_80",93.702,1302,57,10,1,1293,801,2086,0,1927,1292,1285
"55159","Nsylvestris_NODE_17160_length_1343_cov_170","Ntome_NODE_15715_length_1566_cov_270",80.471,594,89,18,317,892,378,962,4.11e-119,429,575,584
"55168","Nsylvestris_NODE_17164_length_1343_cov_65","Ntome_NODE_4102_length_3319_cov_113",91.817,1332,76,15,19,1339,1575,2884,0,1825,1320,1309
"55171","Nsylvestris_NODE_17166_length_1343_cov_12","Ntome_NODE_18209_length_1342_cov_15",94.273,1327,60,9,1,1315,20,1342,0,2015,1314,1322
"55172","Nsylvestris_NODE_17167_length_1343_cov_10","Ntome_NODE_19547_length_1230_cov_17",80.107,1126,166,33,63,1170,1086,1,0,785,1107,1085
"55173","Nsylvestris_NODE_17168_length_1343_cov_9","Ntome_NODE_3521_length_3509_cov_204",78.684,380,57,12,226,601,2384,2743,1.24e-59,231,375,359
"55180","Nsylvestris_NODE_17171_length_1342_cov_171","Ntome_NODE_26916_length_763_cov_12",90.064,312,21,8,1031,1340,240,543,4.17e-109,396,309,303
"55183","Nsylvestris_NODE_17173_length_1342_cov_93","Ntome_NODE_22970_length_985_cov_127",94.688,979,35,7,32,994,981,4,0,1504,962,977
"55186","Nsylvestris_NODE_17175_length_1342_cov_88","Ntome_NODE_18601_length_1308_cov_202",92.914,1129,54,14,57,1160,1258,131,0,1618,1103,1127
"55197","Nsylvestris_NODE_17180_length_1342_cov_31","Ntome_NODE_5868_length_2880_cov_74",96.568,437,15,0,210,646,2312,1876,0,725,436,436
"55202","Nsylvestris_NODE_17182_length_1342_cov_16","Ntome_NODE_12938_length_1848_cov_56",91.818,1320,106,2,23,1342,1750,433,0,1838,1319,1317
"55214","Nsylvestris_NODE_17186_length_1341_cov_216","Ntome_NODE_16411_length_1504_cov_238",95.138,1234,42,6,56,1278,1346,120,0,1930,1222,1226
"55215","Nsylvestris_NODE_17187_length_1341_cov_215","Ntome_NODE_18952_length_1280_cov_250",95.185,1163,52,2,63,1221,1209,47,0,1834,1158,1162
"55236","Nsylvestris_NODE_17195_length_1341_cov_9","Ntome_NODE_7777_length_2528_cov_63",92.132,1182,93,0,4,1185,2386,1205,0,1668,1181,1181
"55241","Nsylvestris_NODE_17197_length_1340_cov_198","Ntome_NODE_19387_length_1243_cov_254",95.522,871,30,4,124,994,1240,379,0,1384,870,861
"55265","Nsylvestris_NODE_17206_length_1341_cov_15","Ntome_NODE_31971_length_552_cov_23",86.364,352,43,3,467,815,188,537,4.19e-104,379,348,349
"55266","Nsylvestris_NODE_17207_length_1340_cov_5","Ntome_NODE_3656_length_3468_cov_47",72.348,528,122,12,427,930,2167,1640,1.66e-33,145,503,527
"55288","Nsylvestris_NODE_17216_length_1339_cov_37","Ntome_NODE_20482_length_1155_cov_16",92.514,1082,58,9,20,1086,1154,81,0,1528,1066,1073
"55289","Nsylvestris_NODE_17217_length_1339_cov_24","Ntome_NODE_22669_length_1005_cov_113",79.127,527,93,10,153,675,951,438,1.18e-94,348,522,513
"55290","Nsylvestris_NODE_17218_length_1339_cov_21","Ntome_NODE_2377_length_3972_cov_73",79.137,139,22,4,1,137,1473,1340,7.9e-17,89.8,136,133
"55291","Nsylvestris_NODE_17220_length_1339_cov_14","Ntome_NODE_6744_length_2705_cov_33",96.145,1297,49,1,43,1339,2072,777,0,2117,1296,1295
"55301","Nsylvestris_NODE_17224_length_1338_cov_206","Ntome_NODE_16803_length_1465_cov_263",94.829,1315,38,5,12,1297,1465,152,0,2025,1285,1313
"55306","Nsylvestris_NODE_17227_length_1338_cov_141","Ntome_NODE_19555_length_1229_cov_10",92.421,1227,56,10,127,1319,1224,1,0,1716,1192,1223
"55313","Nsylvestris_NODE_17230_length_1338_cov_40","Ntome_NODE_8529_length_2408_cov_202",80.67,776,102,28,1,751,969,217,5.01e-158,558,750,752
"55314","Nsylvestris_NODE_17231_length_1338_cov_20","Ntome_NODE_8508_length_2412_cov_61",91.969,635,51,0,3,637,315,949,0,891,634,634
"55327","Nsylvestris_NODE_17235_length_1337_cov_188","Ntome_NODE_18335_length_1331_cov_236",94.804,1251,59,3,1,1248,42,1289,0,1945,1247,1247
"55330","Nsylvestris_NODE_17237_length_1337_cov_135","Ntome_NODE_7365_length_2592_cov_69",91.736,1319,80,5,22,1337,2451,1159,0,1805,1315,1292
"55345","Nsylvestris_NODE_17243_length_1337_cov_22","Ntome_NODE_39072_length_266_cov_2",98.496,266,4,0,628,893,266,1,2.41e-131,470,265,265
"55365","Nsylvestris_NODE_17250_length_1336_cov_141","Ntome_NODE_1679_length_4403_cov_151",95.682,1019,43,1,165,1182,351,1369,0,1637,1017,1018
"55369","Nsylvestris_NODE_17252_length_1336_cov_60","Ntome_NODE_986_length_5110_cov_73",96.183,1336,51,0,1,1336,902,2237,0,2185,1335,1335
"55370","Nsylvestris_NODE_17254_length_1336_cov_29","Ntome_NODE_17119_length_1438_cov_33",78.723,376,62,10,758,1121,827,458,9.57e-61,235,363,369
