"","Query.seq.ID","n"
"4231","Ntome_NODE_1295_length_4736_cov_43",4
"4232","Ntome_NODE_1296_length_4734_cov_202",4
"4233","Ntome_NODE_12965_length_1845_cov_115",4
"4234","Ntome_NODE_12967_length_1845_cov_68",4
"4235","Ntome_NODE_12969_length_1845_cov_60",4
"4236","Ntome_NODE_1297_length_4731_cov_174",4
"4237","Ntome_NODE_12980_length_1844_cov_159",4
"4238","Ntome_NODE_12983_length_1844_cov_17",4
"4239","Ntome_NODE_12985_length_1843_cov_285",4
"4240","Ntome_NODE_12988_length_1843_cov_204",4
"4241","Ntome_NODE_12989_length_1843_cov_200",4
"4242","Ntome_NODE_12992_length_1843_cov_175",4
"4243","Ntome_NODE_12993_length_1843_cov_163",4
"4244","Ntome_NODE_130_length_8077_cov_252",4
"4245","Ntome_NODE_13002_length_1842_cov_158",4
"4246","Ntome_NODE_13004_length_1842_cov_26",4
"4247","Ntome_NODE_1301_length_4729_cov_305",4
"4248","Ntome_NODE_13011_length_1841_cov_81",4
"4249","Ntome_NODE_13013_length_1840_cov_291",4
"4250","Ntome_NODE_13019_length_1840_cov_39",4
"4251","Ntome_NODE_13020_length_1840_cov_13",4
"4252","Ntome_NODE_13022_length_1839_cov_180",4
"4253","Ntome_NODE_13024_length_1839_cov_98",4
"4254","Ntome_NODE_13033_length_1838_cov_49",4
"4255","Ntome_NODE_13039_length_1837_cov_28",4
"4256","Ntome_NODE_13049_length_1836_cov_93",4
"4257","Ntome_NODE_13051_length_1836_cov_72",4
"4258","Ntome_NODE_13052_length_1836_cov_33",4
"4259","Ntome_NODE_13058_length_1835_cov_240",4
"4260","Ntome_NODE_1306_length_4721_cov_128",4
"4261","Ntome_NODE_13065_length_1835_cov_15",4
"4262","Ntome_NODE_1307_length_4719_cov_87",4
"4263","Ntome_NODE_13079_length_1833_cov_177",4
"4264","Ntome_NODE_13080_length_1833_cov_173",4
"4265","Ntome_NODE_13081_length_1833_cov_114",4
"4266","Ntome_NODE_13101_length_1831_cov_203",4
"4267","Ntome_NODE_1311_length_4715_cov_240",4
"4268","Ntome_NODE_13115_length_1829_cov_259",4
"4269","Ntome_NODE_13118_length_1829_cov_32",4
"4270","Ntome_NODE_13127_length_1828_cov_231",4
"4271","Ntome_NODE_13131_length_1827_cov_281",4
"4272","Ntome_NODE_13132_length_1827_cov_246",4
"4273","Ntome_NODE_13138_length_1826_cov_221",4
"4274","Ntome_NODE_1314_length_4714_cov_163",4
"4275","Ntome_NODE_13141_length_1826_cov_148",4
"4276","Ntome_NODE_13147_length_1825_cov_273",4
"4277","Ntome_NODE_1316_length_4712_cov_277",4
"4278","Ntome_NODE_1317_length_4710_cov_293",4
"4279","Ntome_NODE_13180_length_1822_cov_13",4
"4280","Ntome_NODE_1319_length_4710_cov_82",4
"4281","Ntome_NODE_132_length_8024_cov_113",4
"4282","Ntome_NODE_13200_length_1819_cov_264",4
"4283","Ntome_NODE_1322_length_4704_cov_282",4
"4284","Ntome_NODE_13225_length_1816_cov_26",4
"4285","Ntome_NODE_13235_length_1816_cov_52",4
"4286","Ntome_NODE_13239_length_1815_cov_249",4
"4287","Ntome_NODE_13243_length_1815_cov_165",4
"4288","Ntome_NODE_13246_length_1814_cov_225",4
"4289","Ntome_NODE_1326_length_4700_cov_273",4
"4290","Ntome_NODE_13260_length_1813_cov_69",4
"4291","Ntome_NODE_13266_length_1812_cov_40",4
"4292","Ntome_NODE_13268_length_1812_cov_13",4
"4293","Ntome_NODE_13276_length_1810_cov_276",4
"4294","Ntome_NODE_13279_length_1810_cov_215",4
"4295","Ntome_NODE_1328_length_4700_cov_103",4
"4296","Ntome_NODE_13283_length_1810_cov_177",4
"4297","Ntome_NODE_13284_length_1810_cov_134",4
"4298","Ntome_NODE_13285_length_1810_cov_106",4
"4299","Ntome_NODE_13299_length_1808_cov_213",4
"4300","Ntome_NODE_133_length_8022_cov_133",4
"4301","Ntome_NODE_13309_length_1807_cov_136",4
"4302","Ntome_NODE_1331_length_4689_cov_104",4
"4303","Ntome_NODE_13327_length_1805_cov_105",4
"4304","Ntome_NODE_13329_length_1805_cov_21",4
"4305","Ntome_NODE_13331_length_1804_cov_283",4
"4306","Ntome_NODE_13335_length_1804_cov_192",4
"4307","Ntome_NODE_13340_length_1804_cov_29",4
"4308","Ntome_NODE_13341_length_1804_cov_24",4
"4309","Ntome_NODE_13343_length_1803_cov_252",4
"4310","Ntome_NODE_13348_length_1802_cov_289",4
"4311","Ntome_NODE_1335_length_4695_cov_239",4
"4312","Ntome_NODE_13357_length_1801_cov_176",4
"4313","Ntome_NODE_13359_length_1801_cov_145",4
"4314","Ntome_NODE_13364_length_1801_cov_20",4
"4315","Ntome_NODE_13373_length_1800_cov_228",4
"4316","Ntome_NODE_1338_length_4692_cov_218",4
"4317","Ntome_NODE_13381_length_1799_cov_292",4
"4318","Ntome_NODE_13382_length_1799_cov_279",4
"4319","Ntome_NODE_13389_length_1799_cov_43",4
"4320","Ntome_NODE_13397_length_1797_cov_63",4
"4321","Ntome_NODE_13403_length_1796_cov_173",4
"4322","Ntome_NODE_13404_length_1796_cov_133",4
"4323","Ntome_NODE_13406_length_1796_cov_105",4
"4324","Ntome_NODE_1341_length_4691_cov_248",4
"4325","Ntome_NODE_13415_length_1794_cov_291",4
"4326","Ntome_NODE_1342_length_4688_cov_140",4
"4327","Ntome_NODE_13422_length_1794_cov_58",4
"4328","Ntome_NODE_13439_length_1792_cov_38",4
"4329","Ntome_NODE_13440_length_1792_cov_35",4
"4330","Ntome_NODE_13441_length_1791_cov_13",4
"4331","Ntome_NODE_13443_length_1791_cov_292",4
"4332","Ntome_NODE_13452_length_1791_cov_18",4
"4333","Ntome_NODE_13455_length_1790_cov_235",4
"4334","Ntome_NODE_13458_length_1790_cov_37",4
"4335","Ntome_NODE_1346_length_4683_cov_205",4
"4336","Ntome_NODE_13460_length_1790_cov_21",4
"4337","Ntome_NODE_13464_length_1789_cov_280",4
"4338","Ntome_NODE_13472_length_1789_cov_119",4
"4339","Ntome_NODE_1348_length_4679_cov_109",4
"4340","Ntome_NODE_13481_length_1788_cov_189",4
"4341","Ntome_NODE_13483_length_1788_cov_127",4
"4342","Ntome_NODE_13490_length_1787_cov_245",4
"4343","Ntome_NODE_13491_length_1787_cov_224",4
"4344","Ntome_NODE_13496_length_1786_cov_275",4
"4345","Ntome_NODE_13498_length_1786_cov_197",4
"4346","Ntome_NODE_13499_length_1786_cov_157",4
"4347","Ntome_NODE_1350_length_4677_cov_202",4
"4348","Ntome_NODE_13501_length_1786_cov_129",4
"4349","Ntome_NODE_13504_length_1785_cov_276",4
"4350","Ntome_NODE_13508_length_1785_cov_171",4
"4351","Ntome_NODE_13511_length_1785_cov_69",4
"4352","Ntome_NODE_13515_length_1784_cov_274",4
"4353","Ntome_NODE_13533_length_1783_cov_48",4
"4354","Ntome_NODE_13541_length_1782_cov_46",4
"4355","Ntome_NODE_13560_length_1781_cov_22",4
"4356","Ntome_NODE_13563_length_1780_cov_217",4
"4357","Ntome_NODE_13568_length_1780_cov_106",4
"4358","Ntome_NODE_13569_length_1780_cov_50",4
"4359","Ntome_NODE_13570_length_1780_cov_43",4
"4360","Ntome_NODE_13575_length_1779_cov_120",4
"4361","Ntome_NODE_13579_length_1778_cov_238",4
"4362","Ntome_NODE_13592_length_1777_cov_179",4
"4363","Ntome_NODE_13593_length_1777_cov_167",4
"4364","Ntome_NODE_13610_length_1776_cov_36",4
"4365","Ntome_NODE_13616_length_1775_cov_143",4
"4366","Ntome_NODE_13625_length_1774_cov_221",4
"4367","Ntome_NODE_13643_length_1773_cov_36",4
"4368","Ntome_NODE_13646_length_1773_cov_12",4
"4369","Ntome_NODE_13653_length_1772_cov_60",4
"4370","Ntome_NODE_13655_length_1772_cov_10",4
"4371","Ntome_NODE_13661_length_1771_cov_162",4
"4372","Ntome_NODE_13666_length_1772_cov_63",4
"4373","Ntome_NODE_13668_length_1771_cov_23",4
"4374","Ntome_NODE_13671_length_1770_cov_120",4
"4375","Ntome_NODE_13675_length_1769_cov_270",4
"4376","Ntome_NODE_13702_length_1767_cov_261",4
"4377","Ntome_NODE_13704_length_1767_cov_237",4
"4378","Ntome_NODE_13716_length_1766_cov_98",4
"4379","Ntome_NODE_1372_length_4657_cov_119",4
"4380","Ntome_NODE_13723_length_1765_cov_240",4
"4381","Ntome_NODE_13726_length_1765_cov_57",4
"4382","Ntome_NODE_13737_length_1763_cov_308",4
"4383","Ntome_NODE_1374_length_4655_cov_176",4
"4384","Ntome_NODE_13740_length_1763_cov_245",4
"4385","Ntome_NODE_13751_length_1762_cov_174",4
"4386","Ntome_NODE_13753_length_1762_cov_78",4
"4387","Ntome_NODE_13754_length_1762_cov_73",4
"4388","Ntome_NODE_13760_length_1761_cov_251",4
"4389","Ntome_NODE_1377_length_4653_cov_237",4
"4390","Ntome_NODE_13783_length_1759_cov_179",4
"4391","Ntome_NODE_1379_length_4652_cov_235",4
"4392","Ntome_NODE_13794_length_1758_cov_82",4
"4393","Ntome_NODE_1380_length_4652_cov_108",4
"4394","Ntome_NODE_13800_length_1757_cov_266",4
"4395","Ntome_NODE_13802_length_1757_cov_137",4
"4396","Ntome_NODE_13811_length_1756_cov_246",4
"4397","Ntome_NODE_13816_length_1756_cov_96",4
"4398","Ntome_NODE_13818_length_1756_cov_54",4
"4399","Ntome_NODE_13821_length_1755_cov_294",4
"4400","Ntome_NODE_13826_length_1755_cov_119",4
"4401","Ntome_NODE_13831_length_1754_cov_263",4
"4402","Ntome_NODE_13832_length_1754_cov_194",4
"4403","Ntome_NODE_13833_length_1754_cov_194",4
"4404","Ntome_NODE_1385_length_4647_cov_137",4
"4405","Ntome_NODE_13854_length_1751_cov_16",4
"4406","Ntome_NODE_13856_length_1750_cov_272",4
"4407","Ntome_NODE_1387_length_4647_cov_59",4
"4408","Ntome_NODE_13878_length_1748_cov_119",4
"4409","Ntome_NODE_1389_length_4643_cov_217",4
"4410","Ntome_NODE_13898_length_1746_cov_258",4
"4411","Ntome_NODE_13899_length_1746_cov_178",4
"4412","Ntome_NODE_13900_length_1746_cov_163",4
"4413","Ntome_NODE_13914_length_1745_cov_85",4
"4414","Ntome_NODE_13917_length_1745_cov_26",4
"4415","Ntome_NODE_1392_length_4639_cov_294",4
"4416","Ntome_NODE_13922_length_1744_cov_257",4
"4417","Ntome_NODE_13923_length_1744_cov_237",4
"4418","Ntome_NODE_13924_length_1744_cov_217",4
"4419","Ntome_NODE_13927_length_1744_cov_95",4
"4420","Ntome_NODE_13929_length_1744_cov_79",4
"4421","Ntome_NODE_13959_length_1741_cov_137",4
"4422","Ntome_NODE_1398_length_4634_cov_298",4
"4423","Ntome_NODE_13985_length_1740_cov_59",4
"4424","Ntome_NODE_13987_length_1740_cov_42",4
"4425","Ntome_NODE_1399_length_4629_cov_226",4
"4426","Ntome_NODE_13992_length_1739_cov_267",4
"4427","Ntome_NODE_14005_length_1737_cov_213",4
"4428","Ntome_NODE_14007_length_1737_cov_90",4
"4429","Ntome_NODE_14032_length_1735_cov_19",4
"4430","Ntome_NODE_14040_length_1734_cov_132",4
"4431","Ntome_NODE_14049_length_1733_cov_24",4
"4432","Ntome_NODE_14055_length_1732_cov_96",4
"4433","Ntome_NODE_14057_length_1732_cov_63",4
"4434","Ntome_NODE_14058_length_1729_cov_55",4
"4435","Ntome_NODE_1406_length_4626_cov_47",4
"4436","Ntome_NODE_14066_length_1731_cov_126",4
"4437","Ntome_NODE_14080_length_1729_cov_232",4
"4438","Ntome_NODE_14095_length_1727_cov_116",4
"4439","Ntome_NODE_14099_length_1727_cov_251",4
"4440","Ntome_NODE_14132_length_1724_cov_99",4
"4441","Ntome_NODE_14138_length_1723_cov_264",4
"4442","Ntome_NODE_14139_length_1723_cov_198",4
"4443","Ntome_NODE_1414_length_4616_cov_99",4
"4444","Ntome_NODE_14143_length_1722_cov_216",4
"4445","Ntome_NODE_14144_length_1722_cov_207",4
"4446","Ntome_NODE_14146_length_1722_cov_192",4
"4447","Ntome_NODE_14154_length_1721_cov_122",4
"4448","Ntome_NODE_14160_length_1720_cov_292",4
"4449","Ntome_NODE_14163_length_1720_cov_128",4
"4450","Ntome_NODE_14167_length_1720_cov_15",4
"4451","Ntome_NODE_14171_length_1719_cov_128",4
"4452","Ntome_NODE_14172_length_1719_cov_18",4
"4453","Ntome_NODE_14174_length_1718_cov_125",4
"4454","Ntome_NODE_14190_length_1716_cov_177",4
"4455","Ntome_NODE_14197_length_1715_cov_258",4
"4456","Ntome_NODE_14199_length_1715_cov_234",4
"4457","Ntome_NODE_1420_length_4613_cov_67",4
"4458","Ntome_NODE_14203_length_1715_cov_60",4
"4459","Ntome_NODE_14206_length_1714_cov_280",4
"4460","Ntome_NODE_14217_length_1714_cov_24",4
"4461","Ntome_NODE_14219_length_1700_cov_12",4
"4462","Ntome_NODE_14232_length_1712_cov_37",4
"4463","Ntome_NODE_14238_length_1711_cov_151",4
"4464","Ntome_NODE_14246_length_1710_cov_267",4
"4465","Ntome_NODE_14250_length_1710_cov_181",4
"4466","Ntome_NODE_14258_length_1709_cov_277",4
"4467","Ntome_NODE_14264_length_1709_cov_127",4
"4468","Ntome_NODE_14265_length_1709_cov_112",4
"4469","Ntome_NODE_14266_length_1709_cov_81",4
"4470","Ntome_NODE_1427_length_4602_cov_257",4
"4471","Ntome_NODE_14272_length_1708_cov_113",4
"4472","Ntome_NODE_14274_length_1708_cov_52",4
"4473","Ntome_NODE_14284_length_1707_cov_54",4
"4474","Ntome_NODE_14290_length_1706_cov_204",4
"4475","Ntome_NODE_14292_length_1706_cov_140",4
"4476","Ntome_NODE_14293_length_1706_cov_134",4
"4477","Ntome_NODE_14294_length_1706_cov_131",4
"4478","Ntome_NODE_14310_length_1704_cov_155",4
"4479","Ntome_NODE_14313_length_1703_cov_298",4
"4480","Ntome_NODE_14324_length_1703_cov_25",4
"4481","Ntome_NODE_14327_length_1702_cov_138",4
"4482","Ntome_NODE_1433_length_4598_cov_137",4
"4483","Ntome_NODE_14335_length_1701_cov_258",4
"4484","Ntome_NODE_14338_length_1701_cov_198",4
"4485","Ntome_NODE_14343_length_1701_cov_54",4
"4486","Ntome_NODE_14344_length_1701_cov_28",4
"4487","Ntome_NODE_14354_length_1699_cov_292",4
"4488","Ntome_NODE_14357_length_1699_cov_249",4
"4489","Ntome_NODE_14359_length_1699_cov_170",4
"4490","Ntome_NODE_14369_length_1698_cov_281",4
"4491","Ntome_NODE_1437_length_4593_cov_210",4
"4492","Ntome_NODE_14384_length_1697_cov_108",4
"4493","Ntome_NODE_14385_length_1697_cov_87",4
"4494","Ntome_NODE_14388_length_1697_cov_43",4
"4495","Ntome_NODE_14393_length_1696_cov_223",4
"4496","Ntome_NODE_14394_length_1696_cov_165",4
"4497","Ntome_NODE_14398_length_1696_cov_55",4
"4498","Ntome_NODE_14400_length_1692_cov_267",4
"4499","Ntome_NODE_14401_length_1695_cov_175",4
"4500","Ntome_NODE_14409_length_1694_cov_235",4
"4501","Ntome_NODE_14412_length_1694_cov_178",4
"4502","Ntome_NODE_14416_length_1694_cov_71",4
"4503","Ntome_NODE_14422_length_1693_cov_183",4
"4504","Ntome_NODE_1443_length_4585_cov_299",4
"4505","Ntome_NODE_14440_length_1692_cov_57",4
"4506","Ntome_NODE_1445_length_4584_cov_211",4
"4507","Ntome_NODE_14451_length_1690_cov_247",4
"4508","Ntome_NODE_14464_length_1689_cov_266",4
"4509","Ntome_NODE_14468_length_1688_cov_285",4
"4510","Ntome_NODE_14470_length_1688_cov_212",4
"4511","Ntome_NODE_14474_length_1688_cov_56",4
"4512","Ntome_NODE_14477_length_1687_cov_289",4
"4513","Ntome_NODE_1448_length_4580_cov_122",4
"4514","Ntome_NODE_14480_length_1687_cov_270",4
"4515","Ntome_NODE_14484_length_1687_cov_177",4
"4516","Ntome_NODE_14487_length_1687_cov_95",4
"4517","Ntome_NODE_14493_length_1686_cov_284",4
"4518","Ntome_NODE_14494_length_1686_cov_258",4
"4519","Ntome_NODE_14502_length_1679_cov_189",4
"4520","Ntome_NODE_14520_length_1683_cov_283",4
"4521","Ntome_NODE_14534_length_1682_cov_67",4
"4522","Ntome_NODE_14541_length_1681_cov_35",4
"4523","Ntome_NODE_14549_length_1680_cov_202",4
"4524","Ntome_NODE_14558_length_1679_cov_211",4
"4525","Ntome_NODE_1456_length_4571_cov_61",4
"4526","Ntome_NODE_14570_length_1678_cov_221",4
"4527","Ntome_NODE_1458_length_4570_cov_165",4
"4528","Ntome_NODE_14584_length_1677_cov_121",4
"4529","Ntome_NODE_14585_length_1677_cov_120",4
"4530","Ntome_NODE_14587_length_1677_cov_92",4
"4531","Ntome_NODE_14589_length_1677_cov_34",4
"4532","Ntome_NODE_14598_length_1676_cov_122",4
"4533","Ntome_NODE_14608_length_1675_cov_275",4
"4534","Ntome_NODE_1461_length_4567_cov_271",4
"4535","Ntome_NODE_14611_length_1675_cov_241",4
"4536","Ntome_NODE_14612_length_1675_cov_215",4
"4537","Ntome_NODE_14619_length_1674_cov_296",4
"4538","Ntome_NODE_1462_length_4566_cov_184",4
"4539","Ntome_NODE_14622_length_1674_cov_255",4
"4540","Ntome_NODE_14667_length_1669_cov_175",4
"4541","Ntome_NODE_1468_length_4561_cov_178",4
"4542","Ntome_NODE_14686_length_1667_cov_224",4
"4543","Ntome_NODE_14689_length_1667_cov_136",4
"4544","Ntome_NODE_14700_length_1667_cov_300",4
"4545","Ntome_NODE_14707_length_1665_cov_101",4
"4546","Ntome_NODE_14718_length_1664_cov_21",4
"4547","Ntome_NODE_14724_length_1663_cov_43",4
"4548","Ntome_NODE_14727_length_1662_cov_261",4
"4549","Ntome_NODE_1473_length_4557_cov_187",4
"4550","Ntome_NODE_14730_length_1662_cov_75",4
"4551","Ntome_NODE_14731_length_1662_cov_70",4
"4552","Ntome_NODE_14734_length_1662_cov_27",4
"4553","Ntome_NODE_14752_length_1660_cov_203",4
"4554","Ntome_NODE_14757_length_1660_cov_31",4
"4555","Ntome_NODE_1476_length_4551_cov_147",4
"4556","Ntome_NODE_14761_length_1659_cov_287",4
"4557","Ntome_NODE_14768_length_1659_cov_84",4
"4558","Ntome_NODE_1479_length_4548_cov_62",4
"4559","Ntome_NODE_14791_length_1657_cov_39",4
"4560","Ntome_NODE_148_length_7871_cov_262",4
"4561","Ntome_NODE_14807_length_1655_cov_81",4
"4562","Ntome_NODE_1481_length_4545_cov_259",4
"4563","Ntome_NODE_14814_length_1655_cov_8",4
"4564","Ntome_NODE_14817_length_1654_cov_177",4
"4565","Ntome_NODE_14823_length_1653_cov_281",4
"4566","Ntome_NODE_14830_length_1652_cov_311",4
"4567","Ntome_NODE_14831_length_1652_cov_270",4
"4568","Ntome_NODE_14847_length_1650_cov_8",4
"4569","Ntome_NODE_14850_length_1649_cov_106",4
"4570","Ntome_NODE_14859_length_1648_cov_136",4
"4571","Ntome_NODE_1486_length_4542_cov_196",4
"4572","Ntome_NODE_14862_length_1648_cov_62",4
"4573","Ntome_NODE_14865_length_1647_cov_284",4
"4574","Ntome_NODE_14871_length_1647_cov_205",4
"4575","Ntome_NODE_1488_length_4542_cov_109",4
"4576","Ntome_NODE_14887_length_1645_cov_205",4
"4577","Ntome_NODE_14895_length_1644_cov_261",4
"4578","Ntome_NODE_149_length_7848_cov_117",4
"4579","Ntome_NODE_1491_length_4539_cov_135",4
"4580","Ntome_NODE_14918_length_1643_cov_168",4
"4581","Ntome_NODE_14919_length_1643_cov_158",4
"4582","Ntome_NODE_14923_length_1643_cov_99",4
"4583","Ntome_NODE_14936_length_1642_cov_155",4
"4584","Ntome_NODE_14941_length_1639_cov_9",4
"4585","Ntome_NODE_14942_length_1641_cov_322",4
"4586","Ntome_NODE_14957_length_1640_cov_13",4
"4587","Ntome_NODE_1496_length_4537_cov_187",4
"4588","Ntome_NODE_14960_length_1639_cov_291",4
"4589","Ntome_NODE_14962_length_1639_cov_257",4
"4590","Ntome_NODE_14963_length_1639_cov_191",4
"4591","Ntome_NODE_14965_length_1639_cov_181",4
"4592","Ntome_NODE_1497_length_4535_cov_165",4
"4593","Ntome_NODE_14977_length_1638_cov_252",4
"4594","Ntome_NODE_1499_length_4534_cov_200",4
"4595","Ntome_NODE_14992_length_1636_cov_9",4
"4596","Ntome_NODE_1500_length_4534_cov_89",4
"4597","Ntome_NODE_15004_length_1635_cov_39",4
"4598","Ntome_NODE_15008_length_1634_cov_300",4
"4599","Ntome_NODE_15011_length_1634_cov_83",4
"4600","Ntome_NODE_15025_length_1632_cov_173",4
"4601","Ntome_NODE_15029_length_1632_cov_35",4
"4602","Ntome_NODE_15047_length_1630_cov_235",4
"4603","Ntome_NODE_15052_length_1630_cov_57",4
"4604","Ntome_NODE_15059_length_1629_cov_118",4
"4605","Ntome_NODE_15069_length_1628_cov_129",4
"4606","Ntome_NODE_15072_length_1628_cov_67",4
"4607","Ntome_NODE_15078_length_1627_cov_92",4
"4608","Ntome_NODE_15085_length_1626_cov_287",4
"4609","Ntome_NODE_15089_length_1626_cov_233",4
"4610","Ntome_NODE_15099_length_1624_cov_22",4
"4611","Ntome_NODE_151_length_7840_cov_67",4
"4612","Ntome_NODE_1511_length_4527_cov_272",4
"4613","Ntome_NODE_15114_length_1622_cov_255",4
"4614","Ntome_NODE_15116_length_1622_cov_234",4
"4615","Ntome_NODE_1512_length_4527_cov_204",4
"4616","Ntome_NODE_15123_length_1621_cov_291",4
"4617","Ntome_NODE_15138_length_1620_cov_11",4
"4618","Ntome_NODE_1514_length_4525_cov_284",4
"4619","Ntome_NODE_15157_length_1617_cov_240",4
"4620","Ntome_NODE_1518_length_4522_cov_89",4
"4621","Ntome_NODE_15180_length_1615_cov_271",4
"4622","Ntome_NODE_1521_length_4520_cov_176",4
"4623","Ntome_NODE_15211_length_1613_cov_41",4
"4624","Ntome_NODE_15215_length_1612_cov_235",4
"4625","Ntome_NODE_15217_length_1612_cov_193",4
"4626","Ntome_NODE_15226_length_1611_cov_275",4
"4627","Ntome_NODE_1523_length_4519_cov_184",4
"4628","Ntome_NODE_15240_length_1610_cov_164",4
"4629","Ntome_NODE_15249_length_1609_cov_302",4
"4630","Ntome_NODE_15250_length_1609_cov_238",4
"4631","Ntome_NODE_1526_length_4516_cov_255",4
"4632","Ntome_NODE_15281_length_1607_cov_14",4
"4633","Ntome_NODE_15284_length_1606_cov_283",4
"4634","Ntome_NODE_15289_length_1606_cov_25",4
"4635","Ntome_NODE_1529_length_4514_cov_112",4
"4636","Ntome_NODE_15297_length_1605_cov_199",4
"4637","Ntome_NODE_1531_length_4512_cov_230",4
"4638","Ntome_NODE_15328_length_1602_cov_13",4
"4639","Ntome_NODE_15333_length_1601_cov_227",4
"4640","Ntome_NODE_15352_length_1599_cov_67",4
"4641","Ntome_NODE_15356_length_1598_cov_101",4
"4642","Ntome_NODE_15361_length_1597_cov_145",4
"4643","Ntome_NODE_15373_length_1596_cov_203",4
"4644","Ntome_NODE_15375_length_1595_cov_127",4
"4645","Ntome_NODE_15387_length_1595_cov_87",4
"4646","Ntome_NODE_15398_length_1594_cov_22",4
"4647","Ntome_NODE_1541_length_4502_cov_287",4
"4648","Ntome_NODE_15423_length_1592_cov_72",4
"4649","Ntome_NODE_15425_length_1592_cov_17",4
"4650","Ntome_NODE_15426_length_1591_cov_249",4
"4651","Ntome_NODE_15437_length_1590_cov_237",4
"4652","Ntome_NODE_15439_length_1590_cov_205",4
"4653","Ntome_NODE_1544_length_4498_cov_162",4
"4654","Ntome_NODE_15445_length_1589_cov_86",4
"4655","Ntome_NODE_15466_length_1587_cov_18",4
"4656","Ntome_NODE_15475_length_1586_cov_41",4
"4657","Ntome_NODE_15482_length_1585_cov_273",4
"4658","Ntome_NODE_15483_length_1585_cov_252",4
"4659","Ntome_NODE_15489_length_1585_cov_87",4
"4660","Ntome_NODE_15496_length_1584_cov_245",4
"4661","Ntome_NODE_15497_length_1584_cov_240",4
"4662","Ntome_NODE_15501_length_1583_cov_109",4
"4663","Ntome_NODE_15505_length_1584_cov_57",4
"4664","Ntome_NODE_15522_length_1582_cov_160",4
"4665","Ntome_NODE_1556_length_4491_cov_205",4
"4666","Ntome_NODE_15579_length_1578_cov_15",4
"4667","Ntome_NODE_15593_length_1576_cov_188",4
"4668","Ntome_NODE_15610_length_1575_cov_50",4
"4669","Ntome_NODE_1562_length_4486_cov_201",4
"4670","Ntome_NODE_15622_length_1574_cov_51",4
"4671","Ntome_NODE_1563_length_4486_cov_178",4
"4672","Ntome_NODE_15637_length_1573_cov_19",4
"4673","Ntome_NODE_15639_length_1573_cov_17",4
"4674","Ntome_NODE_1564_length_4486_cov_83",4
"4675","Ntome_NODE_15645_length_1572_cov_208",4
"4676","Ntome_NODE_15646_length_1572_cov_194",4
"4677","Ntome_NODE_15649_length_1572_cov_115",4
"4678","Ntome_NODE_15655_length_1570_cov_292",4
"4679","Ntome_NODE_15658_length_1571_cov_211",4
"4680","Ntome_NODE_15661_length_1571_cov_120",4
"4681","Ntome_NODE_15663_length_1571_cov_31",4
"4682","Ntome_NODE_15675_length_1570_cov_263",4
"4683","Ntome_NODE_1569_length_4482_cov_217",4
"4684","Ntome_NODE_1570_length_4480_cov_156",4
"4685","Ntome_NODE_15708_length_1567_cov_110",4
"4686","Ntome_NODE_15710_length_1567_cov_32",4
"4687","Ntome_NODE_15713_length_1568_cov_13",4
"4688","Ntome_NODE_15719_length_1566_cov_237",4
"4689","Ntome_NODE_15740_length_1564_cov_265",4
"4690","Ntome_NODE_15754_length_1563_cov_106",4
"4691","Ntome_NODE_15758_length_1562_cov_257",4
"4692","Ntome_NODE_15766_length_1562_cov_21",4
"4693","Ntome_NODE_15767_length_1561_cov_292",4
"4694","Ntome_NODE_15783_length_1559_cov_268",4
"4695","Ntome_NODE_1579_length_4469_cov_265",4
"4696","Ntome_NODE_15792_length_1559_cov_25",4
"4697","Ntome_NODE_15796_length_1558_cov_275",4
"4698","Ntome_NODE_15806_length_1557_cov_109",4
"4699","Ntome_NODE_15808_length_1557_cov_23",4
"4700","Ntome_NODE_1581_length_4469_cov_69",4
"4701","Ntome_NODE_15812_length_1556_cov_269",4
"4702","Ntome_NODE_15814_length_1556_cov_255",4
"4703","Ntome_NODE_15827_length_1555_cov_264",4
"4704","Ntome_NODE_15839_length_1554_cov_224",4
"4705","Ntome_NODE_15840_length_1554_cov_192",4
"4706","Ntome_NODE_15845_length_1554_cov_10",4
"4707","Ntome_NODE_15878_length_1550_cov_223",4
"4708","Ntome_NODE_15885_length_1549_cov_231",4
"4709","Ntome_NODE_15886_length_1549_cov_161",4
"4710","Ntome_NODE_15889_length_1549_cov_29",4
"4711","Ntome_NODE_1589_length_4464_cov_68",4
"4712","Ntome_NODE_15890_length_1549_cov_13",4
"4713","Ntome_NODE_15901_length_1548_cov_26",4
"4714","Ntome_NODE_15906_length_1547_cov_274",4
"4715","Ntome_NODE_15914_length_1546_cov_229",4
"4716","Ntome_NODE_1592_length_4461_cov_293",4
"4717","Ntome_NODE_15923_length_1545_cov_241",4
"4718","Ntome_NODE_15928_length_1545_cov_89",4
"4719","Ntome_NODE_15931_length_1545_cov_45",4
"4720","Ntome_NODE_15934_length_1544_cov_257",4
"4721","Ntome_NODE_15936_length_1544_cov_30",4
"4722","Ntome_NODE_15945_length_1543_cov_134",4
"4723","Ntome_NODE_1595_length_4458_cov_271",4
"4724","Ntome_NODE_15960_length_1542_cov_135",4
"4725","Ntome_NODE_1597_length_4456_cov_100",4
"4726","Ntome_NODE_15972_length_1541_cov_191",4
"4727","Ntome_NODE_1598_length_4454_cov_252",4
"4728","Ntome_NODE_15981_length_1540_cov_260",4
"4729","Ntome_NODE_1599_length_4454_cov_84",4
