,Query.seq.ID,Subject.seq.ID,X.ID,Alignment.length,X..mismatches,X..gap.openings,start.in.query,end.in.query,start.in.subject,end.in.subject,evalue,bitscore,match.length.query,match.length.subject
35196,Nsylvestris_NODE_9780_length_2143_cov_111,Ntome_NODE_7347_length_2595_cov_137,93.372,2052,73,19,2,2033,5,2013,0,2977,2031,2008
35200,Nsylvestris_NODE_9782_length_2142_cov_228,Ntome_NODE_10480_length_2134_cov_226,94.312,2145,84,18,16,2142,2133,9,0,3251,2126,2124
35224,Nsylvestris_NODE_9791_length_2141_cov_209,Ntome_NODE_10771_length_2099_cov_84,95.394,2106,71,13,7,2098,6,2099,0,3328,2091,2093
35283,Nsylvestris_NODE_9808_length_2139_cov_50,Ntome_NODE_6836_length_2687_cov_206,93.988,2129,94,15,1,2123,43,2143,0,3192,2122,2100
35300,Nsylvestris_NODE_9815_length_2138_cov_173,Ntome_NODE_9555_length_2260_cov_126,95.015,1986,77,16,120,2092,45,2021,0,3099,1972,1976
35354,Nsylvestris_NODE_9832_length_2135_cov_217,Ntome_NODE_11017_length_2070_cov_275,94.45,2018,87,9,119,2135,9,2002,0,3083,2016,1993
35395,Nsylvestris_NODE_9847_length_2134_cov_196,Ntome_NODE_17988_length_1358_cov_246,92.264,1047,59,13,1045,2074,11,1052,0,1465,1029,1041
35516,Nsylvestris_NODE_9887_length_2129_cov_189,Ntome_NODE_11244_length_2044_cov_210,95.339,1974,74,10,48,2011,1,1966,0,3120,1963,1965
35541,Nsylvestris_NODE_9897_length_2128_cov_159,Ntome_NODE_9912_length_2211_cov_266,94.062,2105,98,11,18,2119,97,2177,0,3169,2101,2080
35568,Nsylvestris_NODE_9906_length_2127_cov_24,Ntome_NODE_9769_length_2229_cov_147,95.841,2140,62,10,4,2124,2173,42,0,3434,2120,2131
35619,Nsylvestris_NODE_9926_length_2125_cov_139,Ntome_NODE_10816_length_2094_cov_170,94.089,2064,63,22,52,2093,40,2066,0,3081,2041,2026
35624,Nsylvestris_NODE_9928_length_2125_cov_41,Ntome_NODE_13077_length_1834_cov_8,97.219,1834,48,1,232,2062,1834,1,0,3101,1830,1833
35831,Nsylvestris_NODE_9992_length_2117_cov_78,Ntome_NODE_9809_length_2224_cov_70,97.505,2084,52,0,1,2084,14,2097,0,3561,2083,2083
35919,Nsylvestris_NODE_10021_length_2113_cov_116,Ntome_NODE_11503_length_2014_cov_90,97.165,1975,56,0,139,2113,10,1984,0,3338,1974,1974
36022,Nsylvestris_NODE_10055_length_2110_cov_115,Ntome_NODE_10957_length_2079_cov_155,95.033,1953,64,17,1,1946,2063,137,0,3038,1945,1926
36111,Nsylvestris_NODE_10089_length_2104_cov_175,Ntome_NODE_9451_length_2274_cov_281,95.684,2039,83,5,70,2104,12,2049,0,3273,2034,2037
36116,Nsylvestris_NODE_10091_length_2104_cov_71,Ntome_NODE_14097_length_1731_cov_5,95.168,1573,75,1,532,2103,1724,152,0,2483,1571,1572
36238,Nsylvestris_NODE_10135_length_2098_cov_204,Ntome_NODE_9851_length_2218_cov_244,94.857,2061,89,14,1,2053,2169,118,0,3203,2052,2051
36315,Nsylvestris_NODE_10159_length_2094_cov_14,Ntome_NODE_11175_length_2052_cov_167,92.065,1903,123,19,1,1898,1925,46,0,2652,1897,1879
36426,Nsylvestris_NODE_10198_length_2088_cov_224,Ntome_NODE_10130_length_2181_cov_268,97.793,2084,42,3,9,2088,2,2085,0,3591,2079,2083
36436,Nsylvestris_NODE_10201_length_2088_cov_18,Ntome_NODE_14475_length_1688_cov_25,97.532,1661,41,0,409,2069,1661,1,0,2841,1660,1660
36542,Nsylvestris_NODE_10233_length_2084_cov_105,Ntome_NODE_10792_length_2097_cov_112,97.382,1719,42,3,367,2083,1772,55,0,2922,1716,1717
36554,Nsylvestris_NODE_10237_length_2083_cov_212,Ntome_NODE_9525_length_2266_cov_286,94.61,1985,84,3,118,2083,60,2040,0,3051,1965,1980
36706,Nsylvestris_NODE_10288_length_2077_cov_159,Ntome_NODE_7062_length_2645_cov_35,94.975,2010,84,7,43,2045,2343,344,0,3136,2002,1999
36771,Nsylvestris_NODE_10310_length_2074_cov_143,Ntome_NODE_10512_length_2130_cov_287,92.379,1837,86,35,109,1895,1915,83,0,2567,1786,1832
36872,Nsylvestris_NODE_10343_length_2070_cov_45,Ntome_NODE_12703_length_1873_cov_61,96.107,1824,60,5,36,1853,5,1823,0,2964,1817,1818
36924,Nsylvestris_NODE_10360_length_2068_cov_73,Ntome_NODE_14168_length_1720_cov_11,95.531,1544,69,0,319,1862,1640,97,0,2470,1543,1543
37030,Nsylvestris_NODE_10395_length_2063_cov_14,Ntome_NODE_12238_length_1929_cov_27,90.328,1923,104,30,159,2062,1879,20,0,2446,1903,1859
37095,Nsylvestris_NODE_10417_length_2060_cov_137,Ntome_NODE_11605_length_2002_cov_273,95.995,1648,62,1,355,1998,168,1815,0,2675,1643,1647
37096,Nsylvestris_NODE_10418_length_2060_cov_114,Ntome_NODE_12995_length_1843_cov_104,94.89,1683,50,7,323,1987,177,1841,0,2599,1664,1664
37127,Nsylvestris_NODE_10426_length_2059_cov_166,Ntome_NODE_10635_length_2114_cov_173,97.701,2044,43,2,1,2040,27,2070,0,3511,2039,2043
37128,Nsylvestris_NODE_10428_length_2058_cov_162,Ntome_NODE_10868_length_2088_cov_216,94.075,2076,79,10,13,2058,2088,27,0,3112,2045,2061
37216,Nsylvestris_NODE_10456_length_2056_cov_18,Ntome_NODE_15327_length_1602_cov_15,97.502,1601,40,0,335,1935,1601,1,0,2736,1600,1600
37226,Nsylvestris_NODE_10459_length_2055_cov_159,Ntome_NODE_12173_length_1937_cov_167,91.501,1906,114,24,56,1935,1937,54,0,2579,1879,1883
37230,Nsylvestris_NODE_10461_length_2055_cov_82,Ntome_NODE_9878_length_2215_cov_258,94.105,1934,68,12,2,1895,95,2022,0,2898,1893,1927
37300,Nsylvestris_NODE_10483_length_2052_cov_214,Ntome_NODE_11390_length_2026_cov_277,92.949,2014,70,34,82,2052,17,2001,0,2867,1970,1984
37376,Nsylvestris_NODE_10506_length_2050_cov_28,Ntome_NODE_34796_length_383_cov_2,94.643,392,12,1,546,937,383,1,4.55E-170,599,391,382
37382,Nsylvestris_NODE_10509_length_2049_cov_198,Ntome_NODE_11039_length_2067_cov_264,95.311,2026,78,9,27,2047,2066,53,0,3199,2020,2013
37441,Nsylvestris_NODE_10528_length_2047_cov_34,Ntome_NODE_10285_length_2158_cov_99,91.385,2043,149,16,12,2045,101,2125,0,2772,2033,2024
37468,Nsylvestris_NODE_10537_length_2046_cov_129,Ntome_NODE_10422_length_2143_cov_67,94.553,2038,57,23,18,2020,11,2029,0,3099,2002,2018
37544,Nsylvestris_NODE_10564_length_2042_cov_28,Ntome_NODE_14577_length_1678_cov_32,93.379,1601,79,18,390,1977,46,1632,0,2344,1587,1586
37586,Nsylvestris_NODE_10580_length_2040_cov_131,Ntome_NODE_17005_length_1448_cov_103,97.056,951,27,1,580,1530,388,1337,0,1600,950,949
37613,Nsylvestris_NODE_10589_length_2039_cov_52,Ntome_NODE_38542_length_277_cov_4,97.473,277,7,0,366,642,1,277,2.86E-132,473,276,276
37617,Nsylvestris_NODE_10591_length_2039_cov_47,Ntome_NODE_9842_length_2220_cov_23,94.023,1673,96,4,85,1755,2220,550,0,2532,1670,1670
37676,Nsylvestris_NODE_10611_length_2036_cov_26,Ntome_NODE_36570_length_322_cov_4,95.886,316,13,0,541,856,322,7,6.05E-144,512,315,315
37689,Nsylvestris_NODE_10616_length_2035_cov_161,Ntome_NODE_12140_length_1941_cov_142,96.007,1753,53,4,62,1798,114,1865,0,2833,1736,1751
37768,Nsylvestris_NODE_10647_length_2032_cov_22,Ntome_NODE_12056_length_1951_cov_9,94.427,1866,99,3,61,1925,46,1907,0,2865,1864,1861
37781,Nsylvestris_NODE_10650_length_2031_cov_196,Ntome_NODE_11378_length_2028_cov_70,96.66,1976,60,5,15,1986,50,2023,0,3278,1971,1973
37856,Nsylvestris_NODE_10677_length_2029_cov_42,Ntome_NODE_11312_length_2036_cov_55,94.279,2010,57,16,1,1984,1990,13,0,3022,1983,1977
37927,Nsylvestris_NODE_10700_length_2025_cov_216,Ntome_NODE_12199_length_1931_cov_283,95.922,1888,61,6,120,2005,51,1924,0,3046,1885,1873
37931,Nsylvestris_NODE_10703_length_2025_cov_132,Ntome_NODE_11882_length_1972_cov_219,95.303,1831,85,1,20,1850,141,1970,0,2904,1830,1829
37932,Nsylvestris_NODE_10704_length_2025_cov_127,Ntome_NODE_22867_length_992_cov_42,97.241,870,24,0,1120,1989,874,5,0,1474,869,869
37945,Nsylvestris_NODE_10710_length_2024_cov_126,Ntome_NODE_11459_length_2018_cov_217,93.064,2033,73,26,1,1981,2,2018,0,2911,1980,2016
37977,Nsylvestris_NODE_10724_length_2023_cov_46,Ntome_NODE_11287_length_2039_cov_148,93.057,1930,101,14,6,1912,1993,74,0,2791,1906,1919
38021,Nsylvestris_NODE_10740_length_2021_cov_87,Ntome_NODE_14642_length_1673_cov_93,92.502,1467,85,14,519,1972,125,1579,0,2076,1453,1454
38054,Nsylvestris_NODE_10753_length_2019_cov_62,Ntome_NODE_10928_length_2082_cov_117,95.028,1951,74,13,70,2012,2032,97,0,3044,1942,1935
38083,Nsylvestris_NODE_10761_length_2018_cov_99,Ntome_NODE_23304_length_965_cov_71,92.808,584,18,3,432,1015,965,406,0,824,583,559
38146,Nsylvestris_NODE_10780_length_2016_cov_104,Ntome_NODE_12729_length_1869_cov_236,93.778,1816,92,12,1,1808,1846,44,0,2708,1807,1802
38152,Nsylvestris_NODE_10783_length_2016_cov_31,Ntome_NODE_12424_length_1906_cov_60,92.9,1676,86,9,367,2016,1856,188,0,2405,1649,1668
38203,Nsylvestris_NODE_10802_length_2013_cov_184,Ntome_NODE_12484_length_1899_cov_92,98.162,1850,34,0,76,1925,1897,48,0,3229,1849,1849
38328,Nsylvestris_NODE_10840_length_2009_cov_19,Ntome_NODE_11800_length_1981_cov_48,94.319,1813,75,7,199,2009,182,1968,0,2752,1810,1786
38358,Nsylvestris_NODE_10853_length_2007_cov_19,Ntome_NODE_22208_length_1034_cov_9,93.907,1034,63,0,763,1796,1,1034,0,1561,1033,1033
38440,Nsylvestris_NODE_10879_length_2003_cov_111,Ntome_NODE_12758_length_1867_cov_31,96.356,1866,68,0,1,1866,1867,2,0,3070,1865,1865
38447,Nsylvestris_NODE_10882_length_2002_cov_215,Ntome_NODE_2868_length_3750_cov_151,95.113,1719,72,10,130,1846,1758,50,0,2699,1716,1708
38484,Nsylvestris_NODE_10894_length_2001_cov_175,Ntome_NODE_12029_length_1954_cov_122,95.476,1901,43,13,56,1920,1945,52,0,2994,1864,1893
38596,Nsylvestris_NODE_10931_length_1996_cov_184,Ntome_NODE_10019_length_2197_cov_195,95.278,1906,78,7,49,1947,2003,103,0,3011,1898,1900
38663,Nsylvestris_NODE_10957_length_1993_cov_190,Ntome_NODE_13124_length_1828_cov_238,97.475,1822,36,2,8,1829,1,1812,0,3101,1821,1811
38668,Nsylvestris_NODE_10959_length_1993_cov_86,Ntome_NODE_12725_length_1870_cov_20,97.385,1874,43,4,20,1891,1870,1,0,3184,1871,1869
38751,Nsylvestris_NODE_10990_length_1989_cov_135,Ntome_NODE_11954_length_1963_cov_67,94.266,1866,67,19,47,1902,114,1949,0,2817,1855,1835
38824,Nsylvestris_NODE_11019_length_1985_cov_42,Ntome_NODE_29487_length_649_cov_4,93.178,557,30,4,1406,1959,97,648,0,811,553,551
38903,Nsylvestris_NODE_11044_length_1982_cov_185,Ntome_NODE_11013_length_2071_cov_161,95.944,1849,52,6,93,1938,54,1882,0,2977,1845,1828
39008,Nsylvestris_NODE_11078_length_1979_cov_121,Ntome_NODE_16006_length_1538_cov_250,95.646,1401,52,6,580,1979,1394,2,0,2241,1399,1392
39025,Nsylvestris_NODE_11086_length_1978_cov_77,Ntome_NODE_13034_length_1838_cov_15,97.594,1704,32,3,113,1813,140,1837,0,2911,1700,1697
39043,Nsylvestris_NODE_11093_length_1977_cov_102,Ntome_NODE_12765_length_1866_cov_87,94.499,1836,75,15,47,1878,53,1866,0,2808,1831,1813
39054,Nsylvestris_NODE_11096_length_1977_cov_11,Ntome_NODE_30346_length_615_cov_5,96.585,615,21,0,935,1549,615,1,0,1020,614,614
39172,Nsylvestris_NODE_11136_length_1971_cov_83,Ntome_NODE_11191_length_2050_cov_246,94.786,1918,96,1,49,1966,136,2049,0,2985,1917,1913
39522,Nsylvestris_NODE_11257_length_1956_cov_197,Ntome_NODE_12028_length_1954_cov_178,94.498,1854,83,6,119,1956,1,1851,0,2841,1837,1850
39542,Nsylvestris_NODE_11265_length_1955_cov_184,Ntome_NODE_11404_length_2025_cov_228,93.776,1912,85,15,10,1894,2011,107,0,2841,1884,1904
39549,Nsylvestris_NODE_11270_length_1955_cov_54,Ntome_NODE_14213_length_1714_cov_143,94.128,1686,76,6,89,1751,28,1713,0,2543,1662,1685
39560,Nsylvestris_NODE_11275_length_1954_cov_161,Ntome_NODE_14999_length_1635_cov_278,96.194,1550,48,6,328,1869,1635,89,0,2525,1541,1546
39713,Nsylvestris_NODE_11327_length_1948_cov_224,Ntome_NODE_18199_length_1342_cov_283,95.224,1005,48,0,469,1473,1210,206,0,1591,1004,1004
39725,Nsylvestris_NODE_11333_length_1948_cov_114,Ntome_NODE_17114_length_1438_cov_87,87.532,1171,88,23,49,1193,1191,53,0,1301,1144,1138
39930,Nsylvestris_NODE_11396_length_1942_cov_148,Ntome_NODE_11815_length_1979_cov_247,95.838,1946,75,6,1,1942,6,1949,0,3140,1941,1943
39945,Nsylvestris_NODE_11401_length_1942_cov_11,Ntome_NODE_5736_length_2909_cov_151,95.984,1942,78,0,1,1942,860,2801,0,3155,1941,1941
39951,Nsylvestris_NODE_11404_length_1941_cov_196,Ntome_NODE_11192_length_2050_cov_230,92.845,1747,95,19,124,1846,197,1937,0,2507,1722,1740
40049,Nsylvestris_NODE_11440_length_1937_cov_68,Ntome_NODE_12423_length_1906_cov_77,88.822,1825,137,32,124,1896,1833,24,0,2178,1772,1809
40067,Nsylvestris_NODE_11446_length_1936_cov_163,Ntome_NODE_10152_length_2177_cov_200,95.338,1952,70,7,3,1936,2177,229,0,3081,1933,1948
40068,Nsylvestris_NODE_11447_length_1936_cov_163,Ntome_NODE_11543_length_2009_cov_113,96.083,1838,48,7,101,1932,1939,120,0,2974,1831,1819
40070,Nsylvestris_NODE_11449_length_1936_cov_127,Ntome_NODE_13258_length_1813_cov_98,95.238,1827,55,17,127,1935,1,1813,0,2863,1808,1812
40071,Nsylvestris_NODE_11450_length_1936_cov_113,Ntome_NODE_12911_length_1851_cov_38,94.351,1841,97,4,40,1879,1835,1,0,2817,1839,1834
40072,Nsylvestris_NODE_11451_length_1936_cov_99,Ntome_NODE_36098_length_336_cov_3,86.798,356,20,7,1247,1602,331,3,1.02E-101,372,355,328
40073,Nsylvestris_NODE_11452_length_1936_cov_84,Ntome_NODE_12588_length_1889_cov_18,97.739,1548,31,3,346,1890,1889,343,0,2662,1544,1546
40103,Nsylvestris_NODE_11462_length_1935_cov_16,Ntome_NODE_6768_length_2700_cov_53,97.09,1821,51,2,1,1821,221,2039,0,3068,1820,1818
40127,Nsylvestris_NODE_11470_length_1933_cov_208,Ntome_NODE_10831_length_2092_cov_213,92.352,1922,84,26,7,1881,76,1981,0,2676,1874,1905
40263,Nsylvestris_NODE_11512_length_1929_cov_111,Ntome_NODE_11913_length_1968_cov_235,94.984,1854,90,3,79,1929,72,1925,0,2905,1850,1853
40375,Nsylvestris_NODE_11551_length_1924_cov_207,Ntome_NODE_14709_length_1665_cov_21,96.029,1662,57,1,104,1765,1665,13,0,2695,1661,1652
40401,Nsylvestris_NODE_11559_length_1923_cov_179,Ntome_NODE_16058_length_1534_cov_269,94.049,1546,63,16,233,1761,1,1534,0,2318,1528,1533
40402,Nsylvestris_NODE_11560_length_1923_cov_170,Ntome_NODE_15279_length_1607_cov_53,94.804,1559,72,6,222,1776,1,1554,0,2422,1554,1553
40418,Nsylvestris_NODE_11566_length_1922_cov_202,Ntome_NODE_12743_length_1868_cov_171,94.872,1677,85,1,50,1725,89,1765,0,2619,1675,1676
40546,Nsylvestris_NODE_11613_length_1917_cov_216,Ntome_NODE_11236_length_2045_cov_236,93.288,1907,92,11,2,1903,99,1974,0,2780,1901,1875
40622,Nsylvestris_NODE_11637_length_1914_cov_193,Ntome_NODE_7611_length_2552_cov_257,96.87,1885,42,11,1,1877,2541,666,0,3138,1876,1875
40628,Nsylvestris_NODE_11640_length_1914_cov_143,Ntome_NODE_12378_length_1911_cov_217,94.188,1910,79,17,21,1914,3,1896,0,2883,1893,1893
40874,Nsylvestris_NODE_11722_length_1902_cov_176,Ntome_NODE_12061_length_1950_cov_56,96.483,1905,64,1,1,1902,2,1906,0,3144,1901,1904
41003,Nsylvestris_NODE_11766_length_1897_cov_213,Ntome_NODE_11843_length_1976_cov_138,92.04,1784,83,27,7,1748,1875,109,0,2453,1741,1766
41052,Nsylvestris_NODE_11782_length_1895_cov_172,Ntome_NODE_17793_length_1375_cov_159,94.809,1098,54,1,423,1520,9,1103,0,1709,1097,1094
41065,Nsylvestris_NODE_11787_length_1895_cov_50,Ntome_NODE_13503_length_1786_cov_31,94.223,1679,80,5,175,1850,114,1778,0,2547,1675,1664
41072,Nsylvestris_NODE_11790_length_1894_cov_170,Ntome_NODE_13779_length_1759_cov_281,95.202,1459,47,4,180,1634,1489,50,0,2285,1454,1439
41165,Nsylvestris_NODE_11823_length_1890_cov_30,Ntome_NODE_10403_length_2145_cov_61,95.031,1791,82,2,100,1890,324,2107,0,2808,1790,1783
41261,Nsylvestris_NODE_11858_length_1885_cov_53,Ntome_NODE_14778_length_1658_cov_25,95.221,1653,79,0,163,1815,1,1653,0,2615,1652,1652
41273,Nsylvestris_NODE_11865_length_1884_cov_184,Ntome_NODE_12868_length_1854_cov_191,96.438,1853,56,6,36,1880,3,1853,0,3048,1844,1850
41293,Nsylvestris_NODE_11875_length_1883_cov_7,Ntome_NODE_12167_length_1938_cov_14,95.749,1882,77,1,1,1879,1887,6,0,3029,1878,1881
41336,Nsylvestris_NODE_11887_length_1881_cov_123,Ntome_NODE_16762_length_1469_cov_238,96.361,1319,31,3,47,1364,1,1303,0,2154,1317,1302
41385,Nsylvestris_NODE_11906_length_1879_cov_222,Ntome_NODE_11489_length_2015_cov_286,95.158,1838,75,6,1,1831,1945,115,0,2889,1830,1830
41437,Nsylvestris_NODE_11926_length_1877_cov_225,Ntome_NODE_12145_length_1940_cov_273,94.913,1848,81,7,5,1844,95,1937,0,2880,1839,1842
41465,Nsylvestris_NODE_11936_length_1876_cov_219,Ntome_NODE_13700_length_1768_cov_31,92.988,1797,81,15,66,1852,3,1764,0,2579,1786,1761
41500,Nsylvestris_NODE_11947_length_1875_cov_192,Ntome_NODE_11872_length_1973_cov_267,93.139,1574,85,16,23,1583,1728,165,0,2287,1560,1563
41543,Nsylvestris_NODE_11964_length_1874_cov_179,Ntome_NODE_14703_length_1665_cov_249,97.038,1553,41,3,1,1552,1589,41,0,2608,1551,1548
41581,Nsylvestris_NODE_11975_length_1873_cov_168,Ntome_NODE_18149_length_1347_cov_27,96.22,1270,44,1,61,1326,1344,75,0,2076,1265,1269
41615,Nsylvestris_NODE_11989_length_1871_cov_46,Ntome_NODE_12515_length_1896_cov_66,94.74,1844,84,5,33,1871,16,1851,0,2856,1838,1835
41639,Nsylvestris_NODE_11999_length_1870_cov_137,Ntome_NODE_12681_length_1877_cov_40,95.213,1713,78,2,113,1821,1,1713,0,2706,1708,1712
41662,Nsylvestris_NODE_12008_length_1869_cov_17,Ntome_NODE_18760_length_1295_cov_56,84.054,1041,158,6,255,1288,53,1092,0,996,1033,1039
41905,Nsylvestris_NODE_12095_length_1858_cov_217,Ntome_NODE_8940_length_2347_cov_195,92.677,1707,74,16,65,1747,1694,15,0,2412,1682,1679
41993,Nsylvestris_NODE_12121_length_1855_cov_213,Ntome_NODE_10409_length_2144_cov_229,93.923,1810,67,7,7,1806,61,1837,0,2693,1799,1776
42001,Nsylvestris_NODE_12124_length_1855_cov_42,Ntome_NODE_12788_length_1864_cov_66,93.787,1851,83,11,28,1852,1,1845,0,2752,1824,1844
42120,Nsylvestris_NODE_12169_length_1851_cov_94,Ntome_NODE_13641_length_1773_cov_90,92.915,1736,74,12,70,1798,80,1773,0,2479,1728,1693
42157,Nsylvestris_NODE_12182_length_1849_cov_212,Ntome_NODE_12549_length_1892_cov_289,93.607,1752,63,16,64,1779,1789,51,0,2569,1715,1738
42167,Nsylvestris_NODE_12185_length_1849_cov_148,Ntome_NODE_13672_length_1770_cov_103,92.133,1627,99,14,180,1795,43,1651,0,2268,1615,1608
42173,Nsylvestris_NODE_12189_length_1849_cov_44,Ntome_NODE_16093_length_1532_cov_5,95.294,1530,67,5,217,1744,1532,6,0,2422,1527,1526
42220,Nsylvestris_NODE_12205_length_1848_cov_27,Ntome_NODE_14449_length_1691_cov_13,93.804,1630,73,12,82,1688,1685,61,0,2425,1606,1624
42268,Nsylvestris_NODE_12226_length_1845_cov_155,Ntome_NODE_15353_length_1598_cov_242,92.996,1599,69,26,68,1653,19,1587,0,2292,1585,1568
42274,Nsylvestris_NODE_12228_length_1845_cov_98,Ntome_NODE_14846_length_1651_cov_78,88.455,1126,113,5,50,1174,1318,209,0,1343,1124,1109
42281,Nsylvestris_NODE_12231_length_1844_cov_182,Ntome_NODE_15695_length_1568_cov_233,95.245,1472,47,7,364,1814,1568,99,0,2309,1450,1469
42285,Nsylvestris_NODE_12233_length_1844_cov_143,Ntome_NODE_9359_length_2288_cov_107,92.071,1526,105,8,193,1706,728,2249,0,2134,1513,1521
42308,Nsylvestris_NODE_12242_length_1843_cov_36,Ntome_NODE_12566_length_1883_cov_152,93.136,1792,100,8,58,1843,1809,35,0,2606,1785,1774
42341,Nsylvestris_NODE_12256_length_1842_cov_42,Ntome_NODE_10704_length_2106_cov_234,95.185,1537,58,7,20,1546,100,1630,0,2414,1526,1530
42348,Nsylvestris_NODE_12261_length_1841_cov_194,Ntome_NODE_11699_length_1991_cov_239,95.133,1808,62,13,1,1794,1953,158,0,2828,1793,1795
42352,Nsylvestris_NODE_12263_length_1841_cov_152,Ntome_NODE_13229_length_1816_cov_263,95.507,1736,70,5,54,1781,1754,19,0,2767,1727,1735
42413,Nsylvestris_NODE_12285_length_1839_cov_136,Ntome_NODE_13743_length_1763_cov_124,93.938,1765,72,16,92,1839,9,1755,0,2634,1747,1746
42417,Nsylvestris_NODE_12287_length_1838_cov_219,Ntome_NODE_11131_length_2056_cov_243,94.364,1792,85,9,1,1790,82,1859,0,2736,1789,1777
42531,Nsylvestris_NODE_12330_length_1834_cov_88,Ntome_NODE_19436_length_1239_cov_145,92.444,675,29,7,1120,1789,762,105,0,944,669,657
42560,Nsylvestris_NODE_12340_length_1833_cov_214,Ntome_NODE_12322_length_1918_cov_261,97.787,1672,33,2,161,1832,4,1671,0,2880,1671,1667
42632,Nsylvestris_NODE_12363_length_1831_cov_98,Ntome_NODE_14891_length_1645_cov_27,95.75,1553,66,0,207,1759,1645,93,0,2503,1552,1552
42809,Nsylvestris_NODE_12426_length_1823_cov_138,Ntome_NODE_17717_length_1382_cov_156,93.21,1296,64,4,195,1485,57,1333,0,1884,1290,1276
42810,Nsylvestris_NODE_12427_length_1824_cov_109,Ntome_NODE_23378_length_961_cov_102,94.366,781,30,3,773,1550,961,192,0,1186,777,769
42827,Nsylvestris_NODE_12434_length_1823_cov_209,Ntome_NODE_12597_length_1887_cov_47,90.417,1774,89,37,42,1773,111,1845,0,2259,1731,1734
42899,Nsylvestris_NODE_12459_length_1821_cov_28,Ntome_NODE_4268_length_3272_cov_34,95.677,1573,68,0,94,1666,463,2035,0,2529,1572,1572
42907,Nsylvestris_NODE_12463_length_1820_cov_125,Ntome_NODE_14458_length_1690_cov_41,96.816,1476,38,1,193,1668,1544,78,0,2457,1475,1466
42990,Nsylvestris_NODE_12495_length_1816_cov_30,Ntome_NODE_12570_length_1891_cov_55,92.799,1847,82,16,1,1812,1864,34,0,2627,1811,1830
43040,Nsylvestris_NODE_12514_length_1813_cov_183,Ntome_NODE_14445_length_1691_cov_213,94.338,1678,47,14,90,1730,1686,20,0,2529,1640,1666
43134,Nsylvestris_NODE_12539_length_1811_cov_25,Ntome_NODE_14285_length_1707_cov_15,94.852,1593,56,4,64,1646,1678,102,0,2464,1582,1576
43167,Nsylvestris_NODE_12552_length_1809_cov_111,Ntome_NODE_15537_length_1580_cov_282,94.748,1447,45,10,362,1799,1526,102,0,2222,1437,1424
43177,Nsylvestris_NODE_12556_length_1809_cov_10,Ntome_NODE_13556_length_1781_cov_31,92.486,173,11,2,1638,1809,1405,1234,6.02E-64,246,171,171
43183,Nsylvestris_NODE_12558_length_1808_cov_220,Ntome_NODE_1282_length_4750_cov_151,96.014,1430,54,2,168,1597,4675,3249,0,2322,1429,1426
43190,Nsylvestris_NODE_12561_length_1808_cov_210,Ntome_NODE_13480_length_1788_cov_224,95.655,1749,63,7,71,1808,1782,36,0,2796,1737,1746
43217,Nsylvestris_NODE_12572_length_1808_cov_57,Ntome_NODE_31224_length_581_cov_5,96.902,581,18,0,1002,1582,581,1,0,974,580,580
43262,Nsylvestris_NODE_12588_length_1806_cov_204,Ntome_NODE_13396_length_1797_cov_266,95.057,1740,67,12,11,1738,58,1790,0,2719,1727,1732
43275,Nsylvestris_NODE_12593_length_1806_cov_10,Ntome_NODE_13216_length_1818_cov_11,94.553,1487,73,4,56,1536,39,1523,0,2290,1480,1484
43307,Nsylvestris_NODE_12607_length_1804_cov_148,Ntome_NODE_14605_length_1676_cov_50,95.183,1557,64,6,42,1594,11,1560,0,2449,1552,1549
43393,Nsylvestris_NODE_12633_length_1802_cov_129,Ntome_NODE_20705_length_1138_cov_8,93.942,1139,55,4,406,1531,1138,1,0,1709,1125,1137
43403,Nsylvestris_NODE_12637_length_1802_cov_65,Ntome_NODE_13251_length_1814_cov_53,91.881,1675,111,10,2,1675,7,1657,0,2316,1673,1650
43465,Nsylvestris_NODE_12657_length_1800_cov_43,Ntome_NODE_13493_length_1787_cov_157,95.221,1632,64,1,1,1632,28,1645,0,2569,1631,1617
43496,Nsylvestris_NODE_12670_length_1798_cov_231,Ntome_NODE_12894_length_1852_cov_124,95.623,1759,58,4,20,1768,29,1778,0,2804,1748,1749
43501,Nsylvestris_NODE_12672_length_1798_cov_224,Ntome_NODE_13919_length_1744_cov_281,95.033,1671,74,5,9,1671,9,1678,0,2617,1662,1669
43514,Nsylvestris_NODE_12677_length_1798_cov_102,Ntome_NODE_32930_length_483_cov_5,91.429,490,34,3,1195,1683,1,483,0,665,488,482
43539,Nsylvestris_NODE_12687_length_1797_cov_148,Ntome_NODE_14897_length_1644_cov_245,94.464,1391,65,6,382,1769,263,1644,0,2132,1387,1381
43547,Nsylvestris_NODE_12691_length_1796_cov_225,Ntome_NODE_12816_length_1859_cov_279,94.167,1783,82,2,3,1782,70,1833,0,2697,1779,1763
43557,Nsylvestris_NODE_12694_length_1796_cov_79,Ntome_NODE_12689_length_1875_cov_28,94.752,1772,78,7,19,1783,42,1805,0,2743,1764,1763
43741,Nsylvestris_NODE_12757_length_1791_cov_70,Ntome_NODE_13135_length_1827_cov_175,95.845,1733,60,8,61,1791,56,1778,0,2791,1730,1722
43767,Nsylvestris_NODE_12768_length_1790_cov_39,Ntome_NODE_13146_length_1826_cov_21,94.074,1603,70,2,75,1674,246,1826,0,2410,1599,1580
43768,Nsylvestris_NODE_12769_length_1790_cov_13,Ntome_NODE_36951_length_312_cov_3,96.795,312,10,0,1405,1716,312,1,8.83E-147,521,311,311
