,Query.seq.ID,Subject.seq.ID,X.ID,Alignment.length,X..mismatches,X..gap.openings,start.in.query,end.in.query,start.in.subject,end.in.subject,evalue,bitscore,match.length.query,match.length.subject
41052,Ntome_NODE_11897_length_1970_cov_158,Nsylvestris_NODE_13392_length_1718_cov_16,93.219,1696,106,5,218,1907,1695,3,0,2486,1689,1692
41102,Ntome_NODE_11913_length_1968_cov_235,Nsylvestris_NODE_11512_length_1929_cov_111,94.984,1854,90,3,72,1925,79,1929,0,2905,1853,1850
41228,Ntome_NODE_11954_length_1963_cov_67,Nsylvestris_NODE_10990_length_1989_cov_135,94.266,1866,67,19,114,1949,47,1902,0,2817,1835,1855
41247,Ntome_NODE_11962_length_1962_cov_97,Nsylvestris_NODE_14950_length_1555_cov_183,95.16,1529,73,1,210,1737,1539,11,0,2412,1527,1528
41271,Ntome_NODE_11972_length_1961_cov_180,Nsylvestris_NODE_8099_length_2387_cov_188,94.027,1825,82,9,55,1873,264,2067,0,2741,1818,1803
41426,Ntome_NODE_12028_length_1954_cov_178,Nsylvestris_NODE_11257_length_1956_cov_197,94.498,1854,83,6,1,1851,119,1956,0,2841,1850,1837
41427,Ntome_NODE_12029_length_1954_cov_122,Nsylvestris_NODE_10894_length_2001_cov_175,95.476,1901,43,14,52,1945,1920,56,0,2994,1893,1864
41505,Ntome_NODE_12056_length_1951_cov_9,Nsylvestris_NODE_10647_length_2032_cov_22,94.427,1866,99,3,46,1907,61,1925,0,2865,1861,1864
41517,Ntome_NODE_12061_length_1950_cov_56,Nsylvestris_NODE_11722_length_1902_cov_176,96.483,1905,64,1,2,1906,1,1902,0,3144,1904,1901
41637,Ntome_NODE_12101_length_1944_cov_225,Nsylvestris_NODE_18383_length_1234_cov_32,92.014,1127,52,14,715,1806,1234,111,0,1548,1091,1123
41674,Ntome_NODE_12112_length_1943_cov_178,Nsylvestris_NODE_7871_length_2425_cov_207,97.745,1951,33,4,1,1943,1961,14,0,3349,1942,1947
41695,Ntome_NODE_12121_length_1943_cov_13,Nsylvestris_NODE_35363_length_287_cov_4,88.591,298,18,4,1032,1324,1,287,1.61E-94,348,292,286
41744,Ntome_NODE_12140_length_1941_cov_142,Nsylvestris_NODE_10616_length_2035_cov_161,96.007,1753,53,4,114,1865,62,1798,0,2833,1751,1736
41752,Ntome_NODE_12145_length_1940_cov_273,Nsylvestris_NODE_11926_length_1877_cov_225,94.913,1848,81,7,95,1937,5,1844,0,2880,1842,1839
41780,Ntome_NODE_12157_length_1939_cov_84,Nsylvestris_NODE_25971_length_720_cov_30,93.304,672,41,2,308,975,719,48,0,989,667,671
41793,Ntome_NODE_12162_length_1938_cov_249,Nsylvestris_NODE_9773_length_2144_cov_182,97.076,1847,41,7,1,1843,99,1936,0,3099,1842,1837
41807,Ntome_NODE_12167_length_1938_cov_14,Nsylvestris_NODE_11875_length_1883_cov_7,95.749,1882,77,1,6,1887,1879,1,0,3029,1881,1878
41826,Ntome_NODE_12173_length_1937_cov_167,Nsylvestris_NODE_10459_length_2055_cov_159,91.501,1906,114,24,54,1937,1935,56,0,2579,1883,1879
41905,Ntome_NODE_12199_length_1931_cov_283,Nsylvestris_NODE_10700_length_2025_cov_216,95.922,1888,61,6,51,1924,120,2005,0,3046,1873,1885
41984,Ntome_NODE_12223_length_1930_cov_99,Nsylvestris_NODE_16497_length_1400_cov_39,93.397,1151,67,8,80,1222,1,1150,0,1696,1142,1149
42024,Ntome_NODE_12238_length_1929_cov_27,Nsylvestris_NODE_10395_length_2063_cov_14,90.328,1923,104,32,20,1879,2062,159,0,2446,1859,1903
42288,Ntome_NODE_12322_length_1918_cov_261,Nsylvestris_NODE_12340_length_1833_cov_214,97.787,1672,33,2,4,1671,161,1832,0,2880,1667,1671
42449,Ntome_NODE_12378_length_1911_cov_217,Nsylvestris_NODE_11640_length_1914_cov_143,94.188,1910,79,17,3,1896,21,1914,0,2883,1893,1893
42574,Ntome_NODE_12423_length_1906_cov_77,Nsylvestris_NODE_11440_length_1937_cov_68,88.822,1825,137,32,24,1833,1896,124,0,2178,1809,1772
42575,Ntome_NODE_12424_length_1906_cov_60,Nsylvestris_NODE_10783_length_2016_cov_31,92.9,1676,86,9,188,1856,2016,367,0,2405,1668,1649
42710,Ntome_NODE_12476_length_1900_cov_119,Nsylvestris_NODE_17521_length_1311_cov_61,93.548,1209,44,10,530,1736,1186,10,0,1770,1206,1176
42736,Ntome_NODE_12484_length_1899_cov_92,Nsylvestris_NODE_10802_length_2013_cov_184,98.162,1850,34,0,48,1897,1925,76,0,3229,1849,1849
42766,Ntome_NODE_12495_length_1897_cov_226,Nsylvestris_NODE_12925_length_1771_cov_219,94.975,1771,54,9,96,1838,1771,8,0,2745,1742,1763
42770,Ntome_NODE_12497_length_1897_cov_177,Nsylvestris_NODE_14394_length_1611_cov_11,96.201,1632,40,4,218,1849,1,1610,0,2651,1631,1609
42821,Ntome_NODE_12515_length_1896_cov_66,Nsylvestris_NODE_11989_length_1871_cov_46,94.74,1844,84,5,16,1851,33,1871,0,2856,1835,1838
42885,Ntome_NODE_12536_length_1894_cov_91,Nsylvestris_NODE_13914_length_1661_cov_177,96.545,1621,44,1,274,1894,1,1609,0,2673,1620,1608
42924,Ntome_NODE_12549_length_1892_cov_289,Nsylvestris_NODE_12182_length_1849_cov_212,93.607,1752,63,16,51,1789,1779,64,0,2569,1738,1715
42928,Ntome_NODE_12552_length_1892_cov_197,Nsylvestris_NODE_13896_length_1663_cov_125,95.59,1542,54,6,355,1892,1598,67,0,2459,1537,1531
42971,Ntome_NODE_12566_length_1883_cov_152,Nsylvestris_NODE_12242_length_1843_cov_36,93.136,1792,100,8,35,1809,1843,58,0,2606,1774,1785
42982,Ntome_NODE_12570_length_1891_cov_55,Nsylvestris_NODE_12495_length_1816_cov_30,92.923,1837,81,15,44,1864,1804,1,0,2627,1820,1803
43035,Ntome_NODE_12588_length_1889_cov_18,Nsylvestris_NODE_11452_length_1936_cov_84,97.799,1545,30,3,346,1889,1887,346,0,2662,1543,1541
43060,Ntome_NODE_12597_length_1887_cov_47,Nsylvestris_NODE_12434_length_1823_cov_209,90.417,1774,89,37,111,1845,42,1773,0,2259,1734,1731
43065,Ntome_NODE_12599_length_1887_cov_20,Nsylvestris_NODE_9047_length_2245_cov_74,95.977,1889,72,3,1,1887,2075,189,0,3064,1886,1886
43087,Ntome_NODE_12608_length_1886_cov_29,Nsylvestris_NODE_13265_length_1732_cov_19,94.223,1731,94,4,27,1753,1729,1,0,2638,1726,1728
43209,Ntome_NODE_12654_length_1880_cov_184,Nsylvestris_NODE_34978_length_296_cov_3,82.282,333,17,5,104,431,296,1,4.51E-65,250,327,295
43276,Ntome_NODE_12681_length_1877_cov_40,Nsylvestris_NODE_11999_length_1870_cov_137,95.213,1713,78,2,1,1713,113,1821,0,2706,1712,1708
43277,Ntome_NODE_12682_length_1877_cov_36,Nsylvestris_NODE_9691_length_2153_cov_124,94.544,1888,64,9,2,1870,1946,79,0,2880,1868,1867
43289,Ntome_NODE_12689_length_1875_cov_28,Nsylvestris_NODE_12694_length_1796_cov_79,94.752,1772,78,7,42,1805,19,1783,0,2743,1763,1764
43333,Ntome_NODE_12703_length_1873_cov_61,Nsylvestris_NODE_10343_length_2070_cov_45,96.107,1824,60,5,5,1823,36,1853,0,2964,1818,1817
43380,Ntome_NODE_12725_length_1870_cov_20,Nsylvestris_NODE_10959_length_1993_cov_86,97.385,1874,43,4,1,1870,1891,20,0,3184,1869,1871
43387,Ntome_NODE_12729_length_1869_cov_236,Nsylvestris_NODE_10780_length_2016_cov_104,93.778,1816,92,12,44,1846,1808,1,0,2708,1802,1807
43428,Ntome_NODE_12743_length_1868_cov_171,Nsylvestris_NODE_11566_length_1922_cov_202,94.872,1677,85,1,89,1765,50,1725,0,2619,1676,1675
43472,Ntome_NODE_12758_length_1867_cov_31,Nsylvestris_NODE_10879_length_2003_cov_111,96.356,1866,68,0,2,1867,1866,1,0,3070,1865,1865
43486,Ntome_NODE_12765_length_1866_cov_87,Nsylvestris_NODE_11093_length_1977_cov_102,94.499,1836,75,15,53,1866,47,1878,0,2808,1813,1831
43550,Ntome_NODE_12788_length_1864_cov_66,Nsylvestris_NODE_12124_length_1855_cov_42,93.784,1850,85,11,1,1845,28,1852,0,2752,1844,1824
43562,Ntome_NODE_12792_length_1864_cov_20,Nsylvestris_NODE_30187_length_511_cov_1,87.324,71,8,1,14,84,217,286,6.21E-14,80.5,70,69
43620,Ntome_NODE_12816_length_1859_cov_279,Nsylvestris_NODE_12691_length_1796_cov_225,94.167,1783,82,2,70,1833,3,1782,0,2697,1763,1779
43759,Ntome_NODE_12868_length_1854_cov_191,Nsylvestris_NODE_11865_length_1884_cov_184,96.438,1853,56,6,3,1853,36,1880,0,3048,1850,1844
43772,Ntome_NODE_12872_length_1854_cov_45,Nsylvestris_NODE_29479_length_564_cov_5,75.918,245,59,0,355,599,281,37,7.82E-28,126,244,244
43777,Ntome_NODE_12875_length_1854_cov_27,Nsylvestris_NODE_9409_length_2192_cov_85,94.176,1803,70,14,17,1795,2145,354,0,2715,1778,1791
43846,Ntome_NODE_12894_length_1852_cov_124,Nsylvestris_NODE_12670_length_1798_cov_231,95.623,1759,58,4,29,1778,20,1768,0,2804,1749,1748
43880,Ntome_NODE_12910_length_1851_cov_165,Nsylvestris_NODE_15790_length_1471_cov_26,93.165,1507,62,16,267,1768,1,1471,0,2174,1501,1470
43881,Ntome_NODE_12911_length_1851_cov_38,Nsylvestris_NODE_11450_length_1936_cov_113,94.351,1841,97,4,1,1835,1879,40,0,2817,1834,1839
43954,Ntome_NODE_12938_length_1848_cov_56,Nsylvestris_NODE_17182_length_1342_cov_16,91.818,1320,106,2,433,1750,1342,23,0,1838,1317,1319
44005,Ntome_NODE_12960_length_1845_cov_237,Nsylvestris_NODE_14890_length_1561_cov_210,93.652,1528,79,9,272,1798,51,1561,0,2268,1526,1510
44045,Ntome_NODE_12974_length_1845_cov_11,Nsylvestris_NODE_14468_length_1603_cov_216,94.363,1561,81,6,41,1600,1555,1,0,2388,1559,1554
44105,Ntome_NODE_12995_length_1843_cov_104,Nsylvestris_NODE_10418_length_2060_cov_114,94.89,1683,50,7,177,1841,323,1987,0,2599,1664,1664
44217,Ntome_NODE_13034_length_1838_cov_15,Nsylvestris_NODE_11086_length_1978_cov_77,97.594,1704,32,3,140,1837,113,1813,0,2911,1697,1700
44240,Ntome_NODE_13047_length_1836_cov_177,Nsylvestris_NODE_22324_length_933_cov_216,95.884,826,27,5,139,959,59,882,0,1330,820,823
44248,Ntome_NODE_13050_length_1836_cov_91,Nsylvestris_NODE_36025_length_272_cov_71,94.884,215,10,1,418,632,1,214,1.18E-90,335,214,213
44307,Ntome_NODE_13074_length_1834_cov_46,Nsylvestris_NODE_12840_length_1782_cov_57,89.878,1640,118,24,8,1640,1773,175,0,2065,1632,1598
44314,Ntome_NODE_13077_length_1834_cov_8,Nsylvestris_NODE_9928_length_2125_cov_41,97.219,1834,48,1,1,1834,2062,232,0,3101,1833,1830
44349,Ntome_NODE_13092_length_1832_cov_95,Nsylvestris_NODE_22153_length_945_cov_39,88,350,38,4,682,1029,457,110,1.91E-113,411,347,347
44357,Ntome_NODE_13095_length_1832_cov_63,Nsylvestris_NODE_9197_length_2224_cov_125,94.079,1807,67,15,2,1790,388,2172,0,2708,1788,1784
44360,Ntome_NODE_13097_length_1832_cov_13,Nsylvestris_NODE_16886_length_1366_cov_34,94.849,1262,63,2,519,1779,51,1311,0,1969,1260,1260
44382,Ntome_NODE_13106_length_1831_cov_25,Nsylvestris_NODE_4099_length_3203_cov_50,94.194,1843,86,3,1,1825,1934,95,0,2791,1824,1839
44417,Ntome_NODE_13123_length_1828_cov_275,Nsylvestris_NODE_14519_length_1598_cov_111,91.587,1569,78,24,7,1548,1,1542,0,2117,1541,1541
44418,Ntome_NODE_13124_length_1828_cov_238,Nsylvestris_NODE_10957_length_1993_cov_190,97.475,1822,36,2,1,1812,8,1829,0,3101,1811,1821
44424,Ntome_NODE_13126_length_1828_cov_233,Nsylvestris_NODE_13421_length_1715_cov_155,96.694,1724,42,11,19,1737,1714,1,0,2854,1718,1713
44446,Ntome_NODE_13135_length_1827_cov_175,Nsylvestris_NODE_12757_length_1791_cov_70,95.845,1733,60,8,56,1778,61,1791,0,2791,1722,1730
44478,Ntome_NODE_13146_length_1826_cov_21,Nsylvestris_NODE_12768_length_1790_cov_39,94.074,1603,70,2,246,1826,75,1674,0,2410,1580,1599
44523,Ntome_NODE_13165_length_1824_cov_17,Nsylvestris_NODE_2360_length_3867_cov_34,94.577,1807,86,4,1,1798,2023,3826,0,2784,1797,1803
44641,Ntome_NODE_13216_length_1818_cov_11,Nsylvestris_NODE_12593_length_1806_cov_10,94.553,1487,73,4,39,1523,56,1536,0,2290,1484,1480
44676,Ntome_NODE_13229_length_1816_cov_263,Nsylvestris_NODE_12263_length_1841_cov_152,95.507,1736,70,5,19,1754,1781,54,0,2767,1735,1727
44677,Ntome_NODE_13230_length_1816_cov_247,Nsylvestris_NODE_13982_length_1652_cov_147,93.397,1469,73,11,55,1514,1645,192,0,2154,1459,1453
44742,Ntome_NODE_13251_length_1814_cov_53,Nsylvestris_NODE_12637_length_1802_cov_65,91.881,1675,111,10,7,1657,2,1675,0,2316,1650,1673
44759,Ntome_NODE_13258_length_1813_cov_98,Nsylvestris_NODE_11449_length_1936_cov_127,95.238,1827,55,17,1,1813,127,1935,0,2863,1812,1808
44923,Ntome_NODE_13312_length_1807_cov_56,Nsylvestris_NODE_19458_length_1148_cov_7,93.49,1152,59,8,227,1367,1148,2,0,1698,1140,1146
44949,Ntome_NODE_13321_length_1806_cov_109,Nsylvestris_NODE_13031_length_1760_cov_84,94.959,1726,80,4,60,1785,1724,6,0,2699,1725,1718
44958,Ntome_NODE_13326_length_1805_cov_220,Nsylvestris_NODE_13597_length_1696_cov_198,92.924,1611,78,7,27,1627,1657,73,0,2311,1600,1584
45019,Ntome_NODE_13346_length_1803_cov_125,Nsylvestris_NODE_8003_length_2403_cov_123,94.814,1832,60,12,3,1803,2347,520,0,2824,1800,1827
45042,Ntome_NODE_13356_length_1801_cov_205,Nsylvestris_NODE_13343_length_1724_cov_189,94.718,1098,49,6,44,1136,1631,538,0,1698,1092,1093
45113,Ntome_NODE_13380_length_1800_cov_8,Nsylvestris_NODE_30389_length_495_cov_8,95.152,495,24,0,1090,1584,495,1,0,782,494,494
45122,Ntome_NODE_13383_length_1799_cov_248,Nsylvestris_NODE_14843_length_1565_cov_186,94.834,1510,64,5,244,1746,1507,5,0,2344,1502,1502
45162,Ntome_NODE_13396_length_1797_cov_266,Nsylvestris_NODE_12588_length_1806_cov_204,95.057,1740,67,12,58,1790,11,1738,0,2719,1732,1727
45194,Ntome_NODE_13407_length_1796_cov_68,Nsylvestris_NODE_16427_length_1407_cov_111,95.337,1351,41,12,2,1334,13,1359,0,2126,1332,1346
45222,Ntome_NODE_13418_length_1794_cov_174,Nsylvestris_NODE_16423_length_1400_cov_176,90.549,1111,62,26,687,1774,304,1394,0,1430,1087,1090
45331,Ntome_NODE_13456_length_1790_cov_147,Nsylvestris_NODE_20536_length_1062_cov_110,92.52,869,62,1,52,920,1,866,0,1242,868,865
45339,Ntome_NODE_13459_length_1790_cov_28,Nsylvestris_NODE_26738_length_686_cov_9,91.023,557,38,7,977,1532,1,546,0,741,555,545
45392,Ntome_NODE_13477_length_1789_cov_24,Nsylvestris_NODE_31500_length_420_cov_3,95.192,416,20,0,1070,1485,418,3,0,658,415,415
45397,Ntome_NODE_13480_length_1788_cov_224,Nsylvestris_NODE_12561_length_1808_cov_210,95.655,1749,63,7,36,1782,1808,71,0,2796,1746,1737
45423,Ntome_NODE_13489_length_1788_cov_23,Nsylvestris_NODE_12935_length_1771_cov_17,95.303,1767,73,7,1,1760,1769,6,0,2795,1759,1763
45437,Ntome_NODE_13493_length_1787_cov_157,Nsylvestris_NODE_12657_length_1800_cov_43,95.221,1632,64,1,28,1645,1,1632,0,2569,1617,1631
45466,Ntome_NODE_13503_length_1786_cov_31,Nsylvestris_NODE_11787_length_1895_cov_50,94.223,1679,80,5,114,1778,175,1850,0,2547,1664,1675
45523,Ntome_NODE_13526_length_1784_cov_3,Nsylvestris_NODE_7194_length_2536_cov_40,92.999,1814,92,23,1,1784,553,2361,0,2614,1783,1808
45547,Ntome_NODE_13535_length_1782_cov_267,Nsylvestris_NODE_13495_length_1706_cov_227,92.959,1676,93,19,21,1684,1702,40,0,2418,1663,1662
45550,Ntome_NODE_13537_length_1782_cov_220,Nsylvestris_NODE_13613_length_1694_cov_209,92.141,1565,87,13,203,1757,1539,1,0,2176,1554,1538
45585,Ntome_NODE_13551_length_1781_cov_136,Nsylvestris_NODE_16130_length_1437_cov_49,93.372,1388,84,6,33,1413,1,1387,0,2047,1380,1386
45597,Ntome_NODE_13556_length_1781_cov_31,Nsylvestris_NODE_12556_length_1809_cov_10,92.486,173,11,2,1234,1405,1809,1638,5.52E-64,246,171,171
45671,Ntome_NODE_13578_length_1779_cov_53,Nsylvestris_NODE_16335_length_1416_cov_30,96.229,1379,43,3,62,1440,1416,47,0,2250,1378,1369
45747,Ntome_NODE_13608_length_1776_cov_53,Nsylvestris_NODE_13471_length_1710_cov_31,93.658,1703,89,9,20,1718,11,1698,0,2529,1698,1687
45774,Ntome_NODE_13620_length_1774_cov_274,Nsylvestris_NODE_14107_length_1639_cov_228,93.871,1550,78,10,77,1620,101,1639,0,2320,1543,1538
45798,Ntome_NODE_13629_length_1774_cov_29,Nsylvestris_NODE_13425_length_1715_cov_56,95.263,1731,61,5,36,1761,1715,1,0,2723,1725,1714
45833,Ntome_NODE_13641_length_1773_cov_90,Nsylvestris_NODE_12169_length_1851_cov_94,92.915,1736,74,12,80,1773,70,1798,0,2479,1693,1728
45886,Ntome_NODE_13663_length_1771_cov_119,Nsylvestris_NODE_13260_length_1732_cov_56,93.038,1738,86,7,42,1750,1,1732,0,2507,1708,1731
45914,Ntome_NODE_13672_length_1770_cov_103,Nsylvestris_NODE_12185_length_1849_cov_148,92.133,1627,99,14,43,1651,180,1795,0,2268,1608,1615
45978,Ntome_NODE_13697_length_1768_cov_61,Nsylvestris_NODE_13168_length_1742_cov_81,94.043,1729,67,16,47,1767,1742,42,0,2590,1720,1700
45980,Ntome_NODE_13700_length_1768_cov_31,Nsylvestris_NODE_11936_length_1876_cov_219,92.988,1797,81,15,3,1764,66,1852,0,2579,1761,1786
46023,Ntome_NODE_13714_length_1766_cov_219,Nsylvestris_NODE_13194_length_1739_cov_200,94.975,1592,50,9,45,1632,51,1616,0,2470,1587,1565
46103,Ntome_NODE_13743_length_1763_cov_124,Nsylvestris_NODE_12285_length_1839_cov_136,93.938,1765,72,16,9,1755,92,1839,0,2634,1746,1747
46136,Ntome_NODE_13759_length_1761_cov_257,Nsylvestris_NODE_13695_length_1685_cov_201,93.709,1685,100,4,82,1761,1685,2,0,2519,1679,1683
46177,Ntome_NODE_13772_length_1760_cov_168,Nsylvestris_NODE_14618_length_1587_cov_104,94.168,1526,44,13,37,1528,1529,15,0,2283,1491,1514
46190,Ntome_NODE_13779_length_1759_cov_281,Nsylvestris_NODE_11790_length_1894_cov_170,95.202,1459,47,4,50,1489,1634,180,0,2285,1439,1454
46238,Ntome_NODE_13799_length_1758_cov_9,Nsylvestris_NODE_7691_length_2454_cov_166,96.016,1757,70,0,2,1758,496,2252,0,2857,1756,1756
46354,Ntome_NODE_13845_length_1752_cov_77,Nsylvestris_NODE_18001_length_1268_cov_191,94.434,1114,43,2,249,1344,81,1193,0,1696,1095,1112
46377,Ntome_NODE_13852_length_1751_cov_51,Nsylvestris_NODE_13828_length_1671_cov_19,93.04,1566,87,12,62,1627,1671,128,0,2268,1565,1543
46404,Ntome_NODE_13862_length_1750_cov_23,Nsylvestris_NODE_35894_length_275_cov_5,90.391,281,19,4,472,751,1,274,5.16E-99,363,279,273
46491,Ntome_NODE_13897_length_1746_cov_271,Nsylvestris_NODE_13866_length_1666_cov_215,94.981,1554,62,8,32,1575,1666,119,0,2423,1543,1547
46518,Ntome_NODE_13906_length_1746_cov_260,Nsylvestris_NODE_13288_length_1729_cov_210,95.828,1606,53,5,47,1650,1599,6,0,2582,1603,1593
46554,Ntome_NODE_13918_length_1745_cov_18,Nsylvestris_NODE_8772_length_2284_cov_101,95.528,1744,68,4,3,1745,2166,432,0,2780,1742,1734
46555,Ntome_NODE_13919_length_1744_cov_281,Nsylvestris_NODE_12672_length_1798_cov_224,95.033,1671,74,5,9,1678,9,1671,0,2617,1669,1662
46594,Ntome_NODE_13931_length_1744_cov_24,Nsylvestris_NODE_13852_length_1668_cov_131,96.072,1604,62,1,105,1708,1633,31,0,2612,1603,1602
46650,Ntome_NODE_13955_length_1741_cov_198,Nsylvestris_NODE_16454_length_1404_cov_199,95.552,1349,42,11,24,1363,59,1398,0,2143,1339,1339
46671,Ntome_NODE_13963_length_1741_cov_25,Nsylvestris_NODE_16485_length_1401_cov_58,96.53,1412,33,3,207,1618,6,1401,0,2322,1411,1395
46771,Ntome_NODE_14000_length_1738_cov_28,Nsylvestris_NODE_14152_length_1635_cov_101,93.491,1521,67,14,87,1596,1546,47,0,2231,1509,1499
46772,Ntome_NODE_14001_length_1738_cov_17,Nsylvestris_NODE_7993_length_2405_cov_45,97.296,1738,42,4,1,1735,296,2031,0,2944,1734,1735
46792,Ntome_NODE_14008_length_1737_cov_36,Nsylvestris_NODE_13071_length_1755_cov_71,94.256,1654,86,5,21,1666,51,1703,0,2519,1645,1652
46796,Ntome_NODE_14010_length_1737_cov_12,Nsylvestris_NODE_19906_length_1110_cov_14,89.655,290,20,5,1457,1737,985,697,1.84E-98,361,280,288
46864,Ntome_NODE_14042_length_1734_cov_9,Nsylvestris_NODE_8608_length_2308_cov_49,91.806,1672,132,3,4,1671,501,2171,0,2324,1667,1670
46937,Ntome_NODE_14069_length_1731_cov_27,Nsylvestris_NODE_3815_length_3296_cov_72,83.684,190,23,6,1087,1270,2136,1949,9.24E-42,172,183,187
46973,Ntome_NODE_14082_length_1729_cov_73,Nsylvestris_NODE_13824_length_1670_cov_81,94.669,1557,65,4,24,1564,1659,105,0,2399,1540,1554
47008,Ntome_NODE_14097_length_1731_cov_5,Nsylvestris_NODE_10091_length_2104_cov_71,95.168,1573,75,1,152,1724,2103,532,0,2483,1572,1571
47015,Ntome_NODE_14100_length_1727_cov_242,Nsylvestris_NODE_15669_length_1483_cov_174,95.455,1188,54,0,237,1424,219,1406,0,1895,1187,1187
47028,Ntome_NODE_14107_length_1726_cov_196,Nsylvestris_NODE_15068_length_1544_cov_223,94.367,1509,59,12,25,1519,1544,48,0,2292,1494,1496
47119,Ntome_NODE_14145_length_1722_cov_197,Nsylvestris_NODE_15439_length_1509_cov_46,95.19,1476,45,8,149,1606,1469,2,0,2309,1457,1467
47138,Ntome_NODE_14152_length_1721_cov_176,Nsylvestris_NODE_12821_length_1784_cov_128,93.382,1511,67,13,212,1715,1525,41,0,2206,1503,1484
47184,Ntome_NODE_14168_length_1720_cov_11,Nsylvestris_NODE_10360_length_2068_cov_73,95.644,1538,67,0,103,1640,1856,319,0,2470,1537,1537
47233,Ntome_NODE_14185_length_1716_cov_284,Nsylvestris_NODE_13878_length_1665_cov_213,93.548,1643,86,7,25,1652,28,1665,0,2429,1627,1637
47249,Ntome_NODE_14194_length_1716_cov_14,Nsylvestris_NODE_13412_length_1716_cov_23,94.391,1676,77,4,49,1707,8,1683,0,2558,1658,1675
47296,Ntome_NODE_14213_length_1714_cov_143,Nsylvestris_NODE_11270_length_1955_cov_54,94.128,1686,76,6,28,1713,89,1751,0,2543,1685,1662
47355,Ntome_NODE_14234_length_1711_cov_276,Nsylvestris_NODE_14524_length_1597_cov_224,95.551,1506,54,9,1,1494,21,1525,0,2398,1493,1504
47398,Ntome_NODE_14248_length_1710_cov_235,Nsylvestris_NODE_14521_length_1598_cov_93,95.215,1442,69,0,269,1710,50,1491,0,2281,1441,1441
47431,Ntome_NODE_14261_length_1709_cov_223,Nsylvestris_NODE_9015_length_2249_cov_160,92.641,1685,84,15,32,1709,125,1776,0,2388,1677,1651
47484,Ntome_NODE_14278_length_1708_cov_25,Nsylvestris_NODE_13760_length_1678_cov_48,96.344,1641,52,7,41,1679,1653,19,0,2691,1638,1634
47505,Ntome_NODE_14285_length_1707_cov_15,Nsylvestris_NODE_12539_length_1811_cov_25,94.799,1596,57,4,102,1681,1646,61,0,2464,1579,1585
47584,Ntome_NODE_14320_length_1703_cov_115,Nsylvestris_NODE_14286_length_1621_cov_213,94.627,1433,55,12,49,1461,1583,153,0,2200,1412,1430
47669,Ntome_NODE_14351_length_1700_cov_90,Nsylvestris_NODE_15042_length_1547_cov_28,95.346,1504,66,1,155,1658,1,1500,0,2386,1503,1499
47718,Ntome_NODE_14371_length_1698_cov_212,Nsylvestris_NODE_13247_length_1734_cov_195,97.55,1592,38,1,2,1592,107,1698,0,2723,1590,1591
47724,Ntome_NODE_14374_length_1698_cov_100,Nsylvestris_NODE_6761_length_2611_cov_169,94.745,1256,66,0,3,1258,2587,1332,0,1954,1255,1255
47746,Ntome_NODE_14382_length_1697_cov_158,Nsylvestris_NODE_15453_length_1507_cov_80,90.082,1472,93,33,59,1498,10,1460,0,1860,1439,1450
47747,Ntome_NODE_14383_length_1697_cov_133,Nsylvestris_NODE_13322_length_1726_cov_174,94.504,1692,62,18,1,1685,23,1690,0,2580,1684,1667
47864,Ntome_NODE_14423_length_1693_cov_170,Nsylvestris_NODE_15430_length_1510_cov_34,93.329,1514,85,10,183,1693,1,1501,0,2222,1510,1500
47879,Ntome_NODE_14431_length_1692_cov_258,Nsylvestris_NODE_15216_length_1530_cov_79,93.759,1362,68,10,71,1422,1528,174,0,2028,1351,1354
47921,Ntome_NODE_14445_length_1691_cov_213,Nsylvestris_NODE_12514_length_1813_cov_183,94.338,1678,47,20,20,1686,1730,90,0,2529,1666,1640
47928,Ntome_NODE_14449_length_1691_cov_13,Nsylvestris_NODE_12205_length_1848_cov_27,93.704,1636,75,12,61,1691,1688,76,0,2425,1630,1612
47955,Ntome_NODE_14458_length_1690_cov_41,Nsylvestris_NODE_12463_length_1820_cov_125,96.816,1476,38,1,78,1544,1668,193,0,2457,1466,1475
47973,Ntome_NODE_14466_length_1689_cov_205,Nsylvestris_NODE_14328_length_1618_cov_222,90.869,1599,96,22,51,1609,1597,9,0,2098,1558,1588
47996,Ntome_NODE_14475_length_1688_cov_25,Nsylvestris_NODE_10201_length_2088_cov_18,97.532,1661,41,0,1,1661,2069,409,0,2841,1660,1660
48016,Ntome_NODE_14483_length_1687_cov_178,Nsylvestris_NODE_13725_length_1682_cov_161,95.487,1551,49,8,93,1637,1640,105,0,2457,1544,1535
48028,Ntome_NODE_14488_length_1687_cov_36,Nsylvestris_NODE_34094_length_319_cov_5,85.714,182,20,2,420,601,97,272,3.21E-46,187,181,175
48079,Ntome_NODE_14506_length_1685_cov_92,Nsylvestris_NODE_15257_length_1526_cov_17,93.198,1529,75,11,90,1610,1526,19,0,2220,1520,1507
48146,Ntome_NODE_14535_length_1682_cov_58,Nsylvestris_NODE_15521_length_1500_cov_42,94.481,1504,76,3,66,1567,1,1499,0,2311,1501,1498
48172,Ntome_NODE_14546_length_1680_cov_238,Nsylvestris_NODE_13808_length_1672_cov_194,95.558,1621,56,9,22,1640,1672,66,0,2580,1618,1606
48196,Ntome_NODE_14557_length_1679_cov_236,Nsylvestris_NODE_13566_length_1699_cov_193,95.684,1622,58,6,48,1665,1623,10,0,2597,1617,1613
48206,Ntome_NODE_14561_length_1679_cov_132,Nsylvestris_NODE_13078_length_1753_cov_147,96.075,1325,45,6,340,1658,390,1713,0,2152,1318,1323
