"","Query.seq.ID","Subject.seq.ID","X.ID","Alignment.length","X..mismatches","X..gap.openings","start.in.query","end.in.query","start.in.subject","end.in.subject","evalue","bitscore","match.length.query","match.length.subject"
"52303","Ntome_NODE_16249_length_1517_cov_11","Nsylvestris_NODE_2920_length_3613_cov_81",96.513,1520,47,3,1,1517,1574,58,0,2508,1516,1516
"52328","Ntome_NODE_16257_length_1516_cov_98","Nsylvestris_NODE_23228_length_877_cov_26",92.281,881,44,6,233,1093,1,877,0,1229,860,876
"52336","Ntome_NODE_16261_length_1515_cov_259","Nsylvestris_NODE_3002_length_3587_cov_188",94.019,1438,59,20,34,1459,1,1423,0,2154,1425,1422
"52337","Ntome_NODE_16262_length_1515_cov_224","Nsylvestris_NODE_17272_length_1334_cov_218",91.673,1297,87,12,124,1415,54,1334,0,1777,1291,1280
"52344","Ntome_NODE_16265_length_1515_cov_80","Nsylvestris_NODE_30966_length_453_cov_117",100,47,0,0,1469,1515,216,170,3.01e-16,87.9,46,46
"52357","Ntome_NODE_16270_length_1515_cov_15","Nsylvestris_NODE_1855_length_4146_cov_224",96.61,59,1,1,1457,1515,2768,2825,5e-19,97.1,58,57
"52358","Ntome_NODE_16271_length_1515_cov_10","Nsylvestris_NODE_20555_length_1060_cov_211",96.61,59,1,1,1458,1515,504,562,5e-19,97.1,57,58
"52359","Ntome_NODE_16272_length_1515_cov_7","Nsylvestris_NODE_2854_length_3633_cov_160",91.667,96,8,0,762,857,3538,3633,3.81e-30,134,95,95
"52365","Ntome_NODE_16274_length_1514_cov_278","Nsylvestris_NODE_15541_length_1497_cov_205",92.516,1443,69,16,1,1440,1454,48,0,2030,1439,1406
"52377","Ntome_NODE_16279_length_1514_cov_120","Nsylvestris_NODE_14740_length_1575_cov_216",75.781,256,51,11,7,257,167,416,1.07e-25,119,250,249
"52378","Ntome_NODE_16280_length_1514_cov_85","Nsylvestris_NODE_14263_length_1623_cov_165",92.036,1444,87,10,71,1514,1579,164,0,2004,1443,1415
"52398","Ntome_NODE_16290_length_1513_cov_14","Nsylvestris_NODE_5801_length_2800_cov_45",94.297,1543,55,4,1,1513,1548,9,0,2331,1512,1539
"52420","Ntome_NODE_16298_length_1512_cov_130","Nsylvestris_NODE_14383_length_1612_cov_25",91.906,1495,92,13,29,1512,1612,136,0,2063,1483,1476
"52423","Ntome_NODE_16300_length_1512_cov_100","Nsylvestris_NODE_7824_length_2433_cov_104",96.685,1297,39,3,138,1432,1927,633,0,2154,1294,1294
"52432","Ntome_NODE_16303_length_1512_cov_62","Nsylvestris_NODE_16691_length_1382_cov_28",93.463,1392,66,7,46,1436,1374,7,0,2043,1390,1367
"52493","Ntome_NODE_16325_length_1510_cov_217","Nsylvestris_NODE_13372_length_1720_cov_185",97.105,1451,40,1,12,1462,112,1560,0,2446,1450,1448
"52512","Ntome_NODE_16332_length_1510_cov_81","Nsylvestris_NODE_14857_length_1564_cov_186",94.806,1444,58,9,1,1436,128,1562,0,2235,1435,1434
"52533","Ntome_NODE_16340_length_1509_cov_148","Nsylvestris_NODE_15854_length_1463_cov_196",94.354,1470,45,13,68,1506,1,1463,0,2220,1438,1462
"52543","Ntome_NODE_16344_length_1509_cov_53","Nsylvestris_NODE_19790_length_1118_cov_123",93.728,287,15,3,234,519,406,690,1.55e-118,427,285,284
"52550","Ntome_NODE_16347_length_1509_cov_33","Nsylvestris_NODE_19080_length_1177_cov_17",88.085,1175,86,19,251,1400,9,1154,0,1345,1149,1145
"52551","Ntome_NODE_16348_length_1509_cov_20","Nsylvestris_NODE_14393_length_1611_cov_35",93.305,1434,78,14,3,1428,1466,43,0,2100,1425,1423
"52570","Ntome_NODE_16355_length_1508_cov_229","Nsylvestris_NODE_18758_length_1205_cov_187",96.231,902,30,3,449,1350,266,1163,0,1474,901,897
"52622","Ntome_NODE_16372_length_1507_cov_165","Nsylvestris_NODE_33879_length_326_cov_3",88.327,257,19,6,683,930,313,59,1.27e-79,298,247,254
"52632","Ntome_NODE_16376_length_1507_cov_41","Nsylvestris_NODE_4953_length_2985_cov_127",96.364,55,2,0,1,55,2092,2038,2.31e-17,91.6,54,54
"52656","Ntome_NODE_16385_length_1506_cov_230","Nsylvestris_NODE_17339_length_1328_cov_167",93.622,1270,50,6,214,1481,88,1328,0,1868,1267,1240
"52668","Ntome_NODE_16389_length_1506_cov_49","Nsylvestris_NODE_14280_length_1622_cov_55",94.494,1453,59,8,58,1506,1599,164,0,2220,1448,1435
"52669","Ntome_NODE_16390_length_1506_cov_38","Nsylvestris_NODE_7228_length_2530_cov_59",95.42,1441,56,4,1,1432,938,2377,0,2287,1431,1439
"52676","Ntome_NODE_16392_length_1506_cov_10","Nsylvestris_NODE_7630_length_2466_cov_110",94.507,1511,66,8,9,1506,78,1584,0,2314,1497,1506
"52683","Ntome_NODE_16395_length_1503_cov_224","Nsylvestris_NODE_16843_length_1368_cov_223",94.737,1311,41,6,139,1434,1,1298,0,2013,1295,1297
"52684","Ntome_NODE_16396_length_1505_cov_180","Nsylvestris_NODE_16250_length_1420_cov_231",94.627,1005,36,6,1,1000,1076,85,0,1541,999,991
"52691","Ntome_NODE_16400_length_1505_cov_33","Nsylvestris_NODE_16030_length_1447_cov_34",91.566,1411,76,19,54,1435,20,1416,0,1906,1381,1396
"52700","Ntome_NODE_16404_length_1505_cov_10","Nsylvestris_NODE_28117_length_624_cov_6",96.491,627,19,1,454,1080,1,624,0,1033,626,623
"52701","Ntome_NODE_16405_length_1505_cov_8","Nsylvestris_NODE_851_length_5157_cov_67",85.34,648,90,3,114,761,2708,2066,0,665,647,642
"52713","Ntome_NODE_16409_length_1504_cov_267","Nsylvestris_NODE_11593_length_1920_cov_171",93.835,1330,47,13,43,1367,1877,578,0,1969,1324,1299
"52718","Ntome_NODE_16412_length_1504_cov_234","Nsylvestris_NODE_13929_length_1659_cov_140",95.218,1443,47,9,1,1439,234,1658,0,2263,1438,1424
"52743","Ntome_NODE_16422_length_1503_cov_127","Nsylvestris_NODE_16944_length_1361_cov_67",93.5,1277,69,10,188,1452,7,1281,0,1886,1264,1274
"52755","Ntome_NODE_16427_length_1503_cov_18","Nsylvestris_NODE_15700_length_1480_cov_79",94.01,1369,70,8,3,1364,68,1431,0,2063,1361,1363
"52765","Ntome_NODE_16433_length_1502_cov_257","Nsylvestris_NODE_14544_length_1595_cov_208",96.559,1395,42,4,92,1481,1545,152,0,2305,1389,1393
"52766","Ntome_NODE_16435_length_1502_cov_121","Nsylvestris_NODE_25_length_11258_cov_108",94.762,1451,50,14,1,1449,26,1452,0,2235,1448,1426
"52767","Ntome_NODE_16436_length_1502_cov_77","Nsylvestris_NODE_13436_length_1714_cov_46",94.547,1412,63,10,101,1501,1714,306,0,2169,1400,1408
"52784","Ntome_NODE_16443_length_1501_cov_238","Nsylvestris_NODE_14272_length_1622_cov_192",94.97,1491,53,15,11,1493,136,1612,0,2318,1482,1476
"52788","Ntome_NODE_16445_length_1501_cov_212","Nsylvestris_NODE_1228_length_4674_cov_126",78.182,660,86,41,855,1498,1326,1943,9.5e-101,368,643,617
"52792","Ntome_NODE_16447_length_1501_cov_154","Nsylvestris_NODE_17118_length_1347_cov_42",91.205,1319,103,7,67,1385,42,1347,0,1781,1318,1305
"52815","Ntome_NODE_16456_length_1501_cov_8","Nsylvestris_NODE_85_length_8745_cov_88",80.334,778,151,2,619,1395,2276,1500,6.7e-167,588,776,776
"52823","Ntome_NODE_16461_length_1500_cov_76","Nsylvestris_NODE_23386_length_867_cov_29",94.499,818,39,3,230,1044,5,819,0,1256,814,814
"52870","Ntome_NODE_16476_length_1498_cov_227","Nsylvestris_NODE_15420_length_1510_cov_218",93.667,1500,67,16,8,1498,1508,28,0,2218,1490,1480
"52882","Ntome_NODE_16481_length_1498_cov_98","Nsylvestris_NODE_16319_length_1417_cov_50",93.849,1203,51,7,45,1234,46,1238,0,1790,1189,1192
"52891","Ntome_NODE_16484_length_1497_cov_300","Nsylvestris_NODE_14560_length_1593_cov_198",95.917,1445,42,6,10,1446,10,1445,0,2326,1436,1435
"52892","Ntome_NODE_16485_length_1497_cov_271","Nsylvestris_NODE_13880_length_1665_cov_204",95.361,1509,44,10,1,1497,67,1561,0,2375,1496,1494
"52902","Ntome_NODE_16488_length_1497_cov_189","Nsylvestris_NODE_1868_length_4137_cov_64",93.276,1517,69,11,1,1489,34,1545,0,2206,1488,1511
"52913","Ntome_NODE_16493_length_1497_cov_68","Nsylvestris_NODE_12638_length_1801_cov_65",89.091,1320,143,1,173,1491,1656,337,0,1639,1318,1319
"52942","Ntome_NODE_16503_length_1496_cov_162","Nsylvestris_NODE_15999_length_1449_cov_144",93.191,1454,79,14,53,1491,1,1449,0,2119,1438,1448
"52963","Ntome_NODE_16512_length_1495_cov_121","Nsylvestris_NODE_151_length_7759_cov_74",89,100,9,2,1,99,2271,2369,8.13e-27,122,98,98
"52980","Ntome_NODE_16518_length_1494_cov_267","Nsylvestris_NODE_15273_length_1524_cov_173",80.342,117,17,3,477,593,573,683,3.83e-15,84.2,116,110
"53015","Ntome_NODE_16532_length_1493_cov_265","Nsylvestris_NODE_15103_length_1540_cov_198",92.55,1396,68,18,70,1451,1376,3,0,1969,1381,1373
"53016","Ntome_NODE_16533_length_1493_cov_234","Nsylvestris_NODE_18331_length_1238_cov_227",93.95,1157,48,13,21,1156,1204,49,0,1729,1135,1155
"53031","Ntome_NODE_16537_length_1493_cov_210","Nsylvestris_NODE_15952_length_1454_cov_223",90.973,1285,101,6,160,1444,1407,138,0,1716,1284,1269
"53038","Ntome_NODE_16541_length_1493_cov_99","Nsylvestris_NODE_17963_length_1271_cov_75",92.801,1014,54,5,367,1371,1081,78,0,1450,1004,1003
"53039","Ntome_NODE_16542_length_1493_cov_93","Nsylvestris_NODE_4667_length_3054_cov_49",94.785,767,35,3,212,974,1,766,0,1190,762,765
"53040","Ntome_NODE_16543_length_1493_cov_80","Nsylvestris_NODE_609_length_5688_cov_101",78.413,315,38,12,1,314,574,859,1.71e-43,178,313,285
"53053","Ntome_NODE_16548_length_1492_cov_87","Nsylvestris_NODE_3958_length_3246_cov_196",94.896,1352,40,10,98,1447,1868,3192,0,2087,1349,1324
"53057","Ntome_NODE_16551_length_1492_cov_10","Nsylvestris_NODE_14418_length_1609_cov_26",95.007,1402,56,6,1,1389,93,1493,0,2189,1388,1400
"53078","Ntome_NODE_16561_length_1490_cov_220","Nsylvestris_NODE_16673_length_1383_cov_167",93.083,1330,53,17,121,1414,54,1380,0,1910,1293,1326
"53083","Ntome_NODE_16563_length_1490_cov_122","Nsylvestris_NODE_1667_length_4274_cov_183",94.012,1286,52,5,165,1437,114,1387,0,1925,1272,1273
"53087","Ntome_NODE_16566_length_1490_cov_17","Nsylvestris_NODE_21396_length_999_cov_219",98.182,55,1,0,1436,1490,277,223,4.91e-19,97.1,54,54
"53088","Ntome_NODE_16567_length_1490_cov_15","Nsylvestris_NODE_5489_length_2864_cov_140",82.443,131,19,4,1049,1177,2131,2259,1.75e-23,111,128,128
"53094","Ntome_NODE_16571_length_1489_cov_276","Nsylvestris_NODE_11913_length_1879_cov_44",96.059,1421,48,5,77,1489,1,1421,0,2307,1412,1420
"53125","Ntome_NODE_16584_length_1488_cov_238","Nsylvestris_NODE_1864_length_4141_cov_78",96.519,1494,30,5,3,1488,1,1480,0,2451,1485,1479
"53132","Ntome_NODE_16588_length_1488_cov_13","Nsylvestris_NODE_378_length_6396_cov_152",86.801,1485,169,11,1,1483,1366,2825,0,1631,1482,1459
"53138","Ntome_NODE_16590_length_1487_cov_281","Nsylvestris_NODE_1145_length_4763_cov_178",91.515,1096,69,10,96,1167,55,1150,0,1487,1071,1095
"53150","Ntome_NODE_16594_length_1487_cov_203","Nsylvestris_NODE_16028_length_1447_cov_88",92.847,1370,74,6,1,1348,17,1384,0,1965,1347,1367
"53151","Ntome_NODE_16595_length_1487_cov_200","Nsylvestris_NODE_5552_length_2851_cov_91",95.597,1499,42,8,10,1487,1,1496,0,2381,1477,1495
"53156","Ntome_NODE_16598_length_1487_cov_129","Nsylvestris_NODE_5215_length_2923_cov_211",92,475,19,8,190,652,520,53,0,649,462,467
"53182","Ntome_NODE_16610_length_1485_cov_264","Nsylvestris_NODE_14761_length_1573_cov_214",93.542,1471,51,17,22,1459,1525,66,0,2150,1437,1459
"53190","Ntome_NODE_16613_length_1485_cov_142","Nsylvestris_NODE_15826_length_1466_cov_158",91.892,1369,73,14,114,1482,55,1385,0,1879,1368,1330
"53191","Ntome_NODE_16614_length_1485_cov_121","Nsylvestris_NODE_4116_length_3198_cov_97",97.159,1267,36,0,171,1437,1796,3062,0,2141,1266,1266
"53192","Ntome_NODE_16615_length_1485_cov_109","Nsylvestris_NODE_20484_length_1065_cov_209",88.443,424,49,0,49,472,358,781,4.1e-144,512,423,423
"53198","Ntome_NODE_16618_length_1485_cov_5","Nsylvestris_NODE_22267_length_938_cov_30",88.889,144,14,2,719,862,797,938,6.11e-43,176,143,141
"53244","Ntome_NODE_16635_length_1483_cov_146","Nsylvestris_NODE_17094_length_1349_cov_183",82.81,733,114,11,409,1136,225,950,0,645,727,725
"53245","Ntome_NODE_16637_length_1483_cov_14","Nsylvestris_NODE_7120_length_2550_cov_62",97.367,1481,39,0,3,1483,2169,689,0,2519,1480,1480
"53252","Ntome_NODE_16640_length_1483_cov_11","Nsylvestris_NODE_13633_length_1692_cov_118",98.182,55,1,0,1429,1483,981,1035,4.89e-19,97.1,54,54
"53317","Ntome_NODE_16662_length_1480_cov_150","Nsylvestris_NODE_3484_length_3406_cov_160",88.177,203,11,6,1291,1480,1,203,4.61e-59,230,189,202
"53328","Ntome_NODE_16666_length_1480_cov_71","Nsylvestris_NODE_15266_length_1525_cov_13",94.881,1387,65,3,51,1435,27,1409,0,2163,1384,1382
"53333","Ntome_NODE_16669_length_1479_cov_172","Nsylvestris_NODE_16553_length_1395_cov_151",91.753,1358,49,19,1,1311,1395,54,0,1829,1310,1341
"53351","Ntome_NODE_16678_length_1478_cov_178","Nsylvestris_NODE_12699_length_1795_cov_151",94.196,1430,52,11,73,1478,1,1423,0,2152,1405,1422
"53359","Ntome_NODE_16681_length_1478_cov_49","Nsylvestris_NODE_16115_length_1439_cov_10",90.593,489,44,1,121,607,8,496,0,647,486,488
"53360","Ntome_NODE_16682_length_1478_cov_32","Nsylvestris_NODE_13227_length_1736_cov_135",96.624,1481,45,2,2,1478,87,1566,0,2453,1476,1479
"53363","Ntome_NODE_16684_length_1477_cov_310","Nsylvestris_NODE_2459_length_3811_cov_233",95.947,1431,45,4,1,1429,2303,3722,0,2309,1428,1419
"53367","Ntome_NODE_16686_length_1477_cov_174","Nsylvestris_NODE_884_length_5107_cov_182",93.901,1410,60,11,50,1456,1417,31,0,2104,1406,1386
"53380","Ntome_NODE_16696_length_1477_cov_9","Nsylvestris_NODE_32293_length_382_cov_2",77.562,361,69,10,503,856,357,2,2.16e-52,207,353,355
"53383","Ntome_NODE_16698_length_1476_cov_299","Nsylvestris_NODE_1125_length_4786_cov_219",98.406,1380,17,4,98,1476,718,2093,0,2422,1378,1375
"53396","Ntome_NODE_16703_length_1476_cov_167","Nsylvestris_NODE_1916_length_4102_cov_137",96.583,1200,37,3,96,1295,2691,3886,0,1986,1199,1195
"53413","Ntome_NODE_16712_length_1476_cov_224","Nsylvestris_NODE_15411_length_1511_cov_215",94.626,1470,42,14,10,1473,1506,68,0,2242,1463,1438
"53425","Ntome_NODE_16718_length_1475_cov_38","Nsylvestris_NODE_19249_length_1164_cov_22",86.402,831,83,13,186,995,1122,301,0,881,809,821
"53488","Ntome_NODE_16742_length_1472_cov_20","Nsylvestris_NODE_30710_length_471_cov_2",90.726,496,16,9,860,1350,1,471,0,634,490,470
"53494","Ntome_NODE_16745_length_1471_cov_285","Nsylvestris_NODE_15887_length_1461_cov_206",97.222,1188,25,2,129,1311,1409,225,0,2004,1182,1184
"53499","Ntome_NODE_16747_length_1471_cov_104","Nsylvestris_NODE_35510_length_284_cov_3",92.281,285,20,2,639,922,284,1,2.55e-111,403,283,283
"53534","Ntome_NODE_16759_length_1470_cov_132","Nsylvestris_NODE_15466_length_1504_cov_37",94.524,694,34,4,598,1287,793,1486,0,1068,689,693
"53535","Ntome_NODE_16760_length_1470_cov_15","Nsylvestris_NODE_6329_length_2693_cov_22",96.046,1467,50,4,12,1470,2411,945,0,2381,1458,1466
"53540","Ntome_NODE_16762_length_1469_cov_238","Nsylvestris_NODE_11887_length_1881_cov_123",96.361,1319,31,3,1,1303,47,1364,0,2154,1302,1317
"53550","Ntome_NODE_16765_length_1469_cov_126","Nsylvestris_NODE_16057_length_1444_cov_96",96.157,1405,49,3,65,1466,3,1405,0,2290,1401,1402
"53569","Ntome_NODE_16772_length_1468_cov_322","Nsylvestris_NODE_99_length_8432_cov_163",98.229,1468,26,0,1,1468,5985,4518,0,2567,1467,1467
"53570","Ntome_NODE_16773_length_1468_cov_272","Nsylvestris_NODE_16119_length_1437_cov_213",95.507,1291,50,7,140,1426,140,1426,0,2056,1286,1286
"53574","Ntome_NODE_16775_length_1468_cov_221","Nsylvestris_NODE_17401_length_1322_cov_197",96.054,1267,36,7,77,1341,31,1285,0,2050,1264,1254
"53575","Ntome_NODE_16776_length_1468_cov_182","Nsylvestris_NODE_19686_length_1128_cov_119",93.607,1048,56,6,3,1046,38,1078,0,1554,1043,1040
"53578","Ntome_NODE_16778_length_1468_cov_90","Nsylvestris_NODE_27493_length_651_cov_191",96.364,55,2,0,1,55,327,273,2.25e-17,91.6,54,54
"53581","Ntome_NODE_16780_length_1468_cov_77","Nsylvestris_NODE_16091_length_1441_cov_149",95.672,1109,48,0,46,1154,1109,1,0,1783,1108,1108
"53584","Ntome_NODE_16782_length_1468_cov_32","Nsylvestris_NODE_31657_length_411_cov_3",95.62,411,18,0,80,490,411,1,0,660,410,410
"53609","Ntome_NODE_16790_length_1467_cov_184","Nsylvestris_NODE_333_length_6557_cov_206",94.093,1422,50,11,47,1464,5161,6552,0,2130,1417,1391
"53610","Ntome_NODE_16791_length_1467_cov_149","Nsylvestris_NODE_14209_length_1628_cov_143",97.825,1471,28,2,1,1467,119,1589,0,2536,1466,1470
"53641","Ntome_NODE_16803_length_1465_cov_263","Nsylvestris_NODE_17224_length_1338_cov_206",94.829,1315,38,5,152,1465,1297,12,0,2025,1313,1285
"53674","Ntome_NODE_16813_length_1465_cov_15","Nsylvestris_NODE_179_length_7502_cov_164",96.941,1471,31,5,9,1465,7344,5874,0,2455,1456,1470
"53680","Ntome_NODE_16816_length_1464_cov_189","Nsylvestris_NODE_15126_length_1537_cov_88",95.77,922,39,0,543,1464,1076,155,0,1487,921,921
"53685","Ntome_NODE_16818_length_1464_cov_77","Nsylvestris_NODE_4997_length_2973_cov_155",94.578,1457,55,8,1,1456,30,1463,0,2231,1455,1433
"53688","Ntome_NODE_16820_length_1464_cov_59","Nsylvestris_NODE_14497_length_1600_cov_208",91.565,1470,91,14,1,1450,22,1478,0,1997,1449,1456
"53697","Ntome_NODE_16823_length_1463_cov_178","Nsylvestris_NODE_15423_length_1510_cov_198",94.777,1436,58,6,1,1426,7,1435,0,2220,1425,1428
"53720","Ntome_NODE_16831_length_1462_cov_155","Nsylvestris_NODE_16265_length_1423_cov_142",95.485,1351,55,5,73,1419,1423,75,0,2152,1346,1348
"53726","Ntome_NODE_16834_length_1462_cov_50","Nsylvestris_NODE_14580_length_1591_cov_63",96.514,1463,49,2,1,1462,108,1569,0,2418,1461,1461
"53734","Ntome_NODE_16837_length_1461_cov_261","Nsylvestris_NODE_5438_length_2876_cov_210",91.289,1171,99,3,156,1324,1707,2876,0,1594,1168,1169
"53752","Ntome_NODE_16844_length_1461_cov_54","Nsylvestris_NODE_17742_length_1289_cov_186",79.059,1041,167,34,167,1188,76,1084,0,667,1021,1008
"53770","Ntome_NODE_16852_length_1460_cov_249","Nsylvestris_NODE_18030_length_1265_cov_212",96.598,1205,37,2,147,1348,50,1253,0,1995,1201,1203
"53773","Ntome_NODE_16854_length_1460_cov_187","Nsylvestris_NODE_30756_length_468_cov_6",94.977,219,11,0,323,541,394,176,1.56e-93,344,218,218
"53789","Ntome_NODE_16860_length_1460_cov_22","Nsylvestris_NODE_15591_length_1492_cov_7",94.136,1313,63,9,158,1460,15,1323,0,1986,1302,1308
"53790","Ntome_NODE_16861_length_1461_cov_12","Nsylvestris_NODE_13511_length_1705_cov_54",96.177,1465,49,6,1,1461,86,1547,0,2388,1460,1461
"53791","Ntome_NODE_16863_length_1459_cov_278","Nsylvestris_NODE_13024_length_1760_cov_200",94.231,52,3,0,1,52,581,632,4.84e-14,80.5,51,51
"53794","Ntome_NODE_16865_length_1459_cov_241","Nsylvestris_NODE_13398_length_1717_cov_148",94.721,1326,51,6,36,1351,1711,395,0,2043,1315,1316
"53805","Ntome_NODE_16869_length_1459_cov_86","Nsylvestris_NODE_14227_length_1626_cov_95",94.363,1295,72,1,125,1419,247,1540,0,1986,1294,1293
"53810","Ntome_NODE_16872_length_1459_cov_16","Nsylvestris_NODE_2081_length_4005_cov_81",92.647,68,5,0,275,342,791,724,1.34e-19,99,67,67
"53811","Ntome_NODE_16873_length_1459_cov_14","Nsylvestris_NODE_21148_length_1018_cov_209",100,55,0,0,1,55,700,646,1.03e-20,102,54,54
"53845","Ntome_NODE_16888_length_1457_cov_277","Nsylvestris_NODE_17512_length_1312_cov_136",91.692,1300,90,11,68,1357,1311,20,0,1786,1289,1291
"53846","Ntome_NODE_16889_length_1457_cov_195","Nsylvestris_NODE_17581_length_1305_cov_153",96.552,986,28,2,158,1137,986,1,0,1628,979,985
"53854","Ntome_NODE_16892_length_1457_cov_89","Nsylvestris_NODE_16521_length_1398_cov_56",94.44,1295,38,13,120,1392,66,1348,0,1962,1272,1282
"53855","Ntome_NODE_16893_length_1457_cov_73","Nsylvestris_NODE_16407_length_1409_cov_30",93.133,1296,55,11,51,1339,80,1348,0,1869,1288,1268
"53875","Ntome_NODE_16902_length_1456_cov_219","Nsylvestris_NODE_16790_length_1373_cov_182",90.523,1224,85,17,87,1300,1368,166,0,1589,1213,1202
"53905","Ntome_NODE_16908_length_1456_cov_108","Nsylvestris_NODE_8228_length_2367_cov_228",98.182,55,1,0,1,55,579,633,4.8e-19,97.1,54,54
"53926","Ntome_NODE_16916_length_1455_cov_266","Nsylvestris_NODE_14644_length_1584_cov_208",94.488,1397,54,11,62,1444,36,1423,0,2132,1382,1387
"53953","Ntome_NODE_16927_length_1454_cov_175","Nsylvestris_NODE_14831_length_1566_cov_139",94.33,1217,41,13,6,1210,366,1566,0,1840,1204,1200
"53957","Ntome_NODE_16929_length_1454_cov_69","Nsylvestris_NODE_30218_length_508_cov_6",94.892,509,20,2,815,1323,6,508,0,791,508,502
"53974","Ntome_NODE_16935_length_1453_cov_270","Nsylvestris_NODE_224_length_7162_cov_204",95.505,1357,43,10,103,1453,7161,5817,0,2152,1350,1344
"53988","Ntome_NODE_16940_length_1453_cov_134","Nsylvestris_NODE_16383_length_1411_cov_142",95.18,1307,43,11,163,1450,106,1411,0,2047,1287,1305
"53989","Ntome_NODE_16941_length_1453_cov_117","Nsylvestris_NODE_14997_length_1550_cov_184",96.835,1327,36,5,1,1325,1369,47,0,2213,1324,1322
"53990","Ntome_NODE_16942_length_1453_cov_90","Nsylvestris_NODE_10662_length_2030_cov_143",91.826,1468,81,8,25,1453,1500,33,0,2010,1428,1467
"53993","Ntome_NODE_16944_length_1453_cov_5","Nsylvestris_NODE_51_length_9473_cov_96",97.996,1447,29,0,1,1447,5078,6524,0,2512,1446,1446
"53994","Ntome_NODE_16945_length_1452_cov_290","Nsylvestris_NODE_758_length_5327_cov_190",97.508,1284,26,3,122,1401,3041,4322,0,2189,1279,1281
"54008","Ntome_NODE_16951_length_1452_cov_265","Nsylvestris_NODE_15805_length_1469_cov_169",92.515,1376,68,18,71,1421,85,1450,0,1938,1350,1365
"54011","Ntome_NODE_16953_length_1452_cov_193","Nsylvestris_NODE_3883_length_3272_cov_189",95.83,1175,46,3,213,1387,1220,49,0,1895,1174,1171
"54018","Ntome_NODE_16956_length_1452_cov_27","Nsylvestris_NODE_393_length_6311_cov_131",96.419,1452,48,3,1,1451,1449,1,0,2390,1450,1448
"54019","Ntome_NODE_16957_length_1452_cov_26","Nsylvestris_NODE_10215_length_2087_cov_15",91.837,441,24,6,1017,1452,38,471,6.43e-172,604,435,433
"54030","Ntome_NODE_16963_length_1451_cov_256","Nsylvestris_NODE_18216_length_1248_cov_208",92.314,1132,65,9,335,1444,1198,67,0,1589,1109,1131
"54036","Ntome_NODE_16966_length_1451_cov_236","Nsylvestris_NODE_17938_length_1273_cov_69",92.47,1235,68,13,184,1401,47,1273,0,1742,1217,1226
"54037","Ntome_NODE_16967_length_1451_cov_222","Nsylvestris_NODE_15855_length_1463_cov_192",94.508,1402,62,9,36,1426,1398,1,0,2148,1390,1397
"54055","Ntome_NODE_16973_length_1451_cov_105","Nsylvestris_NODE_5844_length_2793_cov_164",94.496,963,53,0,106,1068,2737,1775,0,1485,962,962
"54059","Ntome_NODE_16975_length_1451_cov_85","Nsylvestris_NODE_15630_length_1487_cov_112",89.706,1428,92,23,1,1400,73,1473,0,1772,1399,1400
"54066","Ntome_NODE_16979_length_1450_cov_275","Nsylvestris_NODE_15579_length_1492_cov_208",93.264,1440,63,6,11,1417,1,1439,0,2091,1406,1438
"54067","Ntome_NODE_16980_length_1449_cov_227","Nsylvestris_NODE_7188_length_2537_cov_91",89.583,768,45,14,109,860,2437,1689,0,942,751,748
"54068","Ntome_NODE_16981_length_1450_cov_224","Nsylvestris_NODE_8703_length_2294_cov_112",94.455,1028,35,8,386,1413,1234,2239,0,1563,1027,1005
"54090","Ntome_NODE_16990_length_1450_cov_74","Nsylvestris_NODE_16590_length_1392_cov_44",95.795,1403,36,12,1,1398,8,1392,0,2242,1397,1384
"54097","Ntome_NODE_16993_length_1449_cov_261","Nsylvestris_NODE_20934_length_1033_cov_66",95.896,999,36,2,378,1376,40,1033,0,1613,998,993
"54100","Ntome_NODE_16995_length_1449_cov_166","Nsylvestris_NODE_20539_length_1062_cov_33",92.691,944,50,5,405,1334,55,993,0,1343,929,938
"54110","Ntome_NODE_16999_length_1449_cov_9","Nsylvestris_NODE_14662_length_1583_cov_91",82.913,357,56,4,540,893,1063,709,3.37e-85,316,353,354
"54119","Ntome_NODE_17002_length_1448_cov_254","Nsylvestris_NODE_16550_length_1395_cov_186",95.399,1304,49,6,141,1441,1339,44,0,2065,1300,1295
"54126","Ntome_NODE_17005_length_1448_cov_103","Nsylvestris_NODE_10580_length_2040_cov_131",97.056,951,27,1,388,1337,580,1530,0,1600,949,950
"54162","Ntome_NODE_17017_length_1447_cov_89","Nsylvestris_NODE_25040_length_769_cov_144",96.715,274,5,3,606,875,491,218,2.46e-126,453,269,273
"54176","Ntome_NODE_17023_length_1446_cov_265","Nsylvestris_NODE_15142_length_1535_cov_214",94.078,1334,41,16,135,1446,1335,18,0,1991,1311,1317
"54179","Ntome_NODE_17025_length_1446_cov_207","Nsylvestris_NODE_18776_length_1204_cov_76",88.247,1021,84,12,249,1254,51,1050,0,1188,1005,999
"54180","Ntome_NODE_17026_length_1446_cov_186","Nsylvestris_NODE_14498_length_1600_cov_204",95.783,1399,56,2,47,1445,154,1549,0,2254,1398,1395
"54203","Ntome_NODE_17037_length_1444_cov_293","Nsylvestris_NODE_5878_length_2788_cov_216",96.5,1257,29,8,1,1244,1492,238,0,2063,1243,1254
"54219","Ntome_NODE_17043_length_1444_cov_96","Nsylvestris_NODE_10058_length_2109_cov_233",98.227,282,3,1,49,328,2109,1828,5.19e-138,492,279,281
