,A,B,overlap
1474,Nsylvestris_NODE_17747_length_1290_cov_63,Nsylvestris_NODE_20015_length_1102_cov_9,Nsylvestris_NODE_25948_length_721_cov_85
1475,Nsylvestris_NODE_17749_length_1290_cov_33,Nsylvestris_NODE_21134_length_1019_cov_152,Nsylvestris_NODE_25971_length_720_cov_30
1476,Nsylvestris_NODE_17752_length_1289_cov_214,Nsylvestris_NODE_15464_length_1505_cov_123,Nsylvestris_NODE_26004_length_718_cov_217
1477,Nsylvestris_NODE_17755_length_1289_cov_183,Nsylvestris_NODE_15602_length_1490_cov_178,Nsylvestris_NODE_26030_length_717_cov_33
1478,Nsylvestris_NODE_17758_length_1289_cov_138,Nsylvestris_NODE_1960_length_4077_cov_162,Nsylvestris_NODE_26036_length_717_cov_10
1479,Nsylvestris_NODE_17762_length_1289_cov_48,Nsylvestris_NODE_3809_length_3297_cov_181,Nsylvestris_NODE_26041_length_717_cov_6
1480,Nsylvestris_NODE_17769_length_1288_cov_194,Nsylvestris_NODE_7609_length_2469_cov_205,Nsylvestris_NODE_26075_length_715_cov_39
1481,Nsylvestris_NODE_17771_length_1288_cov_169,Nsylvestris_NODE_8052_length_2394_cov_115,Nsylvestris_NODE_26081_length_715_cov_13
1482,Nsylvestris_NODE_17777_length_1288_cov_25,Nsylvestris_NODE_3410_length_3434_cov_56,Nsylvestris_NODE_26107_length_714_cov_8
1483,Nsylvestris_NODE_17779_length_1287_cov_214,Nsylvestris_NODE_3122_length_3536_cov_149,Nsylvestris_NODE_26123_length_713_cov_28
1484,Nsylvestris_NODE_17784_length_1287_cov_107,Nsylvestris_NODE_3173_length_3518_cov_50,Nsylvestris_NODE_26148_length_712_cov_16
1485,Nsylvestris_NODE_17788_length_1287_cov_62,Nsylvestris_NODE_21366_length_1002_cov_61,Nsylvestris_NODE_26198_length_710_cov_7
1486,Nsylvestris_NODE_17790_length_1287_cov_27,Nsylvestris_NODE_19342_length_1156_cov_98,Nsylvestris_NODE_26221_length_709_cov_10
1487,Nsylvestris_NODE_17792_length_1287_cov_12,Nsylvestris_NODE_17403_length_1322_cov_162,Nsylvestris_NODE_26225_length_709_cov_5
1488,Nsylvestris_NODE_17800_length_1286_cov_154,Nsylvestris_NODE_11899_length_1880_cov_154,Nsylvestris_NODE_26235_length_708_cov_27
1489,Nsylvestris_NODE_17802_length_1286_cov_132,Nsylvestris_NODE_17199_length_1340_cov_190,Nsylvestris_NODE_26236_length_708_cov_27
1490,Nsylvestris_NODE_17805_length_1286_cov_57,Nsylvestris_NODE_1313_length_4584_cov_150,Nsylvestris_NODE_26286_length_706_cov_26
1491,Nsylvestris_NODE_17806_length_1286_cov_41,Nsylvestris_NODE_5484_length_2865_cov_133,Nsylvestris_NODE_26301_length_705_cov_44
1492,Nsylvestris_NODE_17839_length_1283_cov_9,Nsylvestris_NODE_1453_length_4445_cov_232,Nsylvestris_NODE_26317_length_704_cov_34
1493,Nsylvestris_NODE_17858_length_1281_cov_37,Nsylvestris_NODE_18932_length_1189_cov_142,Nsylvestris_NODE_26335_length_703_cov_170
1494,Nsylvestris_NODE_17867_length_1279_cov_223,Nsylvestris_NODE_16367_length_1413_cov_145,Nsylvestris_NODE_26436_length_699_cov_11
1495,Nsylvestris_NODE_17879_length_1278_cov_210,Nsylvestris_NODE_6652_length_2633_cov_146,Nsylvestris_NODE_26444_length_698_cov_173
1496,Nsylvestris_NODE_17883_length_1278_cov_156,Nsylvestris_NODE_1025_length_4904_cov_160,Nsylvestris_NODE_26445_length_698_cov_170
1497,Nsylvestris_NODE_17888_length_1278_cov_9,Nsylvestris_NODE_8461_length_2330_cov_124,Nsylvestris_NODE_26448_length_698_cov_84
1498,Nsylvestris_NODE_17896_length_1277_cov_114,Nsylvestris_NODE_22485_length_923_cov_157,Nsylvestris_NODE_26454_length_698_cov_33
1499,Nsylvestris_NODE_17899_length_1277_cov_58,Nsylvestris_NODE_11698_length_1905_cov_202,Nsylvestris_NODE_26463_length_697_cov_179
1500,Nsylvestris_NODE_17920_length_1275_cov_60,Nsylvestris_NODE_1876_length_4133_cov_175,Nsylvestris_NODE_26464_length_697_cov_149
1501,Nsylvestris_NODE_17925_length_1275_cov_8,Nsylvestris_NODE_3096_length_3544_cov_210,Nsylvestris_NODE_26488_length_695_cov_185
1502,Nsylvestris_NODE_17940_length_1273_cov_47,Nsylvestris_NODE_15097_length_1541_cov_169,Nsylvestris_NODE_26534_length_694_cov_168
1503,Nsylvestris_NODE_17943_length_1273_cov_28,Nsylvestris_NODE_5211_length_2924_cov_77,Nsylvestris_NODE_26567_length_693_cov_18
1504,Nsylvestris_NODE_17946_length_1272_cov_207,Nsylvestris_NODE_19864_length_1112_cov_221,Nsylvestris_NODE_26586_length_692_cov_16
1505,Nsylvestris_NODE_17947_length_1272_cov_207,Nsylvestris_NODE_15376_length_1515_cov_216,Nsylvestris_NODE_26668_length_688_cov_46
1506,Nsylvestris_NODE_17960_length_1271_cov_150,Nsylvestris_NODE_390_length_6335_cov_171,Nsylvestris_NODE_26673_length_688_cov_19
1507,Nsylvestris_NODE_17961_length_1271_cov_140,Nsylvestris_NODE_11969_length_1870_cov_24,Nsylvestris_NODE_26678_length_688_cov_11
1508,Nsylvestris_NODE_17962_length_1271_cov_138,Nsylvestris_NODE_19504_length_1143_cov_161,Nsylvestris_NODE_26691_length_687_cov_201
1509,Nsylvestris_NODE_17973_length_1270_cov_108,Nsylvestris_NODE_2129_length_3973_cov_165,Nsylvestris_NODE_26697_length_687_cov_106
1510,Nsylvestris_NODE_17979_length_1269_cov_222,Nsylvestris_NODE_21381_length_1001_cov_12,Nsylvestris_NODE_26715_length_686_cov_167
1511,Nsylvestris_NODE_17987_length_1269_cov_143,Nsylvestris_NODE_20173_length_1088_cov_194,Nsylvestris_NODE_26722_length_686_cov_53
1512,Nsylvestris_NODE_17998_length_1268_cov_210,Nsylvestris_NODE_9789_length_2141_cov_230,Nsylvestris_NODE_26726_length_686_cov_18
1513,Nsylvestris_NODE_18007_length_1268_cov_22,Nsylvestris_NODE_17264_length_1335_cov_136,Nsylvestris_NODE_26738_length_686_cov_9
1514,Nsylvestris_NODE_18023_length_1266_cov_76,Nsylvestris_NODE_188_length_7442_cov_173,Nsylvestris_NODE_26750_length_685_cov_74
1515,Nsylvestris_NODE_18031_length_1265_cov_167,Nsylvestris_NODE_5202_length_2925_cov_206,Nsylvestris_NODE_26767_length_684_cov_215
1516,Nsylvestris_NODE_18038_length_1265_cov_41,Nsylvestris_NODE_12057_length_1863_cov_140,Nsylvestris_NODE_26782_length_684_cov_10
1517,Nsylvestris_NODE_18042_length_1265_cov_9,Nsylvestris_NODE_3659_length_3348_cov_71,Nsylvestris_NODE_26810_length_683_cov_6
1518,Nsylvestris_NODE_18046_length_1264_cov_192,Nsylvestris_NODE_1634_length_4306_cov_67,Nsylvestris_NODE_26818_length_682_cov_42
1519,Nsylvestris_NODE_18049_length_1264_cov_177,Nsylvestris_NODE_16201_length_1429_cov_232,Nsylvestris_NODE_26823_length_682_cov_9
1520,Nsylvestris_NODE_18052_length_1264_cov_24,Nsylvestris_NODE_17697_length_1294_cov_213,Nsylvestris_NODE_26871_length_679_cov_47
1521,Nsylvestris_NODE_18060_length_1263_cov_33,Nsylvestris_NODE_23558_length_856_cov_26,Nsylvestris_NODE_26887_length_678_cov_148
1522,Nsylvestris_NODE_18073_length_1262_cov_11,Nsylvestris_NODE_7408_length_2503_cov_185,Nsylvestris_NODE_26922_length_677_cov_10
1523,Nsylvestris_NODE_18077_length_1261_cov_138,Nsylvestris_NODE_5133_length_2942_cov_91,Nsylvestris_NODE_26945_length_676_cov_6
1524,Nsylvestris_NODE_18078_length_1261_cov_133,Nsylvestris_NODE_4941_length_2988_cov_48,Nsylvestris_NODE_26974_length_674_cov_79
1525,Nsylvestris_NODE_18079_length_1261_cov_100,Nsylvestris_NODE_8757_length_2287_cov_21,Nsylvestris_NODE_27008_length_673_cov_22
1526,Nsylvestris_NODE_18084_length_1261_cov_24,Nsylvestris_NODE_8438_length_2334_cov_174,Nsylvestris_NODE_27016_length_673_cov_6
1527,Nsylvestris_NODE_18088_length_1260_cov_203,Nsylvestris_NODE_16773_length_1374_cov_136,Nsylvestris_NODE_27103_length_669_cov_9
1528,Nsylvestris_NODE_18094_length_1260_cov_50,Nsylvestris_NODE_26851_length_680_cov_164,Nsylvestris_NODE_27137_length_667_cov_177
1529,Nsylvestris_NODE_18109_length_1259_cov_10,Nsylvestris_NODE_15532_length_1499_cov_17,Nsylvestris_NODE_27139_length_667_cov_171
1530,Nsylvestris_NODE_18113_length_1258_cov_29,Nsylvestris_NODE_15670_length_1483_cov_172,Nsylvestris_NODE_27185_length_665_cov_217
1531,Nsylvestris_NODE_18116_length_1258_cov_21,Nsylvestris_NODE_14980_length_1552_cov_152,Nsylvestris_NODE_27189_length_665_cov_101
1532,Nsylvestris_NODE_18117_length_1258_cov_9,Nsylvestris_NODE_17094_length_1349_cov_183,Nsylvestris_NODE_27205_length_664_cov_39
1533,Nsylvestris_NODE_18125_length_1256_cov_159,Nsylvestris_NODE_10572_length_2041_cov_75,Nsylvestris_NODE_27225_length_663_cov_60
1534,Nsylvestris_NODE_18127_length_1256_cov_129,Nsylvestris_NODE_16183_length_1431_cov_134,Nsylvestris_NODE_27238_length_663_cov_5
1535,Nsylvestris_NODE_18132_length_1256_cov_18,Nsylvestris_NODE_7303_length_2519_cov_40,Nsylvestris_NODE_27273_length_661_cov_69
1536,Nsylvestris_NODE_18139_length_1255_cov_93,Nsylvestris_NODE_17299_length_1332_cov_28,Nsylvestris_NODE_27294_length_658_cov_54
1537,Nsylvestris_NODE_18154_length_1254_cov_73,Nsylvestris_NODE_17125_length_1346_cov_209,Nsylvestris_NODE_27297_length_660_cov_22
1538,Nsylvestris_NODE_18157_length_1254_cov_42,Nsylvestris_NODE_3806_length_3298_cov_75,Nsylvestris_NODE_27298_length_660_cov_19
1539,Nsylvestris_NODE_18163_length_1253_cov_177,Nsylvestris_NODE_119_length_8138_cov_130,Nsylvestris_NODE_27302_length_660_cov_16
1540,Nsylvestris_NODE_18170_length_1253_cov_18,Nsylvestris_NODE_10115_length_2101_cov_135,Nsylvestris_NODE_27320_length_660_cov_189
1541,Nsylvestris_NODE_18173_length_1253_cov_7,Nsylvestris_NODE_16444_length_1405_cov_187,Nsylvestris_NODE_27335_length_659_cov_7
1542,Nsylvestris_NODE_18187_length_1250_cov_202,Nsylvestris_NODE_3389_length_3442_cov_153,Nsylvestris_NODE_27365_length_657_cov_181
1543,Nsylvestris_NODE_18190_length_1251_cov_109,Nsylvestris_NODE_12011_length_1868_cov_211,Nsylvestris_NODE_27366_length_657_cov_178
1544,Nsylvestris_NODE_18193_length_1251_cov_21,Nsylvestris_NODE_4046_length_3218_cov_179,Nsylvestris_NODE_27369_length_657_cov_91
1545,Nsylvestris_NODE_18203_length_1250_cov_45,Nsylvestris_NODE_3040_length_3572_cov_53,Nsylvestris_NODE_27376_length_657_cov_17
1546,Nsylvestris_NODE_18209_length_1249_cov_187,Nsylvestris_NODE_3354_length_3453_cov_229,Nsylvestris_NODE_27423_length_655_cov_4
1547,Nsylvestris_NODE_18219_length_1248_cov_176,Nsylvestris_NODE_1156_length_4749_cov_108,Nsylvestris_NODE_27430_length_654_cov_98
1548,Nsylvestris_NODE_18221_length_1248_cov_110,Nsylvestris_NODE_17236_length_1337_cov_139,Nsylvestris_NODE_27445_length_653_cov_211
1549,Nsylvestris_NODE_18224_length_1248_cov_21,Nsylvestris_NODE_5279_length_2909_cov_201,Nsylvestris_NODE_27468_length_652_cov_61
1550,Nsylvestris_NODE_18229_length_1248_cov_9,Nsylvestris_NODE_16080_length_1442_cov_136,Nsylvestris_NODE_27532_length_650_cov_5
1551,Nsylvestris_NODE_18232_length_1247_cov_205,Nsylvestris_NODE_19367_length_1154_cov_181,Nsylvestris_NODE_27545_length_649_cov_19
1552,Nsylvestris_NODE_18238_length_1247_cov_9,Nsylvestris_NODE_4933_length_2990_cov_21,Nsylvestris_NODE_27556_length_648_cov_212
1553,Nsylvestris_NODE_18239_length_1247_cov_8,Nsylvestris_NODE_15968_length_1452_cov_189,Nsylvestris_NODE_27617_length_646_cov_17
1554,Nsylvestris_NODE_18241_length_1246_cov_194,Nsylvestris_NODE_7906_length_2421_cov_25,Nsylvestris_NODE_27624_length_646_cov_5
1555,Nsylvestris_NODE_18246_length_1246_cov_13,Nsylvestris_NODE_16987_length_1358_cov_189,Nsylvestris_NODE_27637_length_645_cov_5
1556,Nsylvestris_NODE_18255_length_1245_cov_186,Nsylvestris_NODE_15611_length_1489_cov_189,Nsylvestris_NODE_27675_length_643_cov_11
1557,Nsylvestris_NODE_18263_length_1244_cov_204,Nsylvestris_NODE_15730_length_1477_cov_142,Nsylvestris_NODE_27699_length_642_cov_5
1558,Nsylvestris_NODE_18275_length_1243_cov_132,Nsylvestris_NODE_15311_length_1520_cov_171,Nsylvestris_NODE_27722_length_641_cov_10
1559,Nsylvestris_NODE_18291_length_1242_cov_8,Nsylvestris_NODE_17315_length_1330_cov_220,Nsylvestris_NODE_27728_length_641_cov_6
1560,Nsylvestris_NODE_18295_length_1241_cov_170,Nsylvestris_NODE_12266_length_1841_cov_39,Nsylvestris_NODE_27811_length_637_cov_138
1561,Nsylvestris_NODE_18302_length_1241_cov_18,Nsylvestris_NODE_4166_length_3185_cov_154,Nsylvestris_NODE_27814_length_637_cov_53
1562,Nsylvestris_NODE_18307_length_1240_cov_233,Nsylvestris_NODE_1071_length_4854_cov_182,Nsylvestris_NODE_27843_length_636_cov_12
1563,Nsylvestris_NODE_18322_length_1239_cov_177,Nsylvestris_NODE_8584_length_2312_cov_105,Nsylvestris_NODE_27859_length_635_cov_18
1564,Nsylvestris_NODE_18351_length_1236_cov_206,Nsylvestris_NODE_1211_length_4694_cov_86,Nsylvestris_NODE_27867_length_634_cov_203
1565,Nsylvestris_NODE_18353_length_1235_cov_203,Nsylvestris_NODE_1491_length_4405_cov_40,Nsylvestris_NODE_27875_length_634_cov_17
1566,Nsylvestris_NODE_18355_length_1236_cov_181,Nsylvestris_NODE_17228_length_1338_cov_119,Nsylvestris_NODE_27900_length_633_cov_7
1567,Nsylvestris_NODE_18377_length_1234_cov_201,Nsylvestris_NODE_24071_length_827_cov_165,Nsylvestris_NODE_27907_length_633_cov_3
1568,Nsylvestris_NODE_18379_length_1234_cov_165,Nsylvestris_NODE_4284_length_3155_cov_71,Nsylvestris_NODE_27933_length_631_cov_160
1569,Nsylvestris_NODE_18382_length_1234_cov_90,Nsylvestris_NODE_1665_length_4276_cov_126,Nsylvestris_NODE_27991_length_629_cov_40
1570,Nsylvestris_NODE_18384_length_1234_cov_31,Nsylvestris_NODE_408_length_6250_cov_81,Nsylvestris_NODE_28000_length_629_cov_10
1571,Nsylvestris_NODE_18385_length_1234_cov_8,Nsylvestris_NODE_13465_length_1711_cov_22,Nsylvestris_NODE_28009_length_629_cov_3
1572,Nsylvestris_NODE_18389_length_1232_cov_189,Nsylvestris_NODE_443_length_6136_cov_93,Nsylvestris_NODE_28050_length_626_cov_35
1573,Nsylvestris_NODE_18392_length_1233_cov_56,Nsylvestris_NODE_12946_length_1769_cov_185,Nsylvestris_NODE_28091_length_625_cov_3
1574,Nsylvestris_NODE_18394_length_1233_cov_53,Nsylvestris_NODE_2045_length_4026_cov_223,Nsylvestris_NODE_28112_length_624_cov_10
1575,Nsylvestris_NODE_18395_length_1233_cov_25,Nsylvestris_NODE_18951_length_1187_cov_193,Nsylvestris_NODE_28117_length_624_cov_6
1576,Nsylvestris_NODE_18398_length_1233_cov_9,Nsylvestris_NODE_12685_length_1797_cov_212,Nsylvestris_NODE_28140_length_623_cov_8
1577,Nsylvestris_NODE_18407_length_1232_cov_79,Nsylvestris_NODE_1911_length_4105_cov_48,Nsylvestris_NODE_28216_length_619_cov_176
1578,Nsylvestris_NODE_18419_length_1231_cov_17,Nsylvestris_NODE_1912_length_4104_cov_113,Nsylvestris_NODE_28229_length_618_cov_145
1579,Nsylvestris_NODE_18428_length_1230_cov_7,Nsylvestris_NODE_11230_length_1959_cov_136,Nsylvestris_NODE_28259_length_617_cov_3
1580,Nsylvestris_NODE_18434_length_1229_cov_162,Nsylvestris_NODE_15184_length_1532_cov_170,Nsylvestris_NODE_28263_length_616_cov_14
1581,Nsylvestris_NODE_18439_length_1229_cov_14,Nsylvestris_NODE_5405_length_2884_cov_235,Nsylvestris_NODE_28272_length_616_cov_3
1582,Nsylvestris_NODE_18467_length_1227_cov_86,Nsylvestris_NODE_618_length_5658_cov_166,Nsylvestris_NODE_28315_length_613_cov_190
1583,Nsylvestris_NODE_18469_length_1227_cov_76,Nsylvestris_NODE_8885_length_2266_cov_124,Nsylvestris_NODE_28316_length_613_cov_110
1584,Nsylvestris_NODE_18485_length_1225_cov_199,Nsylvestris_NODE_20806_length_1042_cov_210,Nsylvestris_NODE_28348_length_612_cov_13
1585,Nsylvestris_NODE_18490_length_1225_cov_124,Nsylvestris_NODE_20818_length_1041_cov_17,Nsylvestris_NODE_28366_length_611_cov_179
1586,Nsylvestris_NODE_18493_length_1225_cov_28,Nsylvestris_NODE_1519_length_4384_cov_48,Nsylvestris_NODE_28368_length_611_cov_51
1587,Nsylvestris_NODE_18494_length_1224_cov_237,Nsylvestris_NODE_17770_length_1288_cov_176,Nsylvestris_NODE_28454_length_608_cov_6
1588,Nsylvestris_NODE_18498_length_1224_cov_194,Nsylvestris_NODE_12333_length_1834_cov_51,Nsylvestris_NODE_28456_length_604_cov_5
1589,Nsylvestris_NODE_18499_length_1224_cov_190,Nsylvestris_NODE_17565_length_1307_cov_83,Nsylvestris_NODE_28484_length_606_cov_157
1590,Nsylvestris_NODE_18502_length_1224_cov_75,Nsylvestris_NODE_11638_length_1914_cov_179,Nsylvestris_NODE_28486_length_606_cov_92
1591,Nsylvestris_NODE_18505_length_1224_cov_32,Nsylvestris_NODE_11118_length_1974_cov_91,Nsylvestris_NODE_28495_length_606_cov_19
1592,Nsylvestris_NODE_18506_length_1224_cov_31,Nsylvestris_NODE_18074_length_1261_cov_216,Nsylvestris_NODE_28511_length_606_cov_4
1593,Nsylvestris_NODE_18520_length_1222_cov_220,Nsylvestris_NODE_19191_length_1168_cov_184,Nsylvestris_NODE_28567_length_603_cov_6
1594,Nsylvestris_NODE_18537_length_1221_cov_146,Nsylvestris_NODE_4852_length_3007_cov_112,Nsylvestris_NODE_28646_length_600_cov_4
1595,Nsylvestris_NODE_18542_length_1221_cov_16,Nsylvestris_NODE_8913_length_2262_cov_51,Nsylvestris_NODE_28674_length_598_cov_223
1596,Nsylvestris_NODE_18546_length_1221_cov_7,Nsylvestris_NODE_6505_length_2660_cov_47,Nsylvestris_NODE_28680_length_598_cov_43
1597,Nsylvestris_NODE_18571_length_1219_cov_13,Nsylvestris_NODE_17489_length_1314_cov_152,Nsylvestris_NODE_28687_length_598_cov_22
1598,Nsylvestris_NODE_18577_length_1218_cov_212,Nsylvestris_NODE_2316_length_3886_cov_225,Nsylvestris_NODE_28713_length_596_cov_8
1599,Nsylvestris_NODE_18582_length_1218_cov_165,Nsylvestris_NODE_3080_length_3549_cov_224,Nsylvestris_NODE_28720_length_596_cov_221
1600,Nsylvestris_NODE_18615_length_1216_cov_34,Nsylvestris_NODE_6632_length_2637_cov_22,Nsylvestris_NODE_28729_length_596_cov_85
1601,Nsylvestris_NODE_18620_length_1215_cov_178,Nsylvestris_NODE_35776_length_278_cov_3,Nsylvestris_NODE_28814_length_592_cov_8
1602,Nsylvestris_NODE_18628_length_1215_cov_33,Nsylvestris_NODE_4754_length_3032_cov_230,Nsylvestris_NODE_28816_length_592_cov_8
1603,Nsylvestris_NODE_18639_length_1214_cov_138,Nsylvestris_NODE_503_length_5957_cov_74,Nsylvestris_NODE_28860_length_589_cov_179
1604,Nsylvestris_NODE_18641_length_1215_cov_86,Nsylvestris_NODE_22226_length_940_cov_182,Nsylvestris_NODE_28868_length_589_cov_22
1605,Nsylvestris_NODE_18644_length_1214_cov_47,Nsylvestris_NODE_8992_length_2252_cov_136,Nsylvestris_NODE_28888_length_588_cov_85
1606,Nsylvestris_NODE_18647_length_1214_cov_12,Nsylvestris_NODE_8044_length_2396_cov_172,Nsylvestris_NODE_28911_length_587_cov_164
1607,Nsylvestris_NODE_18666_length_1212_cov_25,Nsylvestris_NODE_11908_length_1879_cov_182,Nsylvestris_NODE_28921_length_587_cov_8
1608,Nsylvestris_NODE_18670_length_1212_cov_16,Nsylvestris_NODE_14520_length_1598_cov_103,Nsylvestris_NODE_29000_length_584_cov_7
1609,Nsylvestris_NODE_18672_length_1212_cov_14,Nsylvestris_NODE_13389_length_1718_cov_135,Nsylvestris_NODE_29004_length_584_cov_4
1610,Nsylvestris_NODE_18675_length_1212_cov_7,Nsylvestris_NODE_7045_length_2562_cov_157,Nsylvestris_NODE_29020_length_583_cov_11
1611,Nsylvestris_NODE_18681_length_1211_cov_99,Nsylvestris_NODE_16004_length_1449_cov_52,Nsylvestris_NODE_29037_length_582_cov_13
1612,Nsylvestris_NODE_18684_length_1211_cov_25,Nsylvestris_NODE_25570_length_740_cov_237,Nsylvestris_NODE_29043_length_582_cov_6
1613,Nsylvestris_NODE_18691_length_1210_cov_144,Nsylvestris_NODE_17412_length_1321_cov_211,Nsylvestris_NODE_29120_length_578_cov_49
1614,Nsylvestris_NODE_18693_length_1210_cov_12,Nsylvestris_NODE_7329_length_2515_cov_226,Nsylvestris_NODE_29140_length_577_cov_29
1615,Nsylvestris_NODE_18695_length_1209_cov_219,Nsylvestris_NODE_23901_length_837_cov_185,Nsylvestris_NODE_29146_length_577_cov_11
1616,Nsylvestris_NODE_18703_length_1209_cov_33,Nsylvestris_NODE_11987_length_1871_cov_154,Nsylvestris_NODE_29179_length_576_cov_6
1617,Nsylvestris_NODE_18705_length_1209_cov_9,Nsylvestris_NODE_11381_length_1944_cov_138,Nsylvestris_NODE_29231_length_574_cov_5
1618,Nsylvestris_NODE_18708_length_1208_cov_181,Nsylvestris_NODE_2001_length_4056_cov_147,Nsylvestris_NODE_29300_length_571_cov_11
1619,Nsylvestris_NODE_18722_length_1208_cov_8,Nsylvestris_NODE_15984_length_1451_cov_9,Nsylvestris_NODE_29327_length_570_cov_8
1620,Nsylvestris_NODE_18726_length_1207_cov_202,Nsylvestris_NODE_4126_length_3194_cov_201,Nsylvestris_NODE_29341_length_569_cov_37
1621,Nsylvestris_NODE_18738_length_1206_cov_180,Nsylvestris_NODE_5948_length_2770_cov_90,Nsylvestris_NODE_29366_length_568_cov_207
1622,Nsylvestris_NODE_18741_length_1206_cov_152,Nsylvestris_NODE_18120_length_1257_cov_35,Nsylvestris_NODE_29378_length_568_cov_11
1623,Nsylvestris_NODE_18744_length_1206_cov_47,Nsylvestris_NODE_2303_length_3891_cov_208,Nsylvestris_NODE_29391_length_567_cov_180
1624,Nsylvestris_NODE_18747_length_1206_cov_33,Nsylvestris_NODE_1659_length_4280_cov_233,Nsylvestris_NODE_29479_length_564_cov_5
1625,Nsylvestris_NODE_18748_length_1206_cov_28,Nsylvestris_NODE_17984_length_1270_cov_183,Nsylvestris_NODE_29498_length_563_cov_23
1626,Nsylvestris_NODE_18749_length_1206_cov_15,Nsylvestris_NODE_27570_length_648_cov_10,Nsylvestris_NODE_29502_length_563_cov_12
1627,Nsylvestris_NODE_18763_length_1205_cov_56,Nsylvestris_NODE_8942_length_2258_cov_127,Nsylvestris_NODE_29533_length_562_cov_9
1628,Nsylvestris_NODE_18764_length_1205_cov_46,Nsylvestris_NODE_6944_length_2578_cov_146,Nsylvestris_NODE_29547_length_561_cov_52
1629,Nsylvestris_NODE_18766_length_1205_cov_28,Nsylvestris_NODE_15873_length_1462_cov_169,Nsylvestris_NODE_29553_length_561_cov_12
1630,Nsylvestris_NODE_18768_length_1205_cov_15,Nsylvestris_NODE_29778_length_547_cov_9,Nsylvestris_NODE_29561_length_561_cov_5
1631,Nsylvestris_NODE_18779_length_1204_cov_23,Nsylvestris_NODE_18191_length_1251_cov_105,Nsylvestris_NODE_29594_length_559_cov_202
1632,Nsylvestris_NODE_18784_length_1203_cov_191,Nsylvestris_NODE_17706_length_1294_cov_17,Nsylvestris_NODE_29612_length_559_cov_3
1633,Nsylvestris_NODE_18792_length_1202_cov_225,Nsylvestris_NODE_2143_length_3968_cov_78,Nsylvestris_NODE_29625_length_558_cov_8
1634,Nsylvestris_NODE_18827_length_1200_cov_14,Nsylvestris_NODE_16893_length_1365_cov_176,Nsylvestris_NODE_29628_length_558_cov_6
1635,Nsylvestris_NODE_18834_length_1198_cov_30,Nsylvestris_NODE_6788_length_2605_cov_182,Nsylvestris_NODE_29634_length_557_cov_68
1636,Nsylvestris_NODE_18836_length_1199_cov_9,Nsylvestris_NODE_4625_length_3066_cov_167,Nsylvestris_NODE_29644_length_557_cov_6
1637,Nsylvestris_NODE_18840_length_1198_cov_100,Nsylvestris_NODE_17001_length_1357_cov_206,Nsylvestris_NODE_29681_length_555_cov_18
1638,Nsylvestris_NODE_18843_length_1198_cov_59,Nsylvestris_NODE_20434_length_1069_cov_42,Nsylvestris_NODE_29706_length_554_cov_3
1639,Nsylvestris_NODE_18846_length_1198_cov_38,Nsylvestris_NODE_1448_length_4449_cov_196,Nsylvestris_NODE_29727_length_552_cov_9
1640,Nsylvestris_NODE_18849_length_1198_cov_10,Nsylvestris_NODE_24235_length_816_cov_221,Nsylvestris_NODE_29737_length_551_cov_55
1641,Nsylvestris_NODE_18853_length_1197_cov_71,Nsylvestris_NODE_18358_length_1236_cov_92,Nsylvestris_NODE_29752_length_549_cov_44
1642,Nsylvestris_NODE_18855_length_1197_cov_24,Nsylvestris_NODE_12024_length_1867_cov_41,Nsylvestris_NODE_29762_length_548_cov_146
1643,Nsylvestris_NODE_18864_length_1196_cov_86,Nsylvestris_NODE_286_length_6785_cov_193,Nsylvestris_NODE_29765_length_548_cov_11
1644,Nsylvestris_NODE_18868_length_1196_cov_43,Nsylvestris_NODE_1178_length_4723_cov_218,Nsylvestris_NODE_29797_length_545_cov_6
1645,Nsylvestris_NODE_18869_length_1196_cov_26,Nsylvestris_NODE_15888_length_1461_cov_196,Nsylvestris_NODE_29804_length_544_cov_20
1646,Nsylvestris_NODE_18870_length_1196_cov_19,Nsylvestris_NODE_3175_length_3517_cov_118,Nsylvestris_NODE_29805_length_544_cov_9
1647,Nsylvestris_NODE_18897_length_1193_cov_18,Nsylvestris_NODE_17024_length_1355_cov_198,Nsylvestris_NODE_29819_length_543_cov_7
1648,Nsylvestris_NODE_18901_length_1192_cov_159,Nsylvestris_NODE_16821_length_1370_cov_189,Nsylvestris_NODE_29822_length_543_cov_6
1649,Nsylvestris_NODE_18908_length_1192_cov_22,Nsylvestris_NODE_13156_length_1743_cov_214,Nsylvestris_NODE_29840_length_542_cov_4
1650,Nsylvestris_NODE_18918_length_1191_cov_19,Nsylvestris_NODE_10697_length_2026_cov_80,Nsylvestris_NODE_29864_length_539_cov_24
1651,Nsylvestris_NODE_18922_length_1190_cov_204,Nsylvestris_NODE_2279_length_3903_cov_56,Nsylvestris_NODE_29868_length_539_cov_6
1652,Nsylvestris_NODE_18936_length_1189_cov_34,Nsylvestris_NODE_8458_length_2330_cov_168,Nsylvestris_NODE_29880_length_538_cov_7
1653,Nsylvestris_NODE_18943_length_1188_cov_157,Nsylvestris_NODE_16725_length_1379_cov_35,Nsylvestris_NODE_29889_length_537_cov_11
1654,Nsylvestris_NODE_18947_length_1188_cov_27,Nsylvestris_NODE_15436_length_1509_cov_163,Nsylvestris_NODE_29906_length_535_cov_163
