Ploidy,Species,dev,sylvgeneID,tomfgeneID,prog_ratio,prog_ratio_bias,poly_homeolog_ratio,homeolog_ratio_bias
01synth,QM24a,85,Nsylvestris_NODE_20189_length_1087_cov_176,Ntome_NODE_15631_length_1573_cov_204,0.064019468,tomf,0.202226339,tomf
01synth,QM24a,85,Nsylvestris_NODE_20233_length_1083_cov_209,Ntome_NODE_22079_length_1042_cov_235,0.525415398,sylv,0.457230681,tomf
01synth,QM24a,85,Nsylvestris_NODE_20264_length_1081_cov_193,Ntome_NODE_24729_length_878_cov_83,0.579847259,sylv,0.448136222,tomf
01synth,QM24a,85,Nsylvestris_NODE_20316_length_1076_cov_201,Ntome_NODE_20020_length_1190_cov_199,0.777817992,sylv,0.8573642,sylv
01synth,QM24a,85,Nsylvestris_NODE_2035_length_4032_cov_82,Ntome_NODE_1819_length_4295_cov_49,0.561843624,sylv,0.718241581,sylv
01synth,QM24a,85,Nsylvestris_NODE_20354_length_1073_cov_157,Ntome_NODE_26534_length_780_cov_248,0.220034478,tomf,0.357254092,tomf
01synth,QM24a,85,Nsylvestris_NODE_20421_length_1070_cov_52,Ntome_NODE_38894_length_270_cov_2,0.216908621,tomf,0.243014941,tomf
01synth,QM24a,85,Nsylvestris_NODE_20425_length_1070_cov_17,Ntome_NODE_20873_length_1126_cov_227,0.089547376,tomf,0.120534416,tomf
01synth,QM24a,85,Nsylvestris_NODE_20446_length_1068_cov_195,Ntome_NODE_22535_length_1013_cov_215,0.534210062,sylv,0.729577951,sylv
01synth,QM24a,85,Nsylvestris_NODE_20476_length_1066_cov_184,Ntome_NODE_21854_length_1057_cov_71,0.816980851,sylv,0.782753691,sylv
01synth,QM24a,85,Nsylvestris_NODE_20498_length_1065_cov_8,Ntome_NODE_37141_length_308_cov_3,0.307056212,tomf,0.999999718,sylv
01synth,QM24a,85,Nsylvestris_NODE_20500_length_1064_cov_258,Ntome_NODE_18318_length_1332_cov_126,0.830768723,sylv,0.757332573,sylv
01synth,QM24a,85,Nsylvestris_NODE_20502_length_1064_cov_101,Ntome_NODE_29017_length_667_cov_179,0.433936649,tomf,0.417053422,tomf
01synth,QM24a,85,Nsylvestris_NODE_20539_length_1062_cov_33,Ntome_NODE_16995_length_1449_cov_166,0.602706971,sylv,0.833999243,sylv
01synth,QM24a,85,Nsylvestris_NODE_20558_length_1060_cov_127,Ntome_NODE_31561_length_569_cov_8,0.999999972,sylv,0.999999956,sylv
01synth,QM24a,85,Nsylvestris_NODE_20607_length_1057_cov_142,Ntome_NODE_23714_length_942_cov_235,0.433107128,tomf,0.504853,sylv
01synth,QM24a,85,Nsylvestris_NODE_20637_length_1055_cov_179,Ntome_NODE_25965_length_807_cov_195,0.504803627,sylv,0.340690135,tomf
01synth,QM24a,85,Nsylvestris_NODE_20649_length_1054_cov_149,Ntome_NODE_19137_length_1264_cov_215,0.255061658,tomf,0.243778481,tomf
01synth,QM24a,85,Nsylvestris_NODE_20685_length_1051_cov_34,Ntome_NODE_20512_length_1153_cov_28,0.229629622,tomf,0.035102739,tomf
01synth,QM24a,85,Nsylvestris_NODE_20691_length_1050_cov_159,Ntome_NODE_22798_length_996_cov_246,0.268099884,tomf,0.44057838,tomf
01synth,QM24a,85,Nsylvestris_NODE_20692_length_1050_cov_147,Ntome_NODE_21021_length_1114_cov_182,0.3683673,tomf,0.479595728,tomf
01synth,QM24a,85,Nsylvestris_NODE_20705_length_1049_cov_109,Ntome_NODE_31563_length_569_cov_6,0.916462393,sylv,0.99999998,sylv
01synth,QM24a,85,Nsylvestris_NODE_20720_length_1048_cov_118,Ntome_NODE_23009_length_983_cov_21,0.481315289,tomf,0.62027911,sylv
01synth,QM24a,85,Nsylvestris_NODE_20730_length_1047_cov_148,Ntome_NODE_22881_length_991_cov_101,0.727429547,sylv,0.493959018,tomf
01synth,QM24a,85,Nsylvestris_NODE_20749_length_1046_cov_185,Ntome_NODE_18724_length_1298_cov_127,0.730354234,sylv,0.582383891,sylv
01synth,QM24a,85,Nsylvestris_NODE_20841_length_1039_cov_26,Ntome_NODE_19810_length_1209_cov_116,0.222638101,tomf,0.422053226,tomf
01synth,QM24a,85,Nsylvestris_NODE_20862_length_1038_cov_24,Ntome_NODE_39000_length_267_cov_5,0.999999926,sylv,0.643564307,sylv
01synth,QM24a,85,Nsylvestris_NODE_20888_length_1036_cov_86,Ntome_NODE_21581_length_1076_cov_91,0.445502585,tomf,0.452938361,tomf
01synth,QM24a,85,Nsylvestris_NODE_2093_length_3999_cov_136,Ntome_NODE_2457_length_3927_cov_57,0.659266098,sylv,0.871735034,sylv
01synth,QM24a,85,Nsylvestris_NODE_20945_length_1032_cov_92,Ntome_NODE_22720_length_1002_cov_237,0.608777237,sylv,0.523867793,sylv
01synth,QM24a,85,Nsylvestris_NODE_20959_length_1031_cov_30,Ntome_NODE_39774_length_253_cov_3,0.794733597,sylv,0.999999766,sylv
01synth,QM24a,85,Nsylvestris_NODE_2097_length_3995_cov_89,Ntome_NODE_31960_length_553_cov_6,0.999999946,sylv,0.999999861,sylv
01synth,QM24a,85,Nsylvestris_NODE_20997_length_1028_cov_32,Ntome_NODE_23319_length_964_cov_40,0.999999928,sylv,0.999999888,sylv
01synth,QM24a,85,Nsylvestris_NODE_21009_length_1027_cov_193,Ntome_NODE_22856_length_992_cov_266,0.37571023,tomf,0.303587002,tomf
01synth,QM24a,85,Nsylvestris_NODE_21012_length_1027_cov_145,Ntome_NODE_23208_length_971_cov_22,0.61143583,sylv,0.708687272,sylv
01synth,QM24a,85,Nsylvestris_NODE_21015_length_1027_cov_73,Ntome_NODE_22659_length_1006_cov_27,0.94901834,sylv,0.380925009,tomf
01synth,QM24a,85,Nsylvestris_NODE_21119_length_1020_cov_167,Ntome_NODE_26901_length_763_cov_263,0.597110206,sylv,0.595137652,sylv
01synth,QM24a,85,Nsylvestris_NODE_21227_length_1012_cov_94,Ntome_NODE_22503_length_1016_cov_119,0.612886251,sylv,0.838843622,sylv
01synth,QM24a,85,Nsylvestris_NODE_21253_length_1010_cov_189,Ntome_NODE_21541_length_1078_cov_261,0.456581037,tomf,0.574701347,sylv
01synth,QM24a,85,Nsylvestris_NODE_21348_length_1003_cov_117,Ntome_NODE_22185_length_1035_cov_222,0.267187628,tomf,0.112669542,tomf
01synth,QM24a,85,Nsylvestris_NODE_21404_length_998_cov_197,Ntome_NODE_21083_length_1109_cov_238,0.703323241,sylv,0.411678355,tomf
01synth,QM24a,85,Nsylvestris_NODE_21418_length_997_cov_206,Ntome_NODE_21771_length_1063_cov_175,0.833180121,sylv,0.455430343,tomf
01synth,QM24a,85,Nsylvestris_NODE_21472_length_993_cov_216,Ntome_NODE_21668_length_1069_cov_280,0.469056672,tomf,0.39308946,tomf
01synth,QM24a,85,Nsylvestris_NODE_2148_length_3965_cov_56,Ntome_NODE_2253_length_4032_cov_53,0.332900346,tomf,0.377699774,tomf
01synth,QM24a,85,Nsylvestris_NODE_21566_length_987_cov_72,Ntome_NODE_24020_length_923_cov_139,0.462659173,tomf,0.661791917,sylv
01synth,QM24a,85,Nsylvestris_NODE_21578_length_986_cov_144,Ntome_NODE_22860_length_992_cov_166,0.468490301,tomf,0.38119688,tomf
01synth,QM24a,85,Nsylvestris_NODE_21625_length_983_cov_28,Ntome_NODE_24536_length_890_cov_8,0.127553331,tomf,0.642149884,sylv
01synth,QM24a,85,Nsylvestris_NODE_21626_length_984_cov_26,Ntome_NODE_35465_length_356_cov_3,0.714733486,sylv,0.617195486,sylv
01synth,QM24a,85,Nsylvestris_NODE_21647_length_981_cov_168,Ntome_NODE_23114_length_976_cov_60,0.388358305,tomf,0.524085118,sylv
01synth,QM24a,85,Nsylvestris_NODE_21700_length_977_cov_203,Ntome_NODE_22433_length_1020_cov_196,0.619087731,sylv,0.720665345,sylv
01synth,QM24a,85,Nsylvestris_NODE_21715_length_976_cov_70,Ntome_NODE_19012_length_1275_cov_75,0.164247708,tomf,0.394423221,tomf
01synth,QM24a,85,Nsylvestris_NODE_21716_length_976_cov_47,Ntome_NODE_22920_length_988_cov_161,0.037484135,tomf,0.190687354,tomf
01synth,QM24a,85,Nsylvestris_NODE_21728_length_975_cov_151,Ntome_NODE_21987_length_1050_cov_217,0.541540955,sylv,0.410053936,tomf
01synth,QM24a,85,Nsylvestris_NODE_21762_length_973_cov_10,Ntome_NODE_21735_length_1066_cov_35,0.535439096,sylv,0.150943391,tomf
01synth,QM24a,85,Nsylvestris_NODE_21812_length_968_cov_145,Ntome_NODE_26154_length_798_cov_174,0.602134706,sylv,0.616643458,sylv
01synth,QM24a,85,Nsylvestris_NODE_21814_length_968_cov_117,Ntome_NODE_19947_length_1196_cov_237,0.196017671,tomf,0.280827697,tomf
01synth,QM24a,85,Nsylvestris_NODE_21840_length_966_cov_203,Ntome_NODE_21236_length_1099_cov_241,0.357240275,tomf,0.407473541,tomf
01synth,QM24a,85,Nsylvestris_NODE_21889_length_960_cov_206,Ntome_NODE_21115_length_1107_cov_274,0.48736835,tomf,0.379860221,tomf
01synth,QM24a,85,Nsylvestris_NODE_2190_length_3940_cov_200,Ntome_NODE_3875_length_3395_cov_278,0.586220308,sylv,0.363073095,tomf
01synth,QM24a,85,Nsylvestris_NODE_21913_length_961_cov_26,Ntome_NODE_27837_length_718_cov_9,0.205357711,tomf,0.615576305,sylv
01synth,QM24a,85,Nsylvestris_NODE_21929_length_960_cov_31,Ntome_NODE_22674_length_1005_cov_30,0.648077181,sylv,0.741148112,sylv
01synth,QM24a,85,Nsylvestris_NODE_22055_length_952_cov_190,Ntome_NODE_23679_length_944_cov_225,0.501869506,sylv,0.561921186,sylv
01synth,QM24a,85,Nsylvestris_NODE_22164_length_944_cov_179,Ntome_NODE_24685_length_881_cov_222,0.522075372,sylv,0.671831779,sylv
01synth,QM24a,85,Nsylvestris_NODE_22216_length_939_cov_46,Ntome_NODE_26045_length_804_cov_106,0.202634081,tomf,0.627196823,sylv
01synth,QM24a,85,Nsylvestris_NODE_22218_length_941_cov_24,Ntome_NODE_23403_length_960_cov_56,0.83954529,sylv,0.711515822,sylv
01synth,QM24a,85,Nsylvestris_NODE_22230_length_940_cov_84,Ntome_NODE_11086_length_2063_cov_72,0.947769705,sylv,0.639717113,sylv
01synth,QM24a,85,Nsylvestris_NODE_22302_length_935_cov_210,Ntome_NODE_23374_length_961_cov_261,0.496768781,tomf,0.534058708,sylv
01synth,QM24a,85,Nsylvestris_NODE_22314_length_935_cov_11,Ntome_NODE_23846_length_934_cov_31,0.42382054,tomf,0.333333225,tomf
01synth,QM24a,85,Nsylvestris_NODE_22324_length_933_cov_216,Ntome_NODE_13047_length_1836_cov_177,0.865312944,sylv,0.782810429,sylv
01synth,QM24a,85,Nsylvestris_NODE_22326_length_933_cov_187,Ntome_NODE_22281_length_1029_cov_207,0.780332397,sylv,0.748524559,sylv
01synth,QM24a,85,Nsylvestris_NODE_22330_length_933_cov_36,Ntome_NODE_24024_length_923_cov_27,0.365778046,tomf,0.34532655,tomf
01synth,QM24a,85,Nsylvestris_NODE_22350_length_932_cov_44,Ntome_NODE_21561_length_1077_cov_63,0.963981774,sylv,0.631165095,sylv
01synth,QM24a,85,Nsylvestris_NODE_22386_length_930_cov_137,Ntome_NODE_25993_length_806_cov_90,0.343792362,tomf,0.503367318,sylv
01synth,QM24a,85,Nsylvestris_NODE_22398_length_927_cov_143,Ntome_NODE_25350_length_841_cov_37,0.369691903,tomf,0.04770727,tomf
01synth,QM24a,85,Nsylvestris_NODE_22410_length_927_cov_204,Ntome_NODE_15360_length_1597_cov_170,0.622793541,sylv,0.678339327,sylv
01synth,QM24a,85,Nsylvestris_NODE_22464_length_924_cov_188,Ntome_NODE_23458_length_957_cov_148,0.892447755,sylv,0.835035933,sylv
01synth,QM24a,85,Nsylvestris_NODE_22471_length_924_cov_28,Ntome_NODE_19499_length_1234_cov_85,0.999999924,sylv,0.999999792,sylv
01synth,QM24a,85,Nsylvestris_NODE_22542_length_919_cov_190,Ntome_NODE_23601_length_948_cov_249,0.653261748,sylv,0.785899304,sylv
01synth,QM24a,85,Nsylvestris_NODE_22554_length_918_cov_215,Ntome_NODE_22749_length_1000_cov_227,0.539789586,sylv,0.461080563,tomf
01synth,QM24a,85,Nsylvestris_NODE_22638_length_914_cov_5,Ntome_NODE_25162_length_854_cov_7,0.24404542,tomf,0.999999764,sylv
01synth,QM24a,85,Nsylvestris_NODE_22666_length_911_cov_158,Ntome_NODE_23759_length_939_cov_146,0.630276967,sylv,0.466273314,tomf
01synth,QM24a,85,Nsylvestris_NODE_22669_length_911_cov_72,Ntome_NODE_27491_length_733_cov_21,0.492807502,tomf,0.429383879,tomf
01synth,QM24a,85,Nsylvestris_NODE_22678_length_910_cov_174,Ntome_NODE_23904_length_930_cov_205,0.311614201,tomf,0.411715596,tomf
01synth,QM24a,85,Nsylvestris_NODE_2280_length_3902_cov_113,Ntome_NODE_2688_length_3820_cov_60,0.425812097,tomf,0.404616935,tomf
01synth,QM24a,85,Nsylvestris_NODE_22806_length_902_cov_148,Ntome_NODE_29043_length_666_cov_27,0.39172773,tomf,0.999999963,sylv
01synth,QM24a,85,Nsylvestris_NODE_22809_length_902_cov_124,Ntome_NODE_22950_length_986_cov_76,0.442697764,tomf,0.469599813,tomf
01synth,QM24a,85,Nsylvestris_NODE_22824_length_901_cov_64,Ntome_NODE_25591_length_828_cov_23,0.744324781,sylv,0.849903757,sylv
01synth,QM24a,85,Nsylvestris_NODE_22834_length_900_cov_189,Ntome_NODE_26072_length_803_cov_238,0.479832401,tomf,0.574918546,sylv
01synth,QM24a,85,Nsylvestris_NODE_22835_length_900_cov_185,Ntome_NODE_22845_length_990_cov_249,0.56266649,sylv,0.433588913,tomf
01synth,QM24a,85,Nsylvestris_NODE_22844_length_900_cov_121,Ntome_NODE_27135_length_751_cov_55,0.665665057,sylv,0.78582776,sylv
01synth,QM24a,85,Nsylvestris_NODE_22878_length_898_cov_184,Ntome_NODE_23430_length_958_cov_261,0.738465494,sylv,0.695632115,sylv
01synth,QM24a,85,Nsylvestris_NODE_22885_length_898_cov_41,Ntome_NODE_24174_length_914_cov_110,0.574797336,sylv,0.19606725,tomf
01synth,QM24a,85,Nsylvestris_NODE_2290_length_3898_cov_70,Ntome_NODE_2425_length_3946_cov_63,0.37637921,tomf,0.590456554,sylv
01synth,QM24a,85,Nsylvestris_NODE_22956_length_894_cov_119,Ntome_NODE_24880_length_870_cov_207,0.524096383,sylv,0.794395226,sylv
01synth,QM24a,85,Nsylvestris_NODE_23078_length_886_cov_60,Ntome_NODE_27568_length_729_cov_100,0.619171478,sylv,0.642540473,sylv
01synth,QM24a,85,Nsylvestris_NODE_23160_length_881_cov_170,Ntome_NODE_25276_length_845_cov_140,0.5145823,sylv,0.610440358,sylv
01synth,QM24a,85,Nsylvestris_NODE_23192_length_879_cov_133,Ntome_NODE_26786_length_768_cov_169,0.076219451,tomf,0.043977209,tomf
01synth,QM24a,85,Nsylvestris_NODE_23208_length_878_cov_20,Ntome_NODE_23779_length_937_cov_134,0.196286836,tomf,0.379491305,tomf
01synth,QM24a,85,Nsylvestris_NODE_23221_length_877_cov_100,Ntome_NODE_29666_length_641_cov_205,0.305012014,tomf,0.210030958,tomf
01synth,QM24a,85,Nsylvestris_NODE_23228_length_877_cov_26,Ntome_NODE_16257_length_1516_cov_98,0.068600765,tomf,0.202746778,tomf
01synth,QM24a,85,Nsylvestris_NODE_2329_length_3881_cov_160,Ntome_NODE_3138_length_3643_cov_49,0.312043748,tomf,0.422635419,tomf
01synth,QM24a,85,Nsylvestris_NODE_23298_length_872_cov_172,Ntome_NODE_22750_length_1000_cov_174,0.641263431,sylv,0.552215718,sylv
01synth,QM24a,85,Nsylvestris_NODE_2333_length_3881_cov_52,Ntome_NODE_2102_length_4109_cov_77,0.36983562,tomf,0.472823675,tomf
01synth,QM24a,85,Nsylvestris_NODE_23346_length_868_cov_208,Ntome_NODE_24914_length_868_cov_235,0.744829162,sylv,0.556422795,sylv
01synth,QM24a,85,Nsylvestris_NODE_23364_length_868_cov_154,Ntome_NODE_27317_length_742_cov_103,0.586765875,sylv,0.721426286,sylv
01synth,QM24a,85,Nsylvestris_NODE_23365_length_868_cov_148,Ntome_NODE_26322_length_791_cov_30,0.544576326,sylv,0.35048666,tomf
01synth,QM24a,85,Nsylvestris_NODE_23404_length_866_cov_66,Ntome_NODE_21927_length_1053_cov_119,0.383270601,tomf,0.315921884,tomf
01synth,QM24a,85,Nsylvestris_NODE_23453_length_863_cov_26,Ntome_NODE_32794_length_492_cov_27,0.812094655,sylv,0.999999957,sylv
01synth,QM24a,85,Nsylvestris_NODE_23493_length_860_cov_54,Ntome_NODE_21173_length_1104_cov_33,0.790846183,sylv,0.894306018,sylv
01synth,QM24a,85,Nsylvestris_NODE_23536_length_857_cov_208,Ntome_NODE_26210_length_796_cov_276,0.616318789,sylv,0.69410054,sylv
01synth,QM24a,85,Nsylvestris_NODE_23616_length_853_cov_159,Ntome_NODE_26647_length_775_cov_227,0.414345204,tomf,0.435301106,tomf
01synth,QM24a,85,Nsylvestris_NODE_23641_length_852_cov_72,Ntome_NODE_22819_length_995_cov_157,0.285547656,tomf,0.41504775,tomf
01synth,QM24a,85,Nsylvestris_NODE_23722_length_847_cov_49,Ntome_NODE_23194_length_972_cov_63,0.860428031,sylv,0.818675869,sylv
01synth,QM24a,85,Nsylvestris_NODE_23736_length_846_cov_178,Ntome_NODE_24967_length_865_cov_170,0.55322881,sylv,0.541084378,sylv
01synth,QM24a,85,Nsylvestris_NODE_23738_length_846_cov_126,Ntome_NODE_31646_length_566_cov_7,0.302911773,tomf,0.617472376,sylv
01synth,QM24a,85,Nsylvestris_NODE_23799_length_841_cov_74,Ntome_NODE_29126_length_663_cov_22,0.97173986,sylv,0.943500165,sylv
01synth,QM24a,85,Nsylvestris_NODE_23819_length_842_cov_65,Ntome_NODE_24396_length_899_cov_99,0.659599117,sylv,0.511113804,sylv
01synth,QM24a,85,Nsylvestris_NODE_23858_length_840_cov_142,Ntome_NODE_27197_length_748_cov_188,0.181765263,tomf,0.636764514,sylv
01synth,QM24a,85,Nsylvestris_NODE_23880_length_839_cov_173,Ntome_NODE_26905_length_763_cov_167,0.488310459,tomf,0.491358209,tomf
01synth,QM24a,85,Nsylvestris_NODE_23883_length_839_cov_98,Ntome_NODE_39228_length_263_cov_4,0.9999998,sylv,0.999999987,sylv
01synth,QM24a,85,Nsylvestris_NODE_23905_length_837_cov_60,Ntome_NODE_23377_length_961_cov_139,0.535761476,sylv,0.529626245,sylv
01synth,QM24a,85,Nsylvestris_NODE_23920_length_836_cov_198,Ntome_NODE_22593_length_1010_cov_187,0.380697744,tomf,0.662095311,sylv
01synth,QM24a,85,Nsylvestris_NODE_2395_length_3842_cov_210,Ntome_NODE_2550_length_3884_cov_245,0.631081951,sylv,0.470882351,tomf
01synth,QM24a,85,Nsylvestris_NODE_24030_length_830_cov_146,Ntome_NODE_32289_length_529_cov_141,0.764173404,sylv,0.589557207,sylv
01synth,QM24a,85,Nsylvestris_NODE_24061_length_828_cov_24,Ntome_NODE_25607_length_827_cov_34,0.255147145,tomf,0.303862635,tomf
01synth,QM24a,85,Nsylvestris_NODE_24070_length_827_cov_183,Ntome_NODE_26274_length_793_cov_224,0.400558419,tomf,0.436819171,tomf
01synth,QM24a,85,Nsylvestris_NODE_24159_length_822_cov_83,Ntome_NODE_22704_length_1003_cov_186,0.188193077,tomf,0.307529784,tomf
01synth,QM24a,85,Nsylvestris_NODE_24170_length_821_cov_219,Ntome_NODE_29764_length_638_cov_6,0.988318429,sylv,0.642986151,sylv
01synth,QM24a,85,Nsylvestris_NODE_24208_length_818_cov_152,Ntome_NODE_28620_length_683_cov_44,0.993447794,sylv,0.999999986,sylv
01synth,QM24a,85,Nsylvestris_NODE_24225_length_817_cov_155,Ntome_NODE_21857_length_1057_cov_35,0.949715357,sylv,0.983191707,sylv
01synth,QM24a,85,Nsylvestris_NODE_2424_length_3829_cov_166,Ntome_NODE_2921_length_3728_cov_42,0.587542146,sylv,0.642032982,sylv
01synth,QM24a,85,Nsylvestris_NODE_24248_length_815_cov_196,Ntome_NODE_25613_length_826_cov_256,0.598667084,sylv,0.612703559,sylv
01synth,QM24a,85,Nsylvestris_NODE_24301_length_812_cov_62,Ntome_NODE_27004_length_758_cov_30,0.999999959,sylv,0.99999988,sylv
01synth,QM24a,85,Nsylvestris_NODE_2431_length_3825_cov_140,Ntome_NODE_2085_length_4115_cov_260,0.269810999,tomf,0.30520551,tomf
01synth,QM24a,85,Nsylvestris_NODE_24318_length_811_cov_217,Ntome_NODE_23661_length_945_cov_239,0.462265603,tomf,0.634374435,sylv
01synth,QM24a,85,Nsylvestris_NODE_24351_length_809_cov_189,Ntome_NODE_29148_length_662_cov_36,0.412969866,tomf,0.080869564,tomf
01synth,QM24a,85,Nsylvestris_NODE_24354_length_809_cov_154,Ntome_NODE_28697_length_680_cov_210,0.512480941,sylv,0.460541227,tomf
01synth,QM24a,85,Nsylvestris_NODE_24375_length_808_cov_176,Ntome_NODE_24322_length_904_cov_207,0.530140448,sylv,0.338672349,tomf
01synth,QM24a,85,Nsylvestris_NODE_24425_length_805_cov_183,Ntome_NODE_25878_length_811_cov_53,0.675780795,sylv,0.760319549,sylv
01synth,QM24a,85,Nsylvestris_NODE_24448_length_804_cov_128,Ntome_NODE_23169_length_973_cov_58,0.1131561,tomf,0.193221879,tomf
01synth,QM24a,85,Nsylvestris_NODE_24450_length_804_cov_17,Ntome_NODE_22240_length_1032_cov_177,0.267667785,tomf,0.062791472,tomf
01synth,QM24a,85,Nsylvestris_NODE_24464_length_803_cov_137,Ntome_NODE_22592_length_1010_cov_201,0.236215647,tomf,0.452587408,tomf
01synth,QM24a,85,Nsylvestris_NODE_24582_length_796_cov_181,Ntome_NODE_23604_length_948_cov_154,0.589374597,sylv,0.733642388,sylv
01synth,QM24a,85,Nsylvestris_NODE_24621_length_793_cov_200,Ntome_NODE_25599_length_827_cov_279,0.408836061,tomf,0.673144794,sylv
01synth,QM24a,85,Nsylvestris_NODE_24674_length_790_cov_71,Ntome_NODE_26986_length_759_cov_48,0.297049842,tomf,0.264858267,tomf
01synth,QM24a,85,Nsylvestris_NODE_24775_length_784_cov_136,Ntome_NODE_25896_length_810_cov_177,0.485725354,tomf,0.476464931,tomf
01synth,QM24a,85,Nsylvestris_NODE_24800_length_783_cov_109,Ntome_NODE_24173_length_914_cov_141,0.798484586,sylv,0.584580708,sylv
01synth,QM24a,85,Nsylvestris_NODE_24864_length_779_cov_189,Ntome_NODE_23964_length_927_cov_215,0.585320103,sylv,0.450722719,tomf
01synth,QM24a,85,Nsylvestris_NODE_24924_length_775_cov_85,Ntome_NODE_25663_length_823_cov_254,0.170933623,tomf,0.112692341,tomf
01synth,QM24a,85,Nsylvestris_NODE_25096_length_766_cov_131,Ntome_NODE_28818_length_675_cov_68,0.69156428,sylv,0.810029489,sylv
01synth,QM24a,85,Nsylvestris_NODE_25164_length_762_cov_177,Ntome_NODE_27080_length_754_cov_224,0.569715906,sylv,0.330286204,tomf
01synth,QM24a,85,Nsylvestris_NODE_25206_length_760_cov_19,Ntome_NODE_26969_length_760_cov_49,0.999999945,sylv,0,tomf
01synth,QM24a,85,Nsylvestris_NODE_2526_length_3780_cov_208,Ntome_NODE_2870_length_3749_cov_250,0.532739641,sylv,0.658698998,sylv
01synth,QM24a,85,Nsylvestris_NODE_25269_length_756_cov_144,Ntome_NODE_29442_length_650_cov_64,0.124625426,tomf,0.92476924,sylv
01synth,QM24a,85,Nsylvestris_NODE_25393_length_749_cov_27,Ntome_NODE_32595_length_506_cov_22,0.77458199,sylv,0.429996249,tomf
01synth,QM24a,85,Nsylvestris_NODE_25414_length_748_cov_90,Ntome_NODE_28722_length_679_cov_58,0.460497612,tomf,0.503720161,sylv
01synth,QM24a,85,Nsylvestris_NODE_25533_length_742_cov_38,Ntome_NODE_21288_length_1095_cov_223,0.761329036,sylv,0.615282382,sylv
01synth,QM24a,85,Nsylvestris_NODE_25595_length_739_cov_161,Ntome_NODE_24220_length_911_cov_223,0.356119557,tomf,0.344150353,tomf
01synth,QM24a,85,Nsylvestris_NODE_25602_length_739_cov_49,Ntome_NODE_32465_length_516_cov_256,0.127956128,tomf,0.110803321,tomf
01synth,QM24a,85,Nsylvestris_NODE_25725_length_732_cov_87,Ntome_NODE_25553_length_830_cov_79,0.940613975,sylv,0.902048869,sylv
01synth,QM24a,85,Nsylvestris_NODE_25862_length_725_cov_125,Ntome_NODE_26626_length_776_cov_90,0.635894031,sylv,0.663706301,sylv
01synth,QM24a,85,Nsylvestris_NODE_25884_length_721_cov_105,Ntome_NODE_23854_length_933_cov_201,0.624143158,sylv,0.114779054,tomf
01synth,QM24a,85,Nsylvestris_NODE_25948_length_721_cov_85,Ntome_NODE_30064_length_625_cov_23,0.315687842,tomf,0.488604539,tomf
01synth,QM24a,85,Nsylvestris_NODE_2604_length_3744_cov_34,Ntome_NODE_2543_length_3888_cov_80,0.30073487,tomf,0.436416164,tomf
01synth,QM24a,85,Nsylvestris_NODE_26041_length_717_cov_6,Ntome_NODE_34180_length_410_cov_12,0.999999083,sylv,0.147670947,tomf
01synth,QM24a,85,Nsylvestris_NODE_26075_length_715_cov_39,Ntome_NODE_31292_length_578_cov_28,0.496662183,tomf,0.682599552,sylv
01synth,QM24a,85,Nsylvestris_NODE_26123_length_713_cov_28,Ntome_NODE_24854_length_871_cov_188,0.039658366,tomf,0.026900354,tomf
01synth,QM24a,85,Nsylvestris_NODE_26286_length_706_cov_26,Ntome_NODE_32566_length_508_cov_9,0.574298822,sylv,0.399416793,tomf
01synth,QM24a,85,Nsylvestris_NODE_263_length_6934_cov_93,Ntome_NODE_311_length_6659_cov_97,0.388266388,tomf,0.318349292,tomf
01synth,QM24a,85,Nsylvestris_NODE_26335_length_703_cov_170,Ntome_NODE_34019_length_418_cov_261,0.238545999,tomf,0.357232486,tomf
01synth,QM24a,85,Nsylvestris_NODE_26444_length_698_cov_173,Ntome_NODE_27644_length_726_cov_84,0.175722099,tomf,0.487880348,tomf
01synth,QM24a,85,Nsylvestris_NODE_26445_length_698_cov_170,Ntome_NODE_28533_length_687_cov_165,0.922687456,sylv,0.872927289,sylv
01synth,QM24a,85,Nsylvestris_NODE_26454_length_698_cov_33,Ntome_NODE_32370_length_523_cov_20,0.970738474,sylv,0.893813887,sylv
01synth,QM24a,85,Nsylvestris_NODE_26488_length_695_cov_185,Ntome_NODE_14729_length_1662_cov_136,0.539469978,sylv,0.523886966,sylv
01synth,QM24a,85,Nsylvestris_NODE_2651_length_3722_cov_83,Ntome_NODE_3716_length_3445_cov_78,0.480241216,tomf,0.279369157,tomf
01synth,QM24a,85,Nsylvestris_NODE_26534_length_694_cov_168,Ntome_NODE_27098_length_753_cov_230,0.545474457,sylv,0.671772428,sylv
01synth,QM24a,85,Nsylvestris_NODE_2654_length_3721_cov_230,Ntome_NODE_3093_length_3660_cov_296,0.524287195,sylv,0.443060116,tomf
01synth,QM24a,85,Nsylvestris_NODE_26697_length_687_cov_106,Ntome_NODE_27318_length_742_cov_62,0.07414072,tomf,0.145536383,tomf
01synth,QM24a,85,Nsylvestris_NODE_26715_length_686_cov_167,Ntome_NODE_36070_length_336_cov_10,0.997868953,sylv,0.993001712,sylv
01synth,QM24a,85,Nsylvestris_NODE_2673_length_3714_cov_138,Ntome_NODE_2911_length_3732_cov_164,0.506487959,sylv,0.544191155,sylv
01synth,QM24a,85,Nsylvestris_NODE_26750_length_685_cov_74,Ntome_NODE_22336_length_1026_cov_151,0.629499558,sylv,0.446652622,tomf
